add_ds_card,mult_ds_card,count
3,3,1
6,6,13
9,10,29
10,9,2
10,10,72
10,15,1
12,14,3
12,15,14
13,15,42
13,20,1
14,14,12
14,15,231
15,14,18
15,15,280
15,17,1
15,20,3
15,21,26
15,35,1
16,20,4
16,21,41
16,28,1
17,18,1
17,19,3
17,20,26
17,21,105
17,27,1
18,18,1
18,20,69
18,21,397
18,27,3
18,28,10
19,18,1
19,19,1
19,20,108
19,21,764
19,25,1
19,27,9
19,28,25
19,32,1
19,34,1
19,35,2
19,36,1
19,45,1
20,18,3
20,19,6
20,20,93
20,21,815
20,25,1
20,26,2
20,27,23
20,28,63
20,33,1
20,34,1
20,36,1
21,19,1
21,20,14
21,21,138
21,25,6
21,26,8
21,27,44
21,28,183
21,30,1
21,31,1
21,33,4
21,34,3
21,35,14
21,36,10
21,44,2
22,24,2
22,25,8
22,26,19
22,27,129
22,28,547
22,33,7
22,34,4
22,35,18
22,36,16
22,44,3
22,48,1
22,52,1
23,22,1
23,23,1
23,24,1
23,25,16
23,26,27
23,27,291
23,28,1022
23,29,1
23,30,1
23,31,1
23,32,2
23,33,6
23,34,16
23,35,70
23,36,77
23,42,2
23,43,4
23,44,1
23,45,2
23,51,1
23,53,1
24,23,1
24,24,4
24,25,33
24,26,36
24,27,535
24,28,2019
24,30,1
24,31,1
24,32,3
24,33,8
24,34,16
24,35,68
24,36,109
24,39,1
24,41,3
24,42,5
24,43,1
24,44,9
24,45,6
24,50,1
24,53,1
24,54,2
24,61,1
25,24,4
25,25,26
25,26,33
25,27,509
25,28,1881
25,29,1
25,30,2
25,31,2
25,32,3
25,33,16
25,34,32
25,35,172
25,36,306
25,38,1
25,40,1
25,41,1
25,42,6
25,43,6
25,44,16
25,45,10
25,47,1
25,48,1
25,50,3
25,51,3
25,52,2
25,53,2
25,54,3
26,24,1
26,25,16
26,26,19
26,27,280
26,28,1178
26,29,2
26,30,1
26,31,2
26,32,21
26,33,57
26,34,67
26,35,449
26,36,735
26,38,2
26,39,3
26,42,11
26,43,21
26,44,32
26,45,47
26,46,1
26,48,1
26,50,6
26,51,5
26,52,2
26,53,3
26,54,1
26,55,1
26,62,2
26,63,1
26,64,1
26,67,1
26,73,1
27,25,1
27,26,4
