add_ds_card,mult_ds_card,count
10,10,1
12,13,1
13,15,2
14,15,3
15,14,1
15,15,6
16,25,1
17,18,1
17,20,3
17,21,2
18,19,1
18,20,5
18,21,5
19,18,2
19,19,1
19,20,10
19,21,16
19,27,2
19,28,1
19,32,1
19,35,1
20,16,1
20,18,1
20,19,1
20,20,19
20,21,23
20,24,1
20,26,3
20,27,5
20,34,1
21,17,1
21,20,3
21,21,8
21,26,1
21,27,7
21,28,6
21,43,1
22,22,1
22,24,1
22,25,3
22,26,4
22,27,13
22,28,9
22,29,1
22,39,1
22,40,1
22,42,1
23,22,1
23,25,4
23,26,3
23,27,39
23,28,26
23,32,1
23,33,3
23,34,1
23,35,2
24,23,1
24,24,3
24,25,12
24,26,12
24,27,54
24,28,53
24,30,1
24,31,2
24,32,4
24,33,4
24,34,2
24,35,5
24,36,2
24,41,1
24,42,2
24,43,1
24,45,1
24,48,1
24,53,1
25,22,1
25,24,3
25,25,13
25,26,9
25,27,57
25,28,69
25,29,1
25,32,5
25,33,5
25,34,9
25,35,14
25,36,4
25,37,1
25,38,1
25,41,2
25,42,2
25,44,1
25,45,1
25,48,1
25,49,1
26,22,1
26,25,5
26,26,14
26,27,65
26,28,66
26,29,1
26,30,2
26,31,3
26,32,9
26,33,11
26,34,17
26,35,32
26,36,8
26,37,1
26,38,1
26,39,2
26,40,1
26,41,2
26,42,4
26,43,7
26,44,9
26,45,1
26,55,1
26,57,1
26,59,1
26,62,1
27,23,1
27,25,1
27,26,2
27,27,13
27,28,15
27,29,2
27,31,4
27,32,6
27,33,26
27,34,19
27,35,53
27,36,19
27,37,1
27,38,1
27,39,2
27,40,1
27,41,9
27,42,5
27,43,5
27,44,6
27,48,2
27,49,3
27,50,1
27,51,1
27,52,2
27,54,1
27,57,1
27,60,2
28,28,2
28,29,2
28,30,5
28,31,4
28,32,19
28,33,38
28,34,55
28,35,129
28,36,51
28,37,1
28,38,5
28,39,5
28,40,1
28,41,11
28,42,12
28,43,14
28,44,17
28,45,3
28,47,1
28,48,4
28,49,2
28,50,3
28,51,1
28,52,3
28,53,2
28,54,2
28,57,2
28,60,1
28,66,1
28,68,1
28,71,1
28,76,1
29,25,1
29,28,1
29,29,1
29,30,13
29,31,8
29,32,25
29,33,65
29,34,79
29,35,165
29,36,110
29,37,3
29,38,4
29,39,6
29,40,9
29,41,12
29,42,23
29,43,26
29,44,33
29,45,8
29,46,1
29,47,2
29,48,2
29,49,8
29,50,2
29,51,4
29,52,7
29,53,4
29,54,1
29,55,1
29,56,2
29,57,2
29,59,1
29,60,1
29,62,1
29,63,3
29,64,1
29,69,1
29,78,1
30,28,1
30,30,4
30,31,8
30,32,23
30,33,68
30,34,98
30,35,226
30,36,143
30,37,2
30,38,5
30,39,10
30,40,20
30,41,30
30,42,45
30,43,36
30,44,62
30,45,15
30,46,2
30,47,3
30,48,3
30,49,6
30,50,9
30,51,11
