add_ds_card,mult_ds_card,count
26,28,903
26,29,2
26,30,14
26,31,7
26,32,13
26,33,82
26,34,98
26,35,492
26,36,839
26,37,3
26,38,4
26,39,7
26,40,6
26,41,11
26,42,22
26,43,18
26,44,58
26,45,28
26,49,2
26,50,1
26,51,1
26,52,5
26,53,8
26,54,9
26,55,4
26,58,1
26,60,1
26,62,1
26,64,1
26,65,1
26,67,1
26,73,1
27,22,2
27,24,2
27,25,9
27,26,6
27,27,49
27,28,97
27,29,3
27,30,13
27,31,10
27,32,26
27,33,133
27,34,126
27,35,823
27,36,1419
27,37,2
27,38,5
27,39,9
27,40,7
27,41,12
27,42,38
27,43,32
27,44,133
27,45,128
27,46,1
27,47,3
27,48,2
27,49,3
27,50,5
27,51,9
27,52,7
27,53,12
27,54,28
27,55,4
27,58,1
27,59,1
27,60,3
27,61,2
27,62,3
27,63,2
27,64,3
27,65,2
27,66,1
27,70,1
27,72,1
27,73,1
27,75,1
28,27,3
28,29,2
28,30,20
28,31,19
28,32,60
28,33,275
28,34,238
28,35,1410
28,36,2560
28,37,6
28,38,3
28,39,24
28,40,15
28,41,21
28,42,86
28,43,60
28,44,283
28,45,287
28,47,4
28,48,5
28,49,3
28,50,8
28,51,13
28,52,20
28,53,14
28,54,34
28,55,10
28,56,1
28,59,1
28,60,3
28,62,4
28,63,2
28,64,4
28,65,5
28,71,1
28,74,1
28,76,1
28,82,1
29,27,1
29,28,2
29,29,2
29,30,24
29,31,26
29,32,56
29,33,321
29,34,302
29,35,1838
29,36,3068
29,37,3
29,38,6
29,39,34
29,40,28
29,41,69
29,42,158
29,43,180
29,44,578
29,45,636
29,46,2
29,47,6
29,48,8
29,49,16
29,50,11
29,51,20
29,52,38
29,53,42
29,54,87
29,55,55
29,56,3
29,57,1
29,58,8
29,59,4
29,60,6
29,61,7
29,62,7
29,63,14
29,64,10
29,65,7
29,66,2
29,71,1
29,72,2
29,74,3
29,75,4
29,76,2
29,79,1
29,84,1
30,26,1
30,29,3
30,30,29
30,31,20
30,32,49
30,33,340
30,34,307
30,35,1846
30,36,2852
30,37,8
30,38,16
30,39,56
30,40,48
30,41,99
30,42,315
30,43,332
30,44,1104
30,45,1262
30,46,4
30,47,15
30,48,8
30,49,24
30,50,32
30,51,44
30,52,87
30,53,76
30,54,167
30,55,118
30,56,3
30,57,5
30,58,6
30,59,9
30,60,9
30,61,13
30,62,17
30,63,23
30,64,20
30,65,13
30,66,9
30,67,2
30,68,2
30,69,1
30,70,6
30,71,5
30,73,2
30,74,5
30,75,2
30,76,2
30,77,2
30,81,1
30,83,1
30,84,1
30,85,1
30,87,1
30,88,1
30,96,1
30,99,1
31,26,1
31,28,1
31,30,24
31,31,13
31,32,27
31,33,271
31,34,223
31,35,1289
31,36,1853
31,37,13
31,38,19
31,39,93
31,40,70
31,41,177
31,42,505
31,43,492
31,44,1991
31,45,2163
31,46,5
31,47,20
31,48,21
31,49,52
31,50,45
31,51,69
31,52,168
31,53,174
31,54,364
31,55,252
31,56,5
31,57,3
31,58,18
31,59,11
31,60,22
31,61,19
31,62,32
31,63,49
31,64,41
31,65,55
31,66,27
31,67,1
31,68,4
31,69,1
31,70,7
31,71,10
31,72,8
31,73,6
31,74,13
31,75,11
31,76,6
31,77,5
31,80,1
31,82,1
31,83,2
31,84,1
31,85,2
31,87,3
31,89,2
31,100,1
32,30,5
32,31,5
32,32,9
32,33,102
32,34,76
32,35,536
32,36,665
32,37,16
32,38,20
32,39,113
32,40,104
32,41,263
32,42,906
32,43,831
32,44,3079
32,45,3361
32,46,11
32,47,35
32,48,38
32,49,78
32,50,95
32,51,218
32,52,340
32,53,374
32,54,777
32,55,547
32,56,14
32,57,5
32,58,16
32,59,26
32,60,49
32,61,33
32,62,65
32,63,79
32,64,93
32,65,140
32,66,62
32,67,7
32,68,7
32,69,2
32,70,17
32,71,12
32,72,8
32,73,17
32,74,31
32,75,17
32,76,20
32,77,18
32,78,4
32,79,4
32,80,3
32,81,9
32,82,1
32,83,3
32,84,4
32,85,5
32,86,1
32,87,3
32,88,1
32,93,1
32,94,1
32,97,1
32,98,1
32,99,1
33,26,1
33,30,2
33,32,1
33,33,18
33,34,15
33,35,114
33,36,91
33,37,16
33,38,33
33,39,153
33,40,158
33,41,299
33,42,1042
33,43,1147
33,44,3843
33,45,4203
33,46,25
33,47,60
33,48,78
33,49,142
33,50,144
33,51,263
33,52,635
33,53,646
33,54,1461
33,55,1114
33,56,18
33,57,12
33,58,38
33,59,48
33,60,87
33,61,76
33,62,133
33,63,180
33,64,175
33,65,287
33,66,132
33,67,14
33,68,12
33,69,12
33,70,19
33,71,19
33,72,28
33,73,38
33,74,55
33,75,48
33,76,39
33,77,40
33,78,12
33,80,3
33,81,8
33,82,4
33,83,10
33,84,7
33,85,18
33,86,6
33,87,9
33,88,5
33,89,6
33,90,3
33,91,1
33,93,1
33,95,1
33,96,2
33,97,1
33,98,1
33,101,1
33,107,1
33,120,1
34,35,11
34,36,9
34,37,16
34,38,37
34,39,188
34,40,144
34,41,343
34,42,1261
34,43,1240
34,44,4234
34,45,4238
34,46,22
34,47,82
34,48,112
34,49,230
34,50,255
34,51,459
34,52,1025
34,53,1122
34,54,2561
34,55,1928
34,56,34
34,57,34
34,58,73
34,59,95
34,60,141
34,61,148
34,62,280
34,63,392
34,64,352
34,65,568
34,66,278
34,67,23
34,68,25
34,69,17
34,70,42
34,71,38
34,72,57
34,73,56
34,74,100
34,75,102
34,76,93
34,77,81
34,78,25
34,79,10
34,80,17
34,81,10
34,82,13
34,83,9
34,84,21
34,85,21
34,86,17
34,87,18
34,88,15
34,89,20
34,90,8
34,91,3
34,92,4
34,93,1
34,94,4
34,95,5
34,96,2
34,97,6
34,98,5
34,99,5
34,100,5
34,101,3
34,102,2
34,104,1
34,105,1
34,108,1
34,110,1
34,113,1
35,35,8
35,36,4
35,37,13
35,38,18
35,39,144
35,40,131
35,41,280
35,42,1046
35,43,1088
35,44,3638
35,45,3444
35,46,39
35,47,103
35,48,148
35,49,406
35,50,380
35,51,722
35,52,1666
35,53,1775
35,54,4113
35,55,2919
35,56,67
35,57,56
35,58,105
35,59,155
35,60,241
35,61,276
35,62,442
35,63,700
35,64,739
35,65,1119
35,66,592
35,67,37
35,68,35
35,69,44
35,70,98
35,71,102
35,72,120
35,73,113
35,74,183
35,75,206
35,76,179
35,77,193
35,78,58
35,79,17
35,80,17
35,81,26
35,82,21
35,83,28
35,84,39
35,85,46
35,86,47
35,87,53
35,88,51
35,89,39
35,90,22
35,91,5
35,92,7
35,93,10
35,94,8
35,95,6
35,96,5
35,97,10
35,98,7
35,99,5
35,100,6
35,101,9
35,102,5
35,103,1
35,104,1
35,105,2
35,106,1
35,107,3
35,109,1
35,110,1
35,111,2
35,112,2
35,114,2
35,118,1
35,124,1
36,32,1
36,35,8
36,36,1
36,37,11
36,38,13
36,39,96
36,40,89
36,41,215
36,42,709
36,43,689
36,44,2410
36,45,2154
36,46,44
36,47,151
36,48,182
36,49,496
36,50,480
36,51,1071
36,52,2186
36,53,2342
36,54,5382
36,55,3970
36,56,117
36,57,76
36,58,200
36,59,245
36,60,419
36,61,456
36,62,811
36,63,1226
36,64,1238
36,65,2017
36,66,1093
36,67,48
36,68,76
36,69,67
36,70,156
36,71,173
36,72,201
36,73,248
36,74,368
36,75,423
36,76,415
36,77,399
36,78,150
36,79,46
36,80,47
36,81,50
36,82,43
36,83,70
36,84,86
36,85,77
36,86,76
36,87,98
36,88,91
36,89,79
36,90,46
36,91,12
36,92,9
36,93,19
36,94,25
36,95,16
36,96,18
36,97,19
36,98,23
36,99,25
36,100,21
36,101,21
36,102,14
36,103,13
36,104,2
36,105,5
36,106,6
36,107,4
36,108,4
36,109,4
36,110,7
36,111,1
36,112,1
36,113,2
36,114,3
36,116,1
36,117,1
36,126,1
36,134,1
37,35,4
37,36,1
37,37,4
37,38,3
37,39,63
37,40,36
37,41,90
37,42,353
37,43,320
37,44,1017
37,45,856
37,46,59
37,47,153
37,48,227
37,49,595
37,50,657
37,51,1297
37,52,2706
37,53,2880
37,54,6483
37,55,4440
37,56,147
37,57,142
37,58,269
37,59,391
37,60,685
37,61,684
37,62,1354
37,63,2064
37,64,1974
37,65,3329
37,66,1819
37,67,91
37,68,143
37,69,117
37,70,251
37,71,292
37,72,399
37,73,412
37,74,666
37,75,794
37,76,771
37,77,783
37,78,298
37,79,66
37,80,68
37,81,86
37,82,82
37,83,106
37,84,179
37,85,182
37,86,146
37,87,225
37,88,222
37,89,182
37,90,124
37,91,33
37,92,30
37,93,23
37,94,32
37,95,30
37,96,29
37,97,45
37,98,57
37,99,41
37,100,47
37,101,45
37,102,29
37,103,23
37,104,15
37,105,11
37,106,4
37,107,6
37,108,5
37,109,7
37,110,7
37,111,7
37,112,8
37,113,16
37,114,13
37,115,6
37,116,5
37,117,2
37,118,2
37,119,3
37,120,3
37,121,1
37,123,2
37,124,1
37,126,1
37,127,1
37,128,2
37,130,1
38,35,3
38,38,2
38,39,15
38,40,9
38,41,19
38,42,102
38,43,96
38,44,271
38,45,263
38,46,60
38,47,146
38,48,233
38,49,685
38,50,660
38,51,1382
38,52,2900
38,53,2980
38,54,6698
38,55,4401
38,56,234
38,57,201
38,58,398
38,59,579
38,60,1017
38,61,1043
38,62,2021
38,63,2922
38,64,3174
38,65,4858
38,66,2631
38,67,153
38,68,204
38,69,245
38,70,451
38,71,548
38,72,682
38,73,779
38,74,1107
38,75,1410
38,76,1344
38,77,1458
38,78,578
38,79,124
38,80,126
38,81,187
38,82,162
38,83,264
38,84,314
38,85,304
38,86,321
38,87,442
38,88,403
38,89,392
38,90,238
38,91,89
38,92,38
38,93,67
38,94,74
38,95,82
38,96,83
38,97,112
38,98,99
38,99,99
38,100,93
38,101,100
38,102,70
38,103,46
38,104,35
38,105,14
38,106,21
38,107,22
38,108,24
38,109,22
38,110,25
38,111,16
38,112,15
38,113,18
38,114,14
38,115,13
38,116,15
38,117,10
38,118,3
38,119,7
38,120,3
38,121,7
38,122,4
38,123,2
38,124,1
38,125,2
38,126,3
38,127,3
38,128,5
38,129,2
38,130,2
38,131,1
38,133,1
38,137,1
39,39,3
39,40,3
39,41,7
39,42,14
39,43,19
39,44,57
39,45,83
39,46,40
39,47,127
39,48,175
39,49,592
39,50,620
39,51,1183
39,52,2615
39,53,2690
39,54,5894
39,55,3576
39,56,305
39,57,257
39,58,498
39,59,735
39,60,1408
39,61,1420
39,62,2616
39,63,4046
39,64,4154
39,65,6420
39,66,3428
39,67,217
39,68,337
39,69,338
39,70,688
39,71,856
39,72,1131
39,73,1269
39,74,1942
39,75,2292
39,76,2306
39,77,2577
39,78,1066
39,79,198
39,80,192
39,81,299
39,82,270
39,83,433
39,84,579
39,85,600
39,86,616
39,87,880
39,88,773
39,89,717
39,90,596
39,91,204
39,92,86
39,93,117
39,94,134
39,95,131
39,96,127
39,97,221
39,98,214
39,99,207
39,100,232
39,101,215
39,102,167
39,103,117
39,104,70
39,105,42
39,106,23
39,107,29
39,108,53
39,109,50
39,110,54
39,111,44
39,112,45
39,113,50
39,114,56
39,115,35
39,116,33
39,117,8
39,118,12
39,119,14
39,120,10
39,121,9
39,122,9
39,123,14
39,124,12
39,125,7
39,126,9
39,127,5
39,128,5
39,129,5
39,130,5
39,131,1
39,132,2
39,134,3
39,135,1
39,136,1
39,137,1
39,138,4
39,139,1
39,140,1
39,144,2
39,148,1
39,151,1
39,154,1
40,40,1
40,41,1
40,42,1
40,43,5
40,44,11
40,45,42
40,46,19
40,47,87
40,48,154
40,49,486
40,50,441
40,51,907
40,52,2050
40,53,2038
40,54,4014
40,55,2407
40,56,304
40,57,288
40,58,616
40,59,921
40,60,1683
40,61,1760
40,62,3206
40,63,4962
40,64,5044
40,65,7617
40,66,3831
40,67,303
40,68,485
40,69,527
40,70,1020
40,71,1202
40,72,1676
40,73,1795
40,74,2911
40,75,3517
40,76,3397
40,77,3752
40,78,1552
40,79,325
40,80,362
40,81,487
40,82,501
40,83,765
40,84,991
40,85,1017
40,86,1133
40,87,1406
40,88,1498
40,89,1301
40,90,1136
40,91,371
40,92,155
40,93,236
40,94,234
40,95,304
40,96,283
40,97,406
40,98,401
40,99,395
40,100,455
40,101,433
40,102,328
40,103,294
40,104,172
40,105,101
40,106,67
40,107,66
40,108,110
40,109,101
40,110,115
40,111,106
40,112,98
40,113,119
40,114,86
40,115,84
40,116,76
40,117,50
40,118,30
40,119,25
40,120,14
40,121,22
40,122,19
40,123,27
40,124,22
40,125,23
40,126,26
40,127,18
40,128,18
40,129,12
40,130,16
40,131,12
40,132,5
40,133,5
40,134,8
40,135,2
40,136,3
40,137,9
40,138,4
40,139,2
40,140,3
40,141,2
40,142,5
40,144,1
40,147,1
40,149,1
40,154,1
40,158,1
41,40,2
41,42,2
41,43,1
41,44,9
41,45,28
41,46,12
41,47,48
41,48,79
41,49,275
41,50,254
41,51,501
41,52,1135
41,53,1135
41,54,2323
41,55,1256
41,56,343
41,57,278
41,58,691
41,59,977
41,60,1785
41,61,1881
41,62,3394
41,63,5361
41,64,5266
41,65,7770
41,66,3815
41,67,449
41,68,739
41,69,727
41,70,1309
41,71,1800
41,72,2349
41,73,2599
41,74,4104
41,75,4740
41,76,4718
41,77,5079
41,78,2052
41,79,537
41,80,603
41,81,780
41,82,838
41,83,1220
41,84,1508
41,85,1725
41,86,1807
41,87,2446
41,88,2460
41,89,2158
41,90,1748
41,91,609
41,92,330
41,93,439
41,94,407
41,95,500
41,96,538
41,97,696
41,98,763
41,99,797
41,100,762
41,101,907
41,102,753
41,103,627
41,104,387
41,105,162
41,106,141
41,107,162
41,108,199
41,109,202
41,110,203
41,111,202
41,112,232
41,113,252
41,114,223
41,115,192
41,116,197
41,117,112
41,118,95
41,119,54
41,120,54
41,121,57
41,122,51
41,123,42
41,124,48
41,125,57
41,126,45
41,127,53
41,128,45
41,129,41
41,130,31
41,131,29
41,132,14
41,133,15
41,134,12
41,135,12
41,136,9
41,137,5
41,138,14
41,139,14
41,140,7
41,141,6
41,142,6
41,143,3
41,144,6
41,145,2
41,146,3
41,147,1
41,148,2
41,149,4
41,150,2
41,152,1
41,153,1
41,154,1
41,158,1
41,160,1
42,43,2
42,45,13
42,46,5
42,47,20
42,48,38
42,49,119
42,50,116
42,51,220
42,52,529
42,53,468
42,54,950
42,55,504
42,56,343
42,57,288
42,58,623
42,59,968
42,60,1848
42,61,1863
42,62,3251
42,63,5136
42,64,4875
42,65,7150
42,66,3315
42,67,514
42,68,929
42,69,809
42,70,1659
42,71,2157
42,72,3063
42,73,3251
42,74,4961
42,75,6136
42,76,5776
42,77,6081
42,78,2434
42,79,775
42,80,826
42,81,1157
42,82,1190
42,83,1862
42,84,2282
42,85,2574
42,86,2689
42,87,3734
42,88,3599
42,89,3136
42,90,2667
42,91,965
42,92,522
42,93,707
42,94,800
42,95,903
42,96,862
42,97,1233
42,98,1356
42,99,1365
42,100,1393
42,101,1564
42,102,1257
42,103,1085
42,104,759
42,105,361
42,106,230
42,107,320
42,108,371
42,109,378
42,110,423
42,111,402
42,112,471
42,113,492
42,114,461
42,115,392
42,116,359
42,117,303
42,118,214
42,119,160
42,120,86
42,121,109
42,122,100
42,123,118
42,124,131
42,125,112
42,126,125
42,127,107
42,128,109
42,129,73
42,130,68
42,131,64
42,132,42
42,133,30
42,134,27
42,135,22
42,136,22
42,137,27
42,138,20
42,139,28
42,140,23
42,141,16
42,142,26
42,143,18
42,144,13
42,145,14
42,146,12
42,147,5
42,148,4
42,149,8
42,150,4
42,151,1
42,152,6
42,153,5
42,154,4
42,155,3
42,156,3
42,157,1
42,158,2
42,159,1
42,160,1
42,161,1
42,164,1
42,165,1
42,167,1
42,169,1
42,176,1
43,45,5
43,47,2
43,48,7
43,49,28
43,50,24
43,51,78
43,52,133
43,53,159
43,54,275
43,55,180
43,56,253
43,57,215
43,58,529
43,59,702
43,60,1514
43,61,1482
43,62,2689
43,63,4179
43,64,3928
43,65,5596
43,66,2543
43,67,567
43,68,970
43,69,1025
43,70,1882
43,71,2478
43,72,3621
43,73,3745
43,74,5732
43,75,6904
43,76,6465
43,77,6687
43,78,2627
43,79,971
43,80,1154
43,81,1541
43,82,1609
43,83,2476
43,84,3192
43,85,3616
43,86,3695
43,87,4909
43,88,4841
43,89,4382
43,90,3512
43,91,1329
43,92,770
43,93,1057
43,94,1096
43,95,1424
43,96,1444
43,97,1970
43,98,2158
43,99,2196
43,100,2152
43,101,2576
43,102,1964
43,103,1691
43,104,1089
43,105,590
43,106,434
43,107,541
43,108,718
43,109,686
43,110,791
43,111,761
43,112,873
43,113,941
43,114,824
43,115,808
43,116,763
43,117,554
43,118,386
43,119,298
43,120,203
43,121,194
43,122,209
43,123,223
43,124,271
43,125,234
43,126,272
43,127,244
43,128,235
43,129,219
43,130,175
43,131,161
43,132,144
43,133,84
43,134,78
43,135,42
43,136,75
43,137,58
43,138,59
43,139,45
43,140,64
43,141,53
43,142,53
43,143,43
43,144,28
43,145,31
43,146,22
43,147,21
43,148,18
43,149,17
43,150,8
43,151,8
43,152,13
43,153,8
43,154,8
43,155,7
43,156,11
43,157,9
43,158,1
43,159,2
43,160,3
43,161,4
43,162,1
43,163,3
43,165,2
43,166,1
43,167,1
43,168,1
43,169,1
43,171,1
43,173,1
43,179,1
44,44,1
44,45,1
44,48,2
44,49,8
44,50,9
44,51,18
44,52,27
44,53,43
44,54,71
44,55,67
44,56,172
44,57,138
44,58,345
44,59,492
44,60,1084
44,61,1022
44,62,1909
44,63,2934
44,64,2671
44,65,3523
44,66,1719
44,67,593
44,68,1095
44,69,983
44,70,2026
44,71,2633
44,72,3727
44,73,3945
44,74,5999
44,75,7086
44,76,6486
44,77,6510
44,78,2537
44,79,1208
44,80,1458
44,81,1990
44,82,2005
44,83,3206
44,84,3969
44,85,4453
44,86,4656
44,87,6325
44,88,5945
44,89,5168
44,90,4255
44,91,1558
44,92,1163
44,93,1523
44,94,1731
44,95,2095
44,96,2023
44,97,2824
44,98,3227
44,99,3232
44,100,3211
44,101,3641
44,102,2935
44,103,2553
44,104,1624
44,105,906
44,106,775
44,107,903
44,108,1174
44,109,1263
44,110,1287
44,111,1290
44,112,1524
44,113,1517
44,114,1411
44,115,1336
44,116,1325
44,117,979
44,118,706
44,119,515
44,120,382
44,121,422
44,122,415
44,123,473
44,124,470
44,125,487
44,126,515
44,127,441
44,128,492
44,129,435
44,130,369
44,131,337
44,132,291
44,133,194
44,134,149
44,135,125
44,136,121
44,137,108
44,138,148
44,139,125
44,140,127
44,141,121
44,142,109
44,143,96
44,144,91
44,145,76
44,146,63
44,147,61
44,148,45
44,149,44
44,150,35
44,151,27
44,152,19
44,153,23
44,154,31
44,155,22
44,156,21
44,157,20
44,158,25
44,159,13
44,160,11
44,161,6
44,162,11
44,163,9
44,164,6
44,165,8
44,166,6
44,167,1
44,168,6
44,169,5
44,170,2
44,171,3
44,172,3
44,174,2
44,176,1
44,177,3
44,182,1
44,185,1
45,45,1
45,48,1
45,50,1
45,51,9
45,52,3
45,53,16
45,54,19
45,55,34
45,56,94
45,57,79
45,58,194
45,59,265
45,60,609
45,61,577
45,62,983
45,63,1540
45,64,1450
45,65,1851
45,66,949
45,67,554
45,68,1016
45,69,950
45,70,1799
45,71,2393
45,72,3500
45,73,3497
45,74,5459
45,75,6201
45,76,5867
45,77,5629
45,78,2359
45,79,1330
45,80,1626
45,81,2292
45,82,2322
45,83,3592
45,84,4523
45,85,5304
45,86,5237
45,87,7029
45,88,6705
45,89,5871
45,90,4648
45,91,1828
45,92,1516
45,93,1928
45,94,2298
45,95,2835
45,96,2719
45,97,3830
45,98,4226
45,99,4254
45,100,4254
45,101,4786
45,102,3896
45,103,3221
45,104,2193
45,105,1391
45,106,1122
45,107,1444
45,108,1695
45,109,1828
45,110,1984
45,111,2029
45,112,2405
45,113,2418
45,114,2272
45,115,2089
45,116,1948
45,117,1489
45,118,1083
45,119,874
45,120,652
45,121,710
45,122,732
45,123,807
45,124,857
45,125,886
45,126,908
45,127,850
45,128,925
45,129,768
45,130,744
45,131,640
45,132,530
45,133,391
45,134,296
45,135,242
45,136,258
45,137,262
45,138,270
45,139,253
45,140,249
45,141,265
45,142,243
45,143,215
45,144,204
45,145,193
45,146,180
45,147,130
45,148,103
45,149,95
45,150,71
45,151,57
45,152,63
45,153,56
45,154,69
45,155,46
45,156,57
45,157,43
45,158,39
45,159,40
45,160,31
45,161,26
45,162,27
45,163,16
45,164,18
45,165,15
45,166,6
45,167,13
45,168,5
45,169,10
45,170,6
45,171,6
45,172,8
45,173,6
45,174,7
45,175,2
45,176,3
45,177,5
45,178,5
45,180,2
45,181,2
45,182,1
45,184,1
45,185,1
45,186,2
45,188,1
45,193,1
45,195,1
46,48,1
46,51,3
46,52,1
46,53,2
46,54,8
46,55,20
46,56,36
46,57,30
46,58,79
46,59,100
46,60,256
46,61,236
46,62,444
46,63,666
46,64,595
46,65,807
46,66,490
46,67,450
46,68,881
46,69,759
46,70,1497
46,71,1938
46,72,2922
46,73,2890
46,74,4285
46,75,5164
46,76,4619
46,77,4275
46,78,1963
46,79,1372
46,80,1684
46,81,2413
46,82,2562
46,83,3876
46,84,4711
46,85,5645
46,86,5622
46,87,7378
46,88,6835
46,89,5785
46,90,4607
46,91,1962
46,92,1871
46,93,2427
46,94,2867
46,95,3384
46,96,3435
46,97,4852
46,98,5217
46,99,5229
46,100,5204
46,101,5702
46,102,4606
46,103,3908
46,104,2610
46,105,1782
46,106,1603
46,107,2051
46,108,2458
46,109,2690
46,110,2834
46,111,2795
46,112,3344
46,113,3400
46,114,3196
46,115,2878
46,116,2822
46,117,2016
46,118,1570
46,119,1361
46,120,1022
46,121,1186
46,122,1159
46,123,1371
46,124,1379
46,125,1450
46,126,1487
46,127,1373
46,128,1514
46,129,1305
46,130,1094
46,131,1025
46,132,848
46,133,626
46,134,550
46,135,456
46,136,497
46,137,469
46,138,498
46,139,493
46,140,511
46,141,479
46,142,434
46,143,471
46,144,450
46,145,377
46,146,338
46,147,271
46,148,160
46,149,198
46,150,165
46,151,132
46,152,146
46,153,150
46,154,154
46,155,114
46,156,117
46,157,124
46,158,89
46,159,110
46,160,87
46,161,76
46,162,71
46,163,55
46,164,49
46,165,37
46,166,25
46,167,28
46,168,36
46,169,18
46,170,22
46,171,31
46,172,18
46,173,23
46,174,15
46,175,20
46,176,12
46,177,12
46,178,6
46,179,8
46,180,6
46,181,6
46,182,5
46,183,4
46,184,3
46,185,5
46,186,2
46,187,3
46,188,1
46,189,3
46,192,1
46,193,2
47,51,1
47,53,1
47,54,1
47,55,4
47,56,13
47,57,9
47,58,30
47,59,17
47,60,89
47,61,76
47,62,124
47,63,229
47,64,178
47,65,270
47,66,235
47,67,273
47,68,569
47,69,535
47,70,1020
47,71,1322
47,72,2021
47,73,1992
47,74,3005
47,75,3403
47,76,3114
47,77,2931
47,78,1396
47,79,1248
47,80,1668
47,81,2375
47,82,2272
47,83,3672
47,84,4660
47,85,5208
47,86,5171
47,87,6794
47,88,6377
47,89,5371
47,90,4303
47,91,1951
47,92,2117
47,93,2733
47,94,3114
47,95,3830
47,96,3837
47,97,5304
47,98,5848
47,99,5899
47,100,5761
47,101,6096
47,102,5147
47,103,4237
47,104,2963
47,105,2122
47,106,2051
47,107,2578
47,108,3080
47,109,3439
47,110,3702
47,111,3652
47,112,4260
47,113,4353
47,114,3924
47,115,3710
47,116,3425
47,117,2699
47,118,2010
47,119,1810
47,120,1538
47,121,1738
47,122,1674
47,123,2042
47,124,2058
47,125,2094
47,126,2277
47,127,1990
47,128,2142
47,129,2013
47,130,1610
47,131,1523
47,132,1299
47,133,949
47,134,922
47,135,762
47,136,836
47,137,768
47,138,886
47,139,885
47,140,875
47,141,826
47,142,879
47,143,750
47,144,722
47,145,690
47,146,563
47,147,455
47,148,370
47,149,359
47,150,283
47,151,243
47,152,279
47,153,265
47,154,295
47,155,227
47,156,242
47,157,237
47,158,214
47,159,202
47,160,192
47,161,154
47,162,121
47,163,126
47,164,80
47,165,93
47,166,70
47,167,62
47,168,57
47,169,59
47,170,57
47,171,50
47,172,53
47,173,42
47,174,39
47,175,43
47,176,26
47,177,30
47,178,18
47,179,22
47,180,10
47,181,21
47,182,17
47,183,10
47,184,11
47,185,6
47,186,5
47,187,6
47,188,3
47,189,8
47,190,5
47,191,5
47,192,4
47,193,4
47,194,3
47,195,5
47,196,4
47,197,1
47,198,2
47,199,2
47,201,1
47,203,1
47,204,2
47,205,1
47,206,1
47,209,1
48,55,1
48,56,2
48,57,4
48,58,7
48,59,13
48,60,20
48,61,15
48,62,35
48,63,71
48,64,63
48,65,91
48,66,116
48,67,146
48,68,300
48,69,286
48,70,596
48,71,718
48,72,1087
48,73,1101
48,74,1656
48,75,1913
48,76,1698
48,77,1546
48,78,1005
48,79,1057
48,80,1349
48,81,2002
48,82,1932
48,83,3088
48,84,3701
48,85,4480
48,86,4276
48,87,5365
48,88,5182
48,89,4338
48,90,3450
48,91,1834
48,92,2113
48,93,2743
48,94,3223
48,95,3962
48,96,4057
48,97,5328
48,98,5966
48,99,6106
48,100,5703
48,101,6079
48,102,5005
48,103,4174
48,104,3097
48,105,2568
48,106,2369
48,107,3176
48,108,3584
48,109,4120
48,110,4204
48,111,4415
48,112,4951
48,113,5114
48,114,4690
48,115,4299
48,116,3920
48,117,3087
48,118,2470
48,119,2331
48,120,1976
48,121,2260
