add_ds_card,mult_ds_card,count
6,6,17
9,9,1
9,10,13
9,15,1
10,9,2
10,10,78
10,15,1
11,15,1
12,12,1
12,14,4
12,15,42
13,14,2
13,15,47
13,21,1
14,12,1
14,14,21
14,15,301
14,20,1
14,28,1
15,14,19
15,15,181
15,20,2
15,21,13
15,26,1
15,27,1
16,18,1
16,19,1
16,20,3
16,21,20
16,27,1
16,28,1
17,18,1
17,19,2
17,20,12
17,21,81
17,27,3
17,28,2
18,18,6
18,19,3
18,20,63
18,21,335
18,22,1
18,24,1
18,25,3
18,27,13
18,28,20
19,18,6
19,19,5
19,20,121
19,21,682
19,22,1
19,24,1
19,26,2
19,27,17
19,28,40
19,30,1
19,35,2
19,42,1
19,43,1
20,18,9
20,19,2
20,20,159
20,21,867
20,22,1
20,23,1
20,24,3
20,25,4
20,26,3
20,27,52
20,28,85
20,35,3
20,36,1
20,44,2
21,18,6
21,19,2
21,20,39
21,21,141
21,22,1
21,24,3
21,25,8
21,26,5
21,27,71
21,28,248
21,31,1
21,32,1
21,35,4
21,36,7
21,41,1
21,42,2
21,43,2
21,44,2
21,45,3
22,23,1
22,24,7
22,25,30
22,26,22
22,27,182
22,28,596
22,30,1
22,33,1
22,34,4
22,35,7
22,36,14
22,40,1
22,42,3
22,43,4
22,44,4
22,45,2
23,22,3
23,23,1
23,24,3
23,25,41
23,26,32
23,27,372
23,28,1170
23,30,2
23,32,2
23,33,12
23,34,9
23,35,34
23,36,41
23,40,3
23,42,4
23,43,4
23,44,7
23,45,15
23,53,1
23,59,1
23,60,1
23,64,1
24,22,4
24,23,1
24,24,4
24,25,55
24,26,51
24,27,549
24,28,1802
24,30,6
24,31,5
24,32,4
24,33,16
24,34,18
24,35,88
24,36,143
24,38,1
24,39,1
24,40,2
24,41,6
24,42,10
24,43,7
24,44,17
24,45,16
24,50,1
24,52,3
24,62,1
24,63,1
24,64,1
24,65,1
25,22,5
25,23,1
25,24,7
25,25,62
25,26,47
25,27,629
25,28,1606
25,30,4
25,31,3
25,32,9
25,33,40
25,34,29
25,35,190
25,36,318
25,37,2
25,38,1
25,39,1
25,41,5
25,42,9
25,43,11
25,44,24
25,45,27
25,49,1
25,50,2
25,51,1
25,52,2
25,53,1
25,54,5
25,55,1
25,58,1
25,61,1
25,63,2
25,64,1
25,66,1
26,22,1
26,24,3
26,25,41
26,26,25
26,27,333
26,28,863
26,30,11
26,31,8
26,32,16
26,33,91
26,34,71
26,35,452
26,36,759
26,37,2
26,38,2
26,39,8
26,40,6
26,41,9
26,42,34
26,43,26
26,44,73
26,45,56
26,47,1
26,48,2
26,50,1
26,51,1
26,52,4
26,53,2
26,54,2
26,55,2
26,62,4
26,63,4
26,64,1
26,65,3
27,25,7
27,26,1
27,27,38
27,28,110
27,29,1
27,30,13
27,31,6
27,32,27
27,33,153
27,34,143
27,35,781
27,36,1468
27,37,1
27,38,5
27,39,8
27,40,12
27,41,18
27,42,39
27,43,26
27,44,146
27,45,148
27,47,1
27,49,8
27,50,3
27,51,6
27,52,10
27,53,4
27,54,11
27,55,6
27,58,2
27,59,1
27,60,1
27,61,2
27,62,2
27,63,2
27,64,2
27,65,6
27,66,1
27,70,1
27,74,1
27,86,1
28,26,1
28,27,1
28,28,1
28,30,14
28,31,12
28,32,40
28,33,264
28,34,256
28,35,1474
28,36,2492
28,37,6
28,38,3
28,39,18
28,40,15
28,41,35
28,42,76
28,43,77
28,44,255
28,45,284
28,46,1
28,47,3
28,48,2
28,49,9
28,50,5
28,51,13
28,52,23
28,53,20
28,54,31
28,55,20
28,58,1
28,59,4
28,60,2
28,61,1
28,62,6
28,63,3
28,64,4
28,65,2
28,66,3
28,68,1
28,69,1
28,70,2
28,76,1
28,81,1
29,26,1
29,28,1
29,29,2
29,30,21
29,31,20
29,32,59
29,33,322
29,34,341
29,35,1819
29,36,2992
29,37,2
29,38,9
29,39,34
29,40,19
29,41,67
29,42,160
29,43,180
29,44,563
29,45,701
29,46,2
29,47,7
29,48,5
29,49,10
29,50,13
29,51,18
29,52,40
29,53,36
29,54,70
29,55,44
29,57,1
29,58,3
29,59,6
29,60,6
29,61,3
29,62,17
29,63,6
29,64,8
29,65,11
29,66,2
29,69,1
29,71,1
29,72,1
29,73,2
29,74,2
29,75,1
29,76,1
29,87,1
30,26,2
30,28,4
30,30,25
30,31,21
30,32,64
30,33,364
30,34,310
30,35,1907
30,36,2940
30,37,10
30,38,15
30,39,63
30,40,52
30,41,123
30,42,337
30,43,299
30,44,1135
30,45,1333
30,46,4
30,47,12
30,48,8
30,49,20
30,50,26
30,51,42
30,52,85
30,53,72
30,54,167
30,55,100
30,56,5
30,57,1
30,58,8
30,59,10
30,60,9
30,61,12
30,62,21
30,63,26
30,64,25
30,65,21
30,66,16
30,67,2
30,68,1
30,69,1
30,70,4
30,71,1
30,72,3
30,73,4
30,74,6
30,75,5
30,76,5
30,77,1
30,81,2
30,83,2
30,89,1
31,26,1
31,30,15
31,31,18
31,32,25
31,33,274
31,34,197
31,35,1365
31,36,1925
31,37,16
31,38,25
31,39,74
31,40,59
31,41,156
31,42,507
31,43,562
31,44,1979
31,45,2214
31,46,7
31,47,21
31,48,21
31,49,45
31,50,45
31,51,73
31,52,168
31,53,160
31,54,368
31,55,261
31,56,8
31,57,6
31,58,10
31,59,12
31,60,14
31,61,13
31,62,37
31,63,46
31,64,45
31,65,58
31,66,24
31,67,2
31,68,1
31,69,2
31,70,5
31,71,10
31,72,3
31,73,7
31,74,12
31,75,3
31,76,5
31,77,6
31,78,2
31,79,2
31,80,1
31,81,2
31,82,1
31,84,2
31,85,2
31,86,2
31,87,2
31,88,2
31,90,1
32,26,1
32,30,13
32,31,4
32,32,14
32,33,107
32,34,78
32,35,509
32,36,674
32,37,13
32,38,22
32,39,119
32,40,104
32,41,303
32,42,839
32,43,844
32,44,3040
32,45,3404
32,46,8
32,47,42
32,48,37
32,49,80
32,50,79
32,51,156
32,52,316
32,53,331
32,54,786
32,55,520
32,56,18
32,57,4
32,58,29
32,59,31
32,60,45
32,61,40
32,62,75
32,63,90
32,64,74
32,65,149
32,66,63
32,67,3
32,68,8
32,69,6
32,70,9
32,71,11
32,72,15
32,73,16
32,74,20
32,75,33
32,76,16
32,77,10
32,78,4
32,79,1
32,80,3
32,81,4
32,82,1
32,83,5
32,84,2
32,85,5
32,86,4
32,87,5
32,88,3
32,89,2
32,90,2
32,92,1
32,94,1
32,97,2
32,106,1
33,26,1
33,30,1
33,31,3
33,32,4
33,33,22
33,34,13
33,35,97
33,36,101
33,37,14
33,38,39
33,39,140
33,40,131
33,41,342
33,42,1055
33,43,1084
33,44,3908
33,45,4149
33,46,20
33,47,59
33,48,55
33,49,154
33,50,167
33,51,273
33,52,621
33,53,687
33,54,1462
33,55,1067
33,56,18
33,57,14
33,58,38
33,59,54
33,60,74
33,61,75
33,62,139
33,63,176
33,64,201
33,65,303
33,66,128
33,67,12
33,68,11
33,69,12
33,70,28
33,71,25
33,72,34
33,73,32
33,74,36
33,75,46
33,76,49
33,77,31
33,78,12
33,79,4
33,80,8
33,81,8
33,82,6
33,83,6
33,84,10
33,85,10
33,86,5
33,87,7
33,88,11
33,89,6
33,90,5
33,91,1
33,93,2
33,94,5
33,96,2
33,98,2
33,99,1
33,100,1
33,101,1
33,103,1
33,106,1
33,109,1
33,111,1
34,34,2
34,35,9
34,36,9
34,37,19
34,38,24
34,39,188
34,40,142
34,41,347
34,42,1202
34,43,1161
34,44,4209
34,45,4360
34,46,28
34,47,90
34,48,83
34,49,237
34,50,265
34,51,487
34,52,1093
34,53,1077
34,54,2574
34,55,1813
34,56,42
34,57,33
34,58,66
34,59,89
34,60,149
34,61,141
34,62,264
34,63,362
34,64,394
34,65,558
34,66,300
34,67,19
34,68,19
34,69,23
34,70,42
34,71,41
34,72,62
34,73,66
34,74,79
34,75,100
34,76,81
34,77,87
34,78,30
34,79,13
34,80,18
34,81,15
34,82,7
34,83,16
34,84,18
34,85,15
34,86,18
34,87,28
34,88,29
34,89,11
34,90,7
34,91,5
34,92,2
34,93,4
34,94,2
34,95,5
34,97,2
34,98,3
34,99,3
34,100,3
34,101,4
34,103,1
34,105,1
34,110,1
34,125,1
35,35,10
35,36,4
35,37,17
35,38,19
35,39,157
35,40,142
35,41,287
35,42,1099
35,43,1038
35,44,3560
35,45,3333
35,46,35
35,47,98
35,48,149
35,49,394
35,50,374
35,51,772
35,52,1625
35,53,1713
35,54,3922
35,55,2904
35,56,69
35,57,52
35,58,132
35,59,159
35,60,247
35,61,254
35,62,472
35,63,709
35,64,721
35,65,1097
35,66,601
35,67,46
35,68,35
35,69,43
35,70,93
35,71,90
35,72,96
35,73,109
35,74,187
35,75,215
35,76,187
35,77,198
35,78,51
35,79,19
35,80,23
35,81,27
35,82,20
35,83,34
35,84,44
35,85,37
35,86,25
35,87,52
35,88,48
35,89,38
35,90,23
35,91,6
35,92,9
35,93,5
35,94,5
35,95,12
35,96,11
35,97,11
35,98,9
35,99,8
35,100,5
35,101,12
35,102,2
35,103,3
35,104,1
35,105,2
35,106,1
35,107,1
35,109,5
35,110,1
35,111,1
35,112,1
35,113,1
35,114,1
35,115,2
36,35,9
36,37,7
36,38,16
36,39,104
36,40,77
36,41,203
36,42,727
36,43,722
36,44,2312
36,45,2119
36,46,57
36,47,141
36,48,184
36,49,492
36,50,477
36,51,988
36,52,2182
36,53,2345
36,54,5583
36,55,3856
36,56,102
36,57,86
36,58,169
36,59,265
36,60,415
36,61,457
36,62,821
36,63,1318
36,64,1216
36,65,2061
36,66,1143
36,67,42
36,68,88
36,69,73
36,70,144
36,71,176
36,72,220
36,73,227
36,74,340
36,75,396
36,76,408
36,77,357
36,78,123
36,79,33
36,80,42
36,81,50
36,82,44
36,83,75
36,84,79
36,85,80
36,86,89
36,87,121
36,88,94
36,89,91
36,90,51
36,91,17
36,92,9
36,93,18
36,94,17
36,95,16
36,96,17
36,97,18
36,98,16
36,99,15
36,100,26
36,101,11
36,102,14
36,103,11
36,104,10
36,105,2
36,106,6
36,107,4
36,108,1
36,109,4
36,110,2
36,111,2
36,112,3
36,113,4
36,114,2
36,115,2
36,116,1
36,117,2
36,119,2
36,120,1
36,121,1
36,122,1
36,123,1
36,124,1
36,129,1
37,35,2
37,37,4
37,38,4
37,39,45
37,40,39
37,41,83
37,42,343
37,43,332
37,44,1044
37,45,887
37,46,54
37,47,159
37,48,222
37,49,664
37,50,615
37,51,1332
37,52,2745
37,53,2910
37,54,6408
37,55,4495
37,56,126
37,57,127
37,58,267
37,59,424
37,60,683
37,61,742
37,62,1325
37,63,1980
37,64,2079
37,65,3288
37,66,1931
37,67,82
37,68,113
37,69,129
37,70,242
37,71,291
37,72,427
37,73,413
37,74,655
37,75,792
37,76,723
37,77,765
37,78,310
37,79,67
37,80,75
37,81,93
37,82,90
37,83,138
37,84,159
37,85,157
37,86,166
37,87,221
37,88,200
37,89,170
37,90,112
37,91,53
37,92,22
37,93,24
37,94,30
37,95,38
37,96,33
37,97,51
37,98,46
37,99,55
37,100,42
37,101,41
37,102,35
37,103,20
37,104,13
37,105,10
37,106,2
37,107,3
37,108,9
37,109,7
37,110,13
37,111,21
37,112,4
37,113,13
37,114,6
37,115,5
37,116,4
37,117,2
37,118,2
37,119,1
37,120,2
37,125,1
37,127,1
37,128,1
37,129,1
37,133,1
38,35,1
38,38,1
38,39,22
38,40,14
38,41,31
38,42,99
38,43,97
38,44,306
38,45,247
38,46,49
38,47,139
38,48,216
38,49,665
38,50,698
38,51,1403
38,52,2968
38,53,3031
38,54,6726
38,55,4458
38,56,211
38,57,180
38,58,452
38,59,593
38,60,1050
38,61,1128
38,62,1895
38,63,3044
38,64,3104
38,65,5001
38,66,2620
38,67,149
38,68,250
38,69,210
38,70,407
38,71,512
38,72,661
38,73,764
38,74,1205
38,75,1394
38,76,1389
38,77,1509
38,78,606
38,79,138
38,80,136
38,81,155
38,82,156
38,83,264
38,84,337
38,85,334
38,86,359
38,87,458
38,88,434
38,89,366
38,90,263
38,91,92
38,92,49
38,93,68
38,94,71
38,95,69
38,96,81
38,97,98
38,98,105
38,99,94
38,100,90
38,101,86
38,102,67
38,103,52
38,104,30
38,105,23
38,106,13
38,107,19
38,108,26
38,109,19
38,110,27
38,111,18
38,112,22
38,113,17
38,114,20
38,115,20
38,116,13
38,117,6
38,118,2
38,119,7
38,120,2
38,121,4
38,122,3
38,123,5
38,124,6
38,125,4
38,126,3
38,127,4
38,131,1
38,134,1
38,136,1
38,139,4
38,140,1
39,37,1
39,39,3
39,40,3
39,41,3
39,42,16
39,43,20
39,44,51
39,45,87
39,46,37
39,47,108
39,48,197
39,49,610
39,50,606
39,51,1211
39,52,2652
39,53,2795
39,54,6000
39,55,3693
39,56,283
39,57,266
39,58,529
39,59,758
39,60,1345
39,61,1393
39,62,2687
39,63,3982
39,64,4232
39,65,6413
39,66,3404
39,67,237
39,68,358
39,69,343
39,70,628
39,71,860
39,72,1078
39,73,1208
39,74,1869
39,75,2269
39,76,2270
39,77,2546
39,78,1014
39,79,216
39,80,214
39,81,286
39,82,287
39,83,418
39,84,555
39,85,599
39,86,545
39,87,863
39,88,844
39,89,746
39,90,569
39,91,168
39,92,82
39,93,132
39,94,131
39,95,167
39,96,128
39,97,191
39,98,202
39,99,237
39,100,214
39,101,215
39,102,157
39,103,122
39,104,62
39,105,33
39,106,30
39,107,32
39,108,47
39,109,71
39,110,46
39,111,51
39,112,56
39,113,46
39,114,51
39,115,27
39,116,34
39,117,20
39,118,14
39,119,12
39,120,5
39,121,9
39,122,7
39,123,7
39,124,6
39,125,9
39,126,8
39,127,8
39,128,12
39,129,3
39,130,5
39,131,1
39,132,4
39,133,1
39,134,2
39,135,2
39,137,1
39,138,1
39,140,1
39,141,2
39,164,1
40,40,2
40,42,3
40,43,6
40,44,8
40,45,47
40,46,24
40,47,87
40,48,156
40,49,466
40,50,481
40,51,897
40,52,2038
40,53,1925
40,54,4130
40,55,2285
40,56,299
40,57,278
40,58,595
40,59,943
40,60,1709
40,61,1780
40,62,3211
40,63,4951
40,64,4992
40,65,7526
40,66,3756
40,67,304
40,68,552
40,69,512
40,70,984
40,71,1262
40,72,1691
40,73,1933
40,74,2882
40,75,3447
40,76,3413
40,77,3749
40,78,1514
40,79,363
40,80,368
40,81,482
40,82,503
40,83,789
40,84,999
40,85,1031
40,86,1139
40,87,1587
40,88,1468
40,89,1309
40,90,1070
40,91,398
40,92,182
40,93,248
40,94,210
40,95,270
40,96,278
40,97,363
40,98,423
40,99,387
40,100,404
40,101,446
40,102,377
40,103,283
40,104,180
40,105,96
40,106,78
40,107,76
40,108,88
40,109,99
40,110,99
40,111,86
40,112,117
40,113,124
40,114,94
40,115,81
40,116,86
40,117,48
40,118,24
40,119,20
40,120,26
40,121,23
40,122,32
40,123,23
40,124,27
40,125,24
40,126,18
40,127,16
40,128,16
40,129,11
40,130,12
40,131,15
40,132,8
40,133,2
40,134,3
40,135,3
40,136,7
40,137,2
40,138,7
40,139,3
40,140,4
40,141,6
40,142,5
40,143,1
40,144,2
40,145,1
40,146,1
40,148,1
40,152,1
41,40,1
41,42,1
41,43,3
41,44,7
41,45,27
41,46,14
41,47,49
41,48,91
41,49,265
41,50,250
41,51,480
41,52,1195
41,53,1160
41,54,2323
41,55,1305
41,56,341
41,57,313
41,58,654
41,59,941
41,60,1826
41,61,1840
41,62,3380
41,63,5234
41,64,5299
41,65,7841
41,66,3797
41,67,419
41,68,743
41,69,677
41,70,1343
41,71,1722
41,72,2379
41,73,2524
41,74,4085
41,75,4789
41,76,4782
41,77,5048
41,78,2015
41,79,536
41,80,576
41,81,773
41,82,775
41,83,1292
41,84,1499
41,85,1674
41,86,1811
41,87,2440
41,88,2381
41,89,2278
41,90,1793
41,91,608
41,92,304
41,93,415
41,94,417
41,95,573
41,96,521
41,97,709
41,98,830
41,99,752
41,100,776
41,101,880
41,102,716
41,103,598
41,104,369
41,105,187
41,106,139
41,107,163
41,108,203
41,109,209
41,110,252
41,111,216
41,112,234
41,113,232
41,114,219
41,115,194
41,116,172
41,117,136
41,118,68
41,119,59
41,120,44
41,121,50
41,122,50
41,123,61
41,124,49
41,125,51
41,126,50
41,127,49
41,128,37
41,129,46
41,130,39
41,131,16
41,132,17
41,133,8
41,134,5
41,135,8
41,136,9
41,137,12
41,138,6
41,139,15
41,140,7
41,141,2
41,142,3
41,143,6
41,144,5
41,145,7
41,146,1
41,147,3
41,148,4
41,149,1
41,150,1
41,151,1
41,152,2
41,155,2
41,156,1
41,158,1
41,159,1
41,168,1
42,42,1
42,45,9
42,46,2
42,47,23
42,48,29
42,49,112
42,50,101
42,51,241
42,52,453
42,53,438
42,54,925
42,55,515
42,56,315
42,57,272
42,58,652
42,59,877
42,60,1825
42,61,1859
42,62,3277
42,63,5005
42,64,4826
42,65,7097
42,66,3390
42,67,523
42,68,933
42,69,874
42,70,1578
42,71,2179
42,72,3025
42,73,3345
42,74,5031
42,75,6004
42,76,5711
42,77,6080
42,78,2443
42,79,791
42,80,861
42,81,1185
42,82,1128
42,83,1872
42,84,2339
42,85,2616
42,86,2763
42,87,3618
42,88,3470
42,89,3194
42,90,2679
42,91,887
42,92,514
42,93,685
42,94,770
42,95,875
42,96,951
42,97,1212
42,98,1322
42,99,1394
42,100,1403
42,101,1594
42,102,1269
42,103,1084
42,104,683
42,105,345
42,106,233
42,107,320
42,108,379
42,109,400
42,110,415
42,111,434
42,112,487
42,113,502
42,114,469
42,115,410
42,116,391
42,117,267
42,118,192
42,119,152
42,120,92
42,121,100
42,122,103
42,123,120
42,124,126
42,125,114
42,126,115
42,127,102
42,128,94
42,129,88
42,130,88
42,131,71
42,132,47
42,133,38
42,134,30
42,135,25
42,136,36
42,137,24
42,138,37
42,139,24
42,140,23
42,141,24
42,142,23
42,143,20
42,144,13
42,145,19
42,146,8
42,147,2
42,148,4
42,149,3
42,150,2
42,151,2
42,152,8
42,153,2
42,154,4
42,156,3
42,159,3
42,160,1
42,161,1
42,163,2
42,169,2
43,42,1
43,45,5
43,46,1
43,47,1
43,48,11
43,49,28
43,50,30
43,51,59
43,52,127
43,53,155
43,54,254
43,55,188
43,56,252
43,57,216
43,58,494
43,59,715
43,60,1568
43,61,1484
43,62,2666
43,63,4141
43,64,3915
43,65,5563
43,66,2496
43,67,585
43,68,1043
43,69,971
43,70,1886
43,71,2440
43,72,3617
43,73,3767
43,74,5878
43,75,6995
43,76,6544
43,77,6640
43,78,2625
43,79,1049
43,80,1180
43,81,1609
43,82,1597
43,83,2471
43,84,2998
43,85,3500
43,86,3678
43,87,4961
43,88,4925
43,89,4292
43,90,3544
43,91,1301
43,92,796
43,93,1049
43,94,1158
43,95,1437
43,96,1435
43,97,2015
43,98,2101
43,99,2202
43,100,2164
43,101,2536
43,102,2017
43,103,1733
43,104,1136
43,105,627
43,106,441
43,107,527
43,108,674
43,109,737
43,110,779
43,111,760
43,112,905
43,113,920
43,114,870
43,115,791
43,116,776
43,117,534
43,118,422
43,119,302
43,120,196
43,121,203
43,122,209
43,123,225
43,124,269
43,125,224
43,126,265
43,127,244
43,128,232
43,129,207
43,130,159
43,131,157
43,132,144
43,133,86
43,134,72
43,135,55
43,136,58
43,137,47
43,138,60
43,139,42
43,140,56
43,141,58
43,142,37
43,143,55
43,144,24
43,145,37
43,146,12
43,147,21
43,148,23
43,149,16
43,150,16
43,151,9
43,152,9
43,153,9
43,154,5
43,155,9
43,156,10
43,157,1
43,158,3
43,159,2
43,160,5
43,161,3
43,162,3
43,163,4
43,164,4
43,165,2
43,166,1
43,167,1
43,168,3
43,170,1
43,174,1
43,175,1
43,177,1
44,45,2
44,49,9
44,50,4
44,51,12
44,52,20
44,53,38
44,54,68
44,55,73
44,56,189
44,57,125
44,58,358
44,59,489
44,60,1087
44,61,1057
44,62,1873
44,63,2897
44,64,2649
44,65,3597
44,66,1643
44,67,577
44,68,1110
44,69,1055
