add_ds_card,mult_ds_card,count
12,20,1
15,20,1
16,15,1
16,19,1
16,20,4
17,19,2
17,20,1
17,27,1
18,18,1
18,19,2
18,20,3
18,25,1
18,26,1
19,22,1
19,26,1
19,27,1
19,36,1
20,24,1
20,25,3
20,26,1
20,30,1
20,31,1
21,22,1
21,23,1
21,25,3
21,26,2
21,27,3
21,30,1
21,32,2
21,34,2
21,35,4
22,24,3
22,25,8
22,26,6
22,27,9
22,29,1
22,30,2
22,31,2
22,32,2
22,35,1
22,40,1
23,23,1
23,24,1
23,25,2
23,26,3
23,27,9
23,30,4
23,31,1
23,32,1
23,33,2
23,34,3
23,35,1
23,39,1
23,59,1
24,22,1
24,24,2
24,25,4
24,26,5
24,27,13
24,28,1
24,29,1
24,30,5
24,31,2
24,32,5
24,33,1
24,34,5
24,35,2
24,39,1
24,40,1
24,41,2
24,42,1
24,43,1
24,48,1
24,49,1
24,51,1
25,24,2
25,25,1
25,26,4
25,27,4
25,28,1
25,29,1
25,30,3
25,31,2
25,32,8
25,33,11
25,34,14
25,35,9
25,36,1
25,37,1
25,38,3
25,39,1
25,40,2
25,43,1
25,45,2
25,46,1
25,56,1
26,26,1
26,27,1
26,30,4
26,32,16
26,33,14
26,34,21
26,35,16
26,36,1
26,39,5
26,40,2
26,41,6
26,42,2
26,43,2
26,45,2
26,47,1
26,49,1
26,51,1
26,53,2
27,26,2
27,27,1
27,28,2
27,29,4
27,30,1
27,31,5
27,32,14
27,33,25
27,34,30
27,35,17
27,36,4
27,37,2
27,38,5
27,39,4
27,40,4
27,41,6
27,42,4
27,43,4
27,44,6
27,46,1
27,48,3
27,49,1
27,51,3
27,52,1
27,53,2
27,57,1
27,59,1
27,66,1
27,68,1
28,26,1
28,28,2
28,29,3
28,30,9
28,31,6
28,32,27
28,33,26
28,34,40
28,35,28
28,36,5
28,37,6
28,38,1
28,39,10
28,40,6
28,41,6
28,42,6
28,43,8
28,44,2
28,45,2
28,46,3
28,47,2
28,48,4
28,49,4
28,51,1
28,53,1
28,54,2
28,59,1
28,60,4
28,65,1
29,27,2
29,28,1
29,29,1
29,30,10
29,31,1
29,32,16
29,33,23
29,34,31
29,35,32
29,36,6
29,37,3
29,38,10
29,39,14
29,40,10
29,41,18
29,42,21
29,43,16
29,44,6
29,45,5
29,46,4
29,47,5
29,48,9
29,49,3
29,50,2
29,51,10
29,52,2
29,53,5
29,54,2
29,55,3
29,56,1
29,57,1
29,59,4
29,60,2
29,64,1
29,65,1
29,66,2
29,68,1
29,69,1
29,70,1
29,73,1
30,28,1
30,29,2
30,30,4
30,31,2
30,32,9
30,33,18
30,34,14
30,35,22
30,36,6
30,37,8
30,38,14
30,39,23
30,40,17
30,41,44
30,42,22
30,43,30
30,44,12
30,45,5
30,46,7
30,47,5
30,48,12
30,49,10
30,50,2
30,51,12
30,52,3
30,53,7
30,54,2
30,55,2
30,56,2
30,57,6
30,58,2
30,59,6
30,60,2
30,61,1
30,62,2
30,63,1
30,69,2
30,70,2
30,73,1
30,77,1
30,81,1
31,30,4
31,32,6
31,33,10
31,34,14
31,35,9
31,36,9
31,37,7
31,38,16
31,39,36
31,40,20
31,41,41
31,42,47
31,43,33
31,44,21
31,45,10
31,46,8
31,47,10
31,48,14
31,49,21
31,50,11
31,51,21
31,52,10
31,53,11
31,54,8
31,55,1
31,56,7
31,57,1
31,58,3
31,59,8
31,60,3
31,61,2
31,62,3
31,63,5
31,64,3
31,65,2
31,66,6
31,68,1
31,71,1
31,72,3
31,73,1
31,75,1
31,76,1
31,77,1
31,80,1
31,82,1
31,85,1
31,87,1
32,30,1
32,32,2
32,33,2
32,34,2
32,35,17
32,36,14
32,37,8
32,38,19
32,39,42
32,40,33
32,41,64
32,42,64
32,43,47
32,44,43
32,45,17
32,46,18
32,47,23
32,48,31
32,49,33
32,50,28
32,51,30
32,52,22
32,53,21
32,54,9
32,55,2
32,56,10
32,57,12
32,58,5
32,59,12
32,60,8
32,61,4
32,62,5
32,63,6
32,65,2
32,66,1
32,67,2
32,68,4
32,69,4
32,70,2
32,71,3
32,73,5
32,75,1
32,76,1
32,78,2
32,79,1
32,81,2
32,82,1
32,93,1
32,94,1
33,30,1
33,32,1
33,33,1
33,34,3
33,35,3
33,36,9
33,37,12
33,38,30
33,39,50
33,40,28
33,41,91
33,42,104
33,43,107
33,44,47
33,45,24
33,46,26
33,47,25
33,48,38
33,49,44
33,50,38
33,51,54
33,52,38
33,53,44
33,54,15
33,55,8
33,56,15
33,57,18
33,58,14
33,59,10
33,60,26
33,61,8
33,62,10
33,63,8
33,64,7
33,65,5
33,66,10
33,67,4
33,68,11
33,69,4
33,70,3
33,71,5
33,72,4
33,73,7
33,74,6
33,75,2
33,76,3
33,77,3
33,78,1
33,79,3
33,80,2
33,81,2
33,82,3
33,86,1
33,87,2
33,89,1
33,90,1
33,91,1
33,92,1
33,95,1
33,96,1
33,101,1
34,31,1
34,32,4
34,33,1
34,34,4
34,35,4
34,36,10
34,37,6
34,38,28
34,39,46
34,40,46
34,41,86
34,42,95
34,43,83
34,44,64
34,45,34
34,46,27
34,47,59
34,48,63
34,49,64
34,50,58
34,51,77
34,52,61
34,53,51
34,54,31
34,55,17
34,56,28
34,57,21
34,58,24
34,59,25
34,60,27
34,61,15
34,62,14
34,63,19
34,64,9
34,65,11
34,66,12
34,67,5
34,68,11
34,69,16
34,70,8
34,71,6
34,72,6
34,73,13
34,74,4
34,75,3
34,76,3
34,77,3
34,78,2
34,79,3
34,80,4
34,81,2
34,82,2
34,84,2
34,85,2
34,86,1
34,87,2
34,90,1
34,91,1
34,95,1
34,97,1
34,98,1
34,103,1
35,31,1
35,33,1
35,35,2
35,36,2
35,37,15
35,38,13
35,39,36
35,40,44
35,41,73
35,42,90
35,43,108
35,44,64
35,45,47
35,46,43
35,47,45
35,48,72
35,49,107
35,50,71
35,51,133
35,52,112
35,53,95
35,54,52
35,55,21
35,56,41
35,57,41
35,58,41
35,59,49
35,60,41
35,61,32
35,62,32
35,63,30
35,64,18
35,65,25
35,66,32
35,67,22
35,68,21
35,69,16
35,70,15
35,71,16
35,72,12
35,73,15
35,74,10
35,75,11
35,76,5
35,77,7
35,78,11
35,79,4
35,80,8
35,81,5
35,82,7
35,83,4
35,84,6
35,85,4
35,86,7
35,87,3
35,88,4
35,89,2
35,90,3
35,93,2
35,94,2
35,95,2
35,96,1
35,97,2
35,98,1
35,100,2
35,101,1
35,103,1
35,105,1
35,112,1
35,117,1
36,30,1
36,35,2
36,36,1
36,37,8
36,38,10
36,39,22
36,40,29
36,41,63
36,42,77
36,43,76
36,44,53
36,45,46
36,46,56
36,47,69
36,48,115
36,49,122
36,50,116
36,51,212
36,52,135
36,53,128
36,54,72
36,55,36
36,56,74
36,57,62
36,58,50
36,59,72
36,60,72
36,61,51
36,62,70
36,63,35
36,64,27
36,65,24
36,66,30
36,67,25
36,68,34
36,69,31
36,70,27
36,71,24
36,72,18
36,73,32
36,74,12
36,75,16
36,76,16
36,77,14
36,78,15
36,79,16
36,80,10
36,81,10
36,82,4
36,83,6
36,84,8
36,85,7
36,86,5
36,87,12
36,88,1
36,89,8
36,90,5
36,92,3
36,93,4
36,94,4
36,95,2
36,97,1
36,98,3
36,99,3
36,100,1
36,101,2
36,102,1
36,103,1
36,105,1
36,111,1
36,115,1
37,35,1
37,36,1
37,37,2
37,38,3
37,39,9
37,40,23
37,41,36
37,42,42
37,43,32
37,44,24
37,45,71
37,46,58
37,47,71
37,48,126
37,49,183
37,50,147
37,51,243
37,52,195
37,53,198
37,54,101
37,55,56
37,56,119
37,57,114
37,58,85
37,59,110
37,60,142
37,61,94
37,62,91
37,63,92
37,64,51
37,65,63
37,66,71
37,67,53
37,68,79
37,69,49
37,70,46
37,71,34
37,72,46
37,73,47
37,74,35
37,75,30
37,76,23
37,77,20
37,78,25
37,79,24
37,80,30
37,81,20
37,82,23
37,83,20
37,84,15
37,85,15
37,86,11
37,87,11
37,88,11
37,89,15
37,90,15
37,91,8
37,92,8
37,93,10
37,94,4
37,95,6
37,96,3
37,97,5
37,98,5
37,99,5
37,100,2
37,101,3
37,103,8
37,104,1
37,105,1
37,106,3
37,107,2
37,108,2
37,109,1
37,110,2
37,112,1
37,113,2
37,115,2
37,118,1
37,119,1
37,125,1
37,131,1
38,33,1
38,37,3
38,39,4
38,40,3
38,41,7
38,42,16
38,43,15
38,44,25
38,45,69
38,46,55
38,47,85
38,48,139
38,49,184
38,50,165
38,51,290
38,52,217
38,53,229
38,54,140
38,55,65
38,56,121
38,57,142
38,58,115
38,59,181
38,60,191
38,61,141
38,62,145
38,63,115
38,64,67
38,65,76
38,66,80
38,67,94
38,68,98
38,69,74
38,70,84
38,71,94
38,72,74
38,73,70
38,74,52
38,75,38
38,76,45
38,77,37
38,78,40
38,79,40
38,80,34
38,81,43
38,82,25
38,83,30
38,84,32
38,85,20
38,86,18
38,87,30
38,88,7
38,89,22
38,90,11
38,91,15
38,92,10
38,93,6
38,94,12
38,95,15
38,96,8
38,97,6
38,98,6
38,99,9
38,100,7
38,101,5
38,102,6
38,103,6
38,104,6
38,105,2
38,106,1
38,107,1
38,108,3
38,109,2
38,110,1
38,111,2
38,112,1
38,113,1
38,114,1
38,123,1
39,37,1
39,40,4
39,41,5
39,42,13
39,43,12
39,44,18
39,45,60
39,46,54
39,47,69
39,48,120
39,49,195
39,50,188
39,51,306
39,52,286
39,53,267
39,54,142
39,55,103
39,56,169
39,57,200
39,58,190
39,59,248
39,60,253
39,61,203
39,62,251
39,63,201
39,64,133
39,65,131
39,66,136
39,67,99
39,68,141
39,69,132
39,70,164
39,71,126
39,72,136
39,73,112
39,74,99
39,75,62
39,76,74
39,77,59
39,78,79
39,79,86
39,80,64
39,81,76
39,82,58
39,83,53
39,84,49
39,85,35
39,86,44
39,87,49
39,88,25
39,89,44
39,90,44
39,91,30
39,92,33
39,93,31
39,94,23
39,95,24
39,96,24
39,97,18
39,98,14
39,99,19
39,100,17
39,101,7
39,102,9
39,103,20
39,104,12
39,105,9
39,106,13
39,107,9
39,108,9
39,109,4
39,110,3
39,111,7
39,112,4
39,113,2
39,114,4
39,115,5
39,116,4
39,117,3
39,118,1
39,119,3
39,120,4
39,121,6
39,122,1
39,123,2
39,124,2
39,125,1
39,126,1
39,129,1
39,132,1
39,135,1
39,138,1
40,40,3
40,41,3
40,42,6
40,43,6
40,44,9
40,45,28
40,46,38
40,47,62
40,48,99
40,49,146
40,50,132
40,51,275
40,52,253
40,53,255
40,54,145
40,55,127
40,56,208
40,57,205
40,58,225
40,59,324
40,60,414
40,61,315
40,62,386
40,63,278
40,64,191
40,65,185
40,66,192
40,67,166
40,68,225
40,69,199
40,70,197
40,71,223
40,72,187
40,73,184
40,74,156
40,75,111
40,76,129
40,77,91
40,78,134
40,79,98
40,80,104
40,81,110
40,82,87
40,83,67
40,84,75
40,85,63
40,86,74
40,87,64
40,88,40
40,89,56
40,90,43
40,91,40
40,92,49
