add_ds_card,mult_ds_card,count
3,3,1
5,6,2
6,6,10
8,10,2
9,10,18
10,9,2
10,10,87
11,12,1
11,15,1
12,14,3
12,15,20
13,14,11
13,15,46
13,20,1
13,21,1
14,14,29
14,15,241
14,18,1
14,20,1
14,21,1
15,14,22
15,15,211
15,20,4
15,21,25
15,22,1
15,27,1
16,18,1
16,20,7
16,21,36
16,27,1
17,18,6
17,19,4
17,20,27
17,21,124
17,22,1
17,25,1
17,27,3
18,17,1
18,18,7
18,19,14
18,20,97
18,21,446
18,23,1
18,25,5
18,26,2
18,27,8
18,28,12
18,35,1
19,18,2
19,19,9
19,20,160
19,21,704
19,22,1
19,23,2
19,24,1
19,25,4
19,26,5
19,27,11
19,28,25
19,33,1
19,35,3
19,36,1
19,50,1
20,18,10
20,19,4
20,20,170
20,21,654
20,23,2
20,25,9
20,26,8
20,27,43
20,28,74
20,32,1
20,33,4
20,34,1
20,35,2
20,37,1
20,45,1
21,18,2
21,20,31
21,21,109
21,22,1
21,24,2
21,25,13
21,26,14
21,27,89
21,28,184
21,31,1
21,32,1
21,33,4
21,34,4
21,35,10
21,36,9
21,37,1
21,39,1
21,41,1
21,43,2
22,23,2
22,25,18
22,26,32
22,27,250
22,28,575
22,30,1
22,31,1
22,32,3
22,33,5
22,34,14
22,35,23
22,36,26
22,37,1
22,38,2
22,39,1
22,41,2
22,42,2
22,43,2
22,44,3
22,45,1
22,52,1
23,22,2
23,23,2
23,24,7
23,25,58
23,26,39
23,27,421
23,28,989
23,30,3
23,31,3
23,32,9
23,33,8
23,34,19
23,35,81
23,36,58
23,37,2
23,39,2
23,40,1
23,41,2
23,42,7
23,43,1
23,44,2
23,45,1
23,46,1
23,48,1
23,50,2
23,51,2
23,53,1
23,54,1
24,22,4
24,23,3
24,24,5
24,25,74
24,26,84
24,27,705
24,28,1621
24,30,9
24,31,4
24,32,13
24,33,31
24,34,28
24,35,115
24,36,154
24,37,1
24,39,5
24,40,5
24,41,6
24,42,7
24,43,7
24,44,9
24,45,7
24,47,2
24,50,3
24,51,3
24,52,2
24,53,1
24,54,3
24,55,1
24,61,1
25,21,1
25,22,3
25,24,9
25,25,71
25,26,91
25,27,711
25,28,1456
25,29,1
25,30,11
25,31,9
25,32,22
25,33,69
25,34,74
25,35,241
25,36,331
25,37,2
25,38,3
25,39,2
25,40,6
25,41,12
25,42,17
25,43,8
25,44,19
25,45,18
25,46,1
25,47,2
25,48,1
25,50,3
25,51,3
25,52,3
25,53,3
25,54,2
25,55,1
25,56,1
25,57,1
25,58,1
25,60,1
25,61,1
25,62,1
25,69,1
26,24,1
26,25,41
26,26,52
26,27,398
26,28,775
26,29,2
26,30,12
26,31,22
26,32,40
26,33,137
26,34,184
26,35,582
26,36,786
26,37,2
26,38,4
26,39,18
26,40,11
26,41,12
26,42,47
26,43,42
26,44,61
26,45,47
26,46,4
26,47,1
26,48,2
26,49,6
26,50,6
26,51,8
26,52,7
26,53,5
26,54,5
26,55,2
26,57,3
26,62,2
26,63,2
26,64,1
26,65,1
26,66,1
26,72,1
27,25,4
27,26,8
27,27,56
27,28,82
27,29,3
27,30,25
27,31,21
27,32,61
27,33,237
27,34,247
27,35,989
27,36,1370
27,37,3
27,38,2
27,39,16
27,40,17
27,41,26
27,42,58
27,43,59
27,44,132
27,45,114
27,46,3
27,47,3
27,48,5
27,49,11
27,50,9
27,51,17
27,52,18
27,53,10
27,54,23
27,55,12
27,58,1
27,59,2
27,60,5
27,61,2
27,62,3
27,63,2
27,65,2
27,66,2
27,67,1
27,68,2
27,69,1
27,72,1
27,74,1
28,27,2
28,28,2
28,29,2
28,30,33
28,31,31
28,32,58
28,33,362
28,34,407
28,35,1779
28,36,2389
28,37,7
28,38,5
28,39,31
28,40,25
28,41,57
28,42,117
28,43,115
28,44,331
28,45,248
28,46,5
28,47,2
28,48,7
28,49,14
28,50,8
28,51,21
28,52,24
28,53,31
28,54,30
28,55,10
28,56,3
28,57,2
28,58,3
28,59,1
28,60,8
28,61,4
28,62,4
28,63,3
28,64,7
28,65,3
28,66,1
28,68,1
28,70,2
28,71,1
28,74,3
28,76,1
28,78,1
29,27,1
29,28,2
29,29,3
29,30,23
29,31,20
29,32,91
29,33,382
29,34,437
29,35,2041
29,36,2680
29,37,11
29,38,18
29,39,46
29,40,55
29,41,103
29,42,275
29,43,268
29,44,654
29,45,564
29,46,8
29,47,8
29,48,14
29,49,33
29,50,18
29,51,43
29,52,68
29,53,60
29,54,104
29,55,68
29,56,4
29,57,4
29,58,8
29,59,9
29,60,11
29,61,11
29,62,12
29,63,14
29,64,8
29,65,12
29,66,4
29,67,1
29,69,2
29,70,2
29,71,2
29,72,2
29,73,2
29,74,6
29,75,2
29,79,1
29,83,1
29,85,1
30,27,1
30,30,21
30,31,14
30,32,69
30,33,323
30,34,420
30,35,1915
30,36,2460
30,37,10
30,38,33
30,39,77
30,40,77
30,41,173
30,42,432
30,43,469
30,44,1233
30,45,1124
30,46,16
30,47,27
30,48,23
30,49,42
30,50,54
30,51,89
30,52,115
30,53,149
30,54,174
30,55,108
30,56,4
30,57,5
30,58,16
30,59,22
30,60,21
30,61,16
30,62,19
30,63,23
30,64,23
30,65,35
30,66,13
30,67,1
30,68,4
30,69,7
30,70,5
30,71,11
30,73,4
30,74,3
30,75,4
30,76,6
30,77,1
30,78,2
30,80,1
30,81,1
30,82,1
30,84,2
30,85,1
30,86,1
30,89,2
30,95,1
31,26,1
31,29,1
31,30,6
31,31,14
31,32,43
31,33,225
31,34,241
31,35,1202
31,36,1482
31,37,26
31,38,35
31,39,119
31,40,132
31,41,256
31,42,729
31,43,839
31,44,2097
31,45,1943
31,46,16
31,47,37
31,48,49
31,49,76
