add_ds_card,mult_ds_card,count
9,9,1
9,10,2
10,9,1
10,10,13
12,14,2
12,15,2
13,15,5
14,13,1
14,14,7
14,15,37
14,20,2
15,14,5
15,15,34
15,19,1
15,20,1
15,21,7
16,20,1
16,21,4
17,20,6
17,21,21
17,27,1
18,18,2
18,19,5
18,20,31
18,21,75
18,25,1
18,27,1
18,28,1
19,19,7
19,20,59
19,21,138
19,27,3
19,28,5
19,51,1
20,18,1
20,19,5
20,20,58
20,21,165
20,24,1
20,25,1
20,27,11
20,28,11
20,36,1
21,19,2
21,20,5
21,21,26
21,24,1
21,26,4
21,27,13
21,28,25
21,32,1
21,35,2
21,36,2
21,50,1
22,25,4
22,26,11
22,27,46
22,28,84
22,33,3
22,35,9
22,36,3
22,44,1
23,24,3
23,25,11
23,26,27
23,27,95
23,28,158
23,31,1
23,32,1
23,33,2
23,34,3
23,35,17
23,36,12
23,43,1
24,23,1
24,24,4
24,25,11
24,26,41
24,27,182
24,28,329
24,29,1
24,30,1
24,31,2
24,32,2
24,33,7
24,34,12
24,35,22
24,36,19
24,41,2
24,43,1
24,44,1
24,45,2
24,52,1
24,54,1
25,20,1
25,23,1
25,24,3
25,25,18
25,26,55
25,27,253
25,28,434
25,30,2
25,31,2
25,32,1
25,33,10
25,34,20
25,35,75
25,36,52
25,40,1
25,41,1
25,42,1
25,43,4
25,44,4
25,45,2
25,49,1
25,50,1
25,52,1
25,53,1
26,22,1
26,23,1
26,24,7
26,25,18
26,26,34
26,27,167
26,28,359
26,31,2
26,32,16
26,33,22
26,34,48
26,35,123
26,36,147
26,38,1
26,39,1
26,41,3
26,42,6
26,43,14
26,44,12
26,45,8
26,50,3
26,51,2
26,52,1
26,53,1
26,54,1
26,61,1
27,24,1
27,25,2
27,26,13
27,27,41
27,28,90
27,29,2
27,30,2
27,31,2
27,32,17
27,33,39
27,34,78
27,35,220
27,36,252
27,39,1
27,40,5
27,41,6
27,42,15
27,43,13
27,44,24
27,45,15
27,48,1
27,50,1
27,51,4
27,52,3
27,53,3
27,54,1
27,55,1
27,56,1
27,58,1
27,60,2
27,62,1
27,65,1
28,27,1
28,28,2
28,29,1
28,30,6
28,31,8
28,32,38
28,33,69
28,34,174
28,35,520
28,36,506
28,38,1
28,39,1
28,40,6
28,41,12
28,42,26
28,43,25
28,44,62
28,45,27
28,48,1
28,49,2
28,50,3
28,51,5
28,52,5
28,53,2
28,54,8
28,55,3
28,60,2
28,62,1
28,63,1
28,65,2
28,67,1
28,72,1
28,76,1
29,29,1
29,30,5
29,31,9
29,32,39
29,33,85
29,34,204
29,35,685
29,36,756
29,38,4
29,39,9
29,40,4
29,41,30
29,42,44
29,43,75
29,44,116
29,45,62
29,46,2
29,47,1
29,48,2
29,49,3
29,50,11
29,51,11
29,52,11
29,53,20
29,54,20
29,55,7
29,57,2
29,58,1
29,59,1
29,62,3
29,63,1
29,64,2
29,65,2
29,66,1
29,70,2
29,71,1
29,73,1
30,29,1
30,30,3
30,31,8
30,32,56
30,33,121
30,34,247
30,35,797
30,36,918
30,38,5
30,39,9
30,40,12
30,41,48
30,42,70
30,43,118
30,44,250
30,45,163
30,46,1
30,47,3
30,48,6
30,49,8
30,50,11
30,51,15
30,52,29
30,53,25
30,54,25
30,55,11
30,58,1
30,59,4
30,60,3
30,61,3
30,62,6
30,63,10
30,64,5
30,65,2
30,66,1
30,68,1
30,69,1
30,71,2
30,72,1
30,73,2
30,75,2
30,77,1
30,81,1
31,27,1
31,29,1
31,30,1
31,31,9
31,32,30
31,33,86
31,34,199
31,35,690
31,36,743
31,37,4
31,38,6
31,39,13
31,40,34
31,41,80
31,42,139
31,43,232
31,44,445
31,45,269
31,46,5
31,47,9
31,48,8
31,49,7
31,50,27
31,51,37
31,52,52
31,53,74
31,54,82
31,55,22
31,56,1
31,57,3
31,58,1
31,59,5
31,60,2
31,61,9
31,62,17
31,63,9
31,64,10
31,65,8
31,67,1
31,70,2
31,71,1
31,72,2
31,73,3
31,74,2
31,75,2
31,76,1
31,77,1
31,81,1
31,83,2
31,86,1
31,95,1
32,30,1
32,31,4
32,32,10
32,33,38
32,34,82
32,35,297
32,36,389
32,37,4
32,38,9
32,39,31
32,40,36
32,41,130
32,42,193
32,43,402
32,44,802
32,45,553
32,46,2
32,47,9
32,48,13
32,49,29
32,50,45
32,51,61
32,52,72
32,53,115
32,54,182
32,55,63
32,56,6
32,57,1
32,58,12
32,59,9
32,60,7
32,61,11
32,62,13
32,63,21
32,64,20
32,65,13
32,66,2
32,67,1
32,69,2
32,70,3
32,71,4
32,72,4
32,73,9
32,74,6
32,75,3
32,76,2
32,77,1
32,78,1
32,80,1
32,81,2
32,83,1
32,85,1
32,89,2
32,91,1
33,32,2
33,33,6
33,34,19
33,35,77
33,36,95
33,37,11
33,38,16
33,39,43
33,40,56
33,41,190
33,42,325
33,43,639
33,44,1233
33,45,903
33,46,11
33,47,13
33,48,30
33,49,31
33,50,63
33,51,121
33,52,154
33,53,214
33,54,279
33,55,111
33,56,2
33,57,9
33,58,11
33,59,26
33,60,15
33,61,30
33,62,51
33,63,47
33,64,52
33,65,37
33,66,9
33,67,2
33,68,5
33,69,3
33,70,11
33,71,11
33,72,9
33,73,13
33,74,11
33,75,8
33,76,9
33,77,4
33,78,3
33,79,2
33,81,3
33,83,2
33,84,7
33,85,3
33,86,5
33,87,2
33,88,1
33,91,1
33,92,1
33,95,1
33,100,1
33,106,1
34,33,1
34,34,1
34,35,3
34,36,4
34,37,8
34,38,21
34,39,46
34,40,60
34,41,223
34,42,410
34,43,802
34,44,1783
34,45,1317
34,46,20
34,47,22
34,48,36
34,49,55
34,50,102
34,51,222
34,52,293
34,53,389
34,54,479
34,55,218
34,56,4
34,57,14
34,58,28
34,59,31
34,60,42
34,61,47
34,62,70
34,63,75
34,64,89
34,65,73
34,66,19
34,67,4
34,68,9
34,69,11
34,70,11
34,71,16
34,72,17
34,73,20
34,74,20
34,75,24
34,76,13
34,77,9
34,78,1
34,79,3
34,80,8
34,81,2
34,82,4
34,83,1
34,84,5
34,85,2
34,86,5
34,87,8
34,88,4
34,90,3
34,94,4
34,95,1
34,96,1
34,98,3
34,99,1
35,33,1
35,36,2
35,37,8
35,38,26
35,39,50
35,40,57
35,41,292
35,42,470
35,43,829
35,44,1920
35,45,1474
35,46,28
35,47,30
35,48,73
35,49,79
35,50,168
35,51,354
35,52,462
35,53,686
35,54,1006
35,55,463
35,56,12
35,57,17
35,58,36
35,59,48
35,60,66
35,61,95
35,62,133
35,63,142
35,64,193
35,65,162
35,66,40
35,67,10
35,68,13
35,69,18
35,70,35
35,71,41
35,72,24
35,73,36
35,74,50
35,75,45
35,76,43
35,77,22
35,78,11
35,79,9
35,80,4
35,81,7
35,82,12
35,83,9
35,84,10
35,85,11
35,86,10
35,87,13
35,88,6
35,89,5
35,90,2
35,91,4
35,92,1
35,93,1
35,94,3
35,95,2
35,96,2
35,97,4
35,99,1
35,100,2
35,101,1
35,103,2
35,105,1
35,106,1
35,110,1
35,118,1
36,33,1
36,35,2
36,36,2
36,37,4
36,38,17
36,39,49
36,40,63
36,41,210
36,42,413
36,43,722
36,44,1648
36,45,1268
36,46,19
36,47,53
36,48,111
36,49,158
36,50,216
36,51,502
36,52,703
36,53,1111
36,54,1468
36,55,755
36,56,17
36,57,36
36,58,64
36,59,81
36,60,113
36,61,159
36,62,264
36,63,281
36,64,306
36,65,280
36,66,98
36,67,21
36,68,22
36,69,29
36,70,46
36,71,64
36,72,63
36,73,73
36,74,101
36,75,74
36,76,74
36,77,49
36,78,12
36,79,10
36,80,12
36,81,17
36,82,19
36,83,21
36,84,17
36,85,17
36,86,17
36,87,25
36,88,14
36,89,16
36,90,3
36,91,4
36,92,7
36,93,7
36,94,8
36,95,4
36,96,6
36,97,3
36,98,8
36,99,4
36,101,4
36,102,2
36,103,1
36,105,1
36,106,2
36,107,4
36,110,1
36,111,1
36,114,1
36,117,1
36,119,1
37,33,1
37,35,1
37,36,3
37,37,1
37,38,5
37,39,22
37,40,33
37,41,123
37,42,256
37,43,463
37,44,1043
37,45,751
37,46,40
37,47,68
37,48,143
37,49,200
37,50,275
37,51,726
37,52,1028
37,53,1552
37,54,2313
37,55,1126
37,56,28
37,57,65
37,58,108
37,59,154
37,60,178
37,61,276
37,62,391
37,63,501
37,64,536
37,65,532
37,66,158
37,67,51
37,68,34
37,69,61
37,70,91
37,71,86
37,72,121
37,73,116
37,74,179
37,75,178
37,76,142
37,77,85
37,78,24
37,79,15
37,80,22
37,81,20
37,82,34
37,83,39
37,84,55
37,85,31
37,86,58
37,87,40
37,88,37
37,89,24
37,90,12
37,91,6
37,92,12
37,93,8
37,94,10
37,95,11
37,96,12
37,97,15
37,98,16
37,99,5
37,100,16
37,101,3
37,102,9
37,103,1
37,104,1
37,105,2
37,106,4
37,107,8
37,109,2
37,110,1
37,111,1
37,112,2
37,113,1
37,114,2
37,116,1
37,122,1
37,123,1
37,124,1
38,37,2
38,38,2
38,39,6
38,40,15
38,41,46
38,42,109
38,43,179
38,44,376
38,45,308
38,46,32
38,47,65
38,48,131
38,49,226
38,50,383
38,51,856
38,52,1268
38,53,1906
38,54,3029
38,55,1511
38,56,50
38,57,94
38,58,141
38,59,206
38,60,295
38,61,428
38,62,730
38,63,852
38,64,988
38,65,981
38,66,351
38,67,56
38,68,58
38,69,101
38,70,132
38,71,160
38,72,181
38,73,202
38,74,324
38,75,284
38,76,284
38,77,160
38,78,72
38,79,31
38,80,29
38,81,57
38,82,52
38,83,84
38,84,86
38,85,80
38,86,72
38,87,91
38,88,71
38,89,51
38,90,28
38,91,15
38,92,19
38,93,18
38,94,26
38,95,24
38,96,18
38,97,30
38,98,29
38,99,19
38,100,24
38,101,25
38,102,11
38,103,6
38,104,2
38,105,4
38,106,4
38,107,7
38,108,4
38,109,7
38,110,7
38,111,2
38,112,7
38,113,8
38,114,2
38,115,1
38,119,4
38,120,3
38,123,1
38,124,2
38,126,1
38,127,1
38,130,1
39,40,2
39,41,14
39,42,21
39,43,51
39,44,90
39,45,75
39,46,33
39,47,78
39,48,153
39,49,221
39,50,428
39,51,950
39,52,1425
39,53,2194
39,54,3466
39,55,1748
39,56,68
39,57,117
39,58,188
39,59,359
39,60,466
39,61,676
39,62,1104
39,63,1325
39,64,1641
39,65,1607
39,66,642
39,67,79
39,68,91
39,69,176
39,70,239
39,71,273
39,72,316
39,73,432
39,74,542
39,75,480
39,76,517
39,77,351
39,78,123
39,79,51
39,80,82
39,81,71
39,82,100
39,83,134
39,84,145
39,85,156
39,86,175
39,87,159
39,88,154
39,89,104
39,90,61
39,91,31
39,92,25
39,93,34
39,94,41
39,95,53
39,96,45
39,97,53
39,98,60
39,99,40
39,100,48
39,101,41
39,102,24
39,103,29
39,104,10
39,105,13
39,106,7
39,107,14
39,108,10
39,109,13
39,110,12
39,111,16
39,112,16
39,113,8
39,114,6
39,115,6
39,116,4
39,117,13
39,118,1
39,119,1
39,121,2
39,122,5
39,123,2
39,124,2
39,125,4
39,126,1
39,127,1
39,128,1
39,129,2
39,130,1
39,135,1
39,138,1
39,141,1
39,143,1
40,40,1
40,41,2
40,42,1
40,43,6
40,44,2
40,45,11
40,46,37
40,47,54
40,48,113
40,49,243
40,50,360
40,51,852
40,52,1327
40,53,2029
40,54,3158
40,55,1665
40,56,96
40,57,168
40,58,308
40,59,445
40,60,608
40,61,866
40,62,1572
40,63,1931
40,64,2455
40,65,2479
40,66,971
40,67,142
40,68,146
40,69,228
40,70,360
40,71,485
40,72,516
40,73,710
40,74,967
40,75,861
40,76,883
40,77,639
40,78,250
40,79,110
40,80,105
40,81,145
40,82,170
40,83,223
40,84,251
40,85,244
40,86,337
40,87,299
40,88,256
40,89,212
40,90,118
40,91,59
40,92,77
40,93,51
40,94,77
40,95,66
40,96,83
40,97,112
40,98,104
40,99,82
40,100,94
40,101,61
40,102,62
40,103,38
40,104,18
40,105,21
40,106,23
40,107,26
40,108,20
40,109,25
40,110,29
40,111,27
40,112,26
40,113,25
40,114,19
40,115,18
40,116,14
40,117,9
40,118,7
40,119,7
40,120,3
40,121,3
40,122,7
40,123,7
40,124,7
40,125,13
40,126,2
40,127,3
40,128,4
40,129,4
40,130,4
40,131,3
40,134,1
40,136,2
40,137,1
40,138,1
40,139,1
40,140,2
40,145,1
40,149,1
41,43,3
41,44,1
41,45,9
41,46,21
41,47,31
41,48,94
41,49,136
41,50,270
41,51,595
41,52,988
41,53,1465
41,54,2372
41,55,1211
41,56,83
41,57,232
41,58,332
41,59,589
41,60,830
41,61,1138
41,62,2050
41,63,2409
41,64,3112
41,65,3433
41,66,1376
41,67,173
41,68,228
41,69,401
41,70,473
41,71,754
41,72,851
41,73,1124
41,74,1450
41,75,1478
41,76,1492
41,77,1140
41,78,420
41,79,156
41,80,205
41,81,243
41,82,298
41,83,441
41,84,491
41,85,431
41,86,549
41,87,565
41,88,489
41,89,399
41,90,245
41,91,103
41,92,111
41,93,112
41,94,152
41,95,152
41,96,186
41,97,168
41,98,210
41,99,180
41,100,179
41,101,161
41,102,121
41,103,83
41,104,40
41,105,43
41,106,37
41,107,59
41,108,60
41,109,61
41,110,51
41,111,63
41,112,57
41,113,51
41,114,41
41,115,24
41,116,28
41,117,25
41,118,18
41,119,13
41,120,11
41,121,16
41,122,11
41,123,18
41,124,17
41,125,12
41,126,12
41,127,11
41,128,9
41,129,5
41,130,5
41,131,5
41,132,4
41,133,1
41,134,5
41,135,7
41,136,2
41,137,3
41,139,3
41,140,1
41,141,2
41,142,2
41,144,2
41,145,1
41,152,1
41,153,1
41,154,1
42,45,9
42,46,7
42,47,20
42,48,31
42,49,81
42,50,142
42,51,338
42,52,603
42,53,872
42,54,1364
42,55,726
42,56,106
42,57,226
42,58,340
42,59,585
42,60,907
42,61,1328
42,62,2358
42,63,2899
42,64,3810
42,65,4181
42,66,1569
42,67,246
42,68,310
42,69,530
42,70,712
42,71,985
42,72,1138
42,73,1586
42,74,2281
42,75,2202
42,76,2299
42,77,1681
42,78,681
42,79,248
42,80,355
42,81,362
42,82,536
42,83,622
42,84,792
42,85,747
42,86,871
42,87,1016
42,88,840
42,89,725
42,90,437
42,91,196
42,92,188
42,93,207
42,94,306
42,95,263
42,96,281
42,97,368
42,98,344
42,99,338
42,100,339
42,101,316
42,102,205
42,103,167
42,104,104
42,105,76
42,106,79
42,107,96
42,108,90
42,109,111
42,110,106
42,111,115
42,112,88
42,113,98
42,114,96
42,115,64
42,116,59
42,117,52
42,118,32
42,119,34
42,120,26
42,121,32
42,122,25
42,123,42
42,124,25
42,125,29
42,126,27
42,127,18
42,128,20
42,129,17
42,130,14
42,131,14
42,132,5
42,133,5
42,134,8
42,135,2
42,136,8
42,137,7
42,138,12
42,139,4
42,140,4
42,141,7
42,142,2
42,143,2
42,144,2
42,146,2
42,148,4
42,149,1
42,150,1
42,151,3
42,152,1
42,154,1
42,155,1
42,156,1
42,157,2
43,46,4
43,47,7
43,48,20
43,49,45
43,50,56
43,51,166
43,52,235
43,53,369
43,54,545
43,55,272
43,56,102
43,57,202
43,58,369
43,59,618
43,60,1012
43,61,1404
43,62,2427
43,63,3192
43,64,4010
43,65,4453
43,66,1763
43,67,306
43,68,358
43,69,694
43,70,942
43,71,1360
43,72,1683
43,73,2145
43,74,3090
43,75,3107
43,76,3248
43,77,2646
43,78,952
43,79,366
43,80,498
43,81,544
43,82,822
43,83,985
43,84,1214
43,85,1277
43,86,1540
43,87,1602
43,88,1506
43,89,1287
43,90,757
43,91,339
43,92,347
43,93,318
43,94,439
43,95,450
43,96,528
43,97,609
43,98,653
43,99,581
43,100,585
43,101,576
43,102,451
43,103,335
43,104,202
43,105,154
43,106,160
43,107,197
43,108,191
43,109,221
43,110,223
43,111,231
43,112,239
43,113,201
43,114,152
43,115,155
43,116,109
43,117,90
43,118,62
43,119,60
43,120,68
43,121,76
43,122,71
43,123,63
43,124,56
43,125,65
43,126,60
43,127,57
43,128,42
43,129,43
43,130,35
43,131,30
43,132,17
43,133,19
43,134,20
43,135,12
43,136,12
43,137,23
43,138,15
43,139,14
43,140,11
43,141,11
43,142,14
43,143,11
43,144,7
43,145,5
43,146,7
43,147,4
43,148,1
43,149,4
43,150,2
43,151,2
43,152,3
43,153,3
43,154,2
43,155,3
43,157,1
43,161,1
43,163,1
43,164,1
43,166,3
43,179,1
44,46,1
44,48,3
44,49,8
44,50,17
44,51,38
44,52,55
44,53,93
44,54,162
44,55,84
44,56,93
44,57,217
44,58,293
44,59,539
44,60,837
44,61,1241
44,62,2252
44,63,2831
44,64,3598
44,65,3955
44,66,1457
44,67,355
44,68,444
44,69,850
44,70,1148
44,71,1709
44,72,2156
44,73,2654
44,74,3718
44,75,3986
44,76,4405
44,77,3522
44,78,1174
44,79,530
44,80,708
44,81,767
44,82,1187
44,83,1449
44,84,1714
44,85,1848
44,86,2260
44,87,2498
44,88,2249
44,89,1952
44,90,1242
44,91,519
44,92,503
44,93,522
44,94,711
44,95,718
44,96,862
44,97,1057
44,98,1060
44,99,1043
44,100,1008
44,101,1035
44,102,789
44,103,621
44,104,350
44,105,250
44,106,293
44,107,347
44,108,332
44,109,393
44,110,392
44,111,382
44,112,400
44,113,399
44,114,339
44,115,311
44,116,264
44,117,198
44,118,155
44,119,126
44,120,101
44,121,123
44,122,106
44,123,162
44,124,131
44,125,121
44,126,114
44,127,96
44,128,106
44,129,78
44,130,76
44,131,53
44,132,38
44,133,36
44,134,32
44,135,37
44,136,30
44,137,28
44,138,31
44,139,27
44,140,34
44,141,41
44,142,19
44,143,18
44,144,15
44,145,11
44,146,7
44,147,9
44,148,4
44,149,6
44,150,6
44,151,11
44,152,6
44,153,2
44,154,5
44,155,6
44,156,4
44,157,7
44,158,6
44,159,2
44,160,3
44,161,1
44,162,3
44,163,2
44,165,1
44,167,1
44,169,1
44,171,1
44,176,1
45,48,3
45,49,1
45,50,4
45,51,7
45,52,12
45,53,22
45,54,39
45,55,37
45,56,52
45,57,140
45,58,217
45,59,380
45,60,633
45,61,955
45,62,1725
45,63,2138
45,64,2684
45,65,2962
45,66,1126
45,67,344
45,68,513
45,69,929
45,70,1246
45,71,1904
45,72,2396
45,73,3153
45,74,4461
45,75,4756
45,76,5187
45,77,4149
45,78,1409
45,79,698
45,80,896
45,81,1063
45,82,1582
45,83,1857
45,84,2399
45,85,2659
45,86,3153
45,87,3653
45,88,3384
45,89,2881
45,90,1941
45,91,807
45,92,782
45,93,866
45,94,1107
45,95,1086
45,96,1420
45,97,1673
45,98,1671
45,99,1625
45,100,1715
45,101,1738
45,102,1359
45,103,1089
45,104,638
45,105,481
45,106,474
45,107,600
45,108,601
45,109,686
45,110,664
45,111,759
45,112,765
45,113,667
45,114,655
45,115,588
45,116,490
45,117,398
45,118,282
45,119,239
45,120,205
45,121,276
45,122,245
45,123,283
45,124,237
45,125,261
45,126,252
45,127,224
45,128,199
45,129,209
45,130,132
45,131,144
45,132,108
45,133,74
45,134,71
45,135,95
45,136,86
45,137,69
45,138,71
45,139,82
45,140,58
45,141,58
45,142,53
45,143,53
45,144,48
45,145,29
45,146,30
45,147,24
45,148,24
45,149,26
45,150,23
45,151,17
45,152,17
45,153,18
45,154,16
45,155,12
45,156,6
45,157,13
45,158,9
45,159,7
45,160,3
45,161,8
45,162,5
45,163,3
45,164,4
45,165,1
45,166,4
45,167,2
45,168,1
45,169,3
45,170,2
45,171,2
45,172,4
45,173,1
45,178,2
45,181,2
45,182,1
45,183,1
46,49,1
46,50,1
46,51,1
46,52,5
46,53,4
46,54,12
46,55,13
46,56,36
46,57,74
46,58,112
46,59,234
46,60,375
46,61,599
46,62,1020
46,63,1346
46,64,1596
46,65,1791
46,66,747
46,67,361
46,68,454
46,69,903
46,70,1226
46,71,1722
46,72,2396
46,73,3294
46,74,4653
46,75,4892
46,76,5318
46,77,4201
46,78,1504
46,79,812
46,80,1100
46,81,1266
46,82,2075
46,83,2400
46,84,3083
46,85,3557
46,86,4136
46,87,4762
46,88,4385
46,89,3852
46,90,2633
46,91,1040
46,92,1019
46,93,1163
46,94,1549
46,95,1614
46,96,2067
46,97,2226
46,98,2497
46,99,2502
46,100,2670
46,101,2565
46,102,2076
46,103,1717
46,104,1044
46,105,785
46,106,767
46,107,949
46,108,914
46,109,1113
46,110,1136
46,111,1151
46,112,1288
46,113,1251
46,114,1081
46,115,1122
46,116,849
46,117,737
46,118,462
46,119,442
46,120,415
46,121,422
46,122,437
46,123,484
46,124,475
46,125,464
46,126,460
46,127,438
46,128,406
46,129,349
46,130,318
46,131,278
46,132,212
46,133,172
46,134,150
46,135,159
46,136,158
46,137,112
46,138,161
46,139,147
46,140,116
46,141,121
46,142,132
46,143,102
46,144,88
