add_ds_card,mult_ds_card,count
6,6,1
9,10,3
10,10,10
12,14,1
12,15,2
13,14,2
13,15,3
14,14,3
14,15,44
15,12,1
15,14,10
15,15,39
16,20,3
17,18,1
17,20,5
17,21,11
18,18,2
18,20,14
18,21,53
18,28,1
19,18,1
19,19,1
19,20,32
19,21,126
19,27,3
19,28,3
20,18,3
20,19,2
20,20,64
20,21,200
20,25,1
20,27,8
20,28,12
21,18,1
21,19,2
21,20,19
21,21,56
21,26,2
21,27,13
21,28,20
21,35,2
21,36,1
22,25,5
22,26,3
22,27,64
22,28,71
22,35,4
22,36,2
23,24,2
23,25,5
23,26,10
23,27,96
23,28,165
23,32,1
23,33,2
23,34,1
23,35,10
23,36,4
23,42,1
24,21,1
24,24,3
24,25,14
24,26,14
24,27,201
24,28,379
24,30,1
24,33,2
24,34,4
24,35,10
24,36,8
24,41,1
24,42,1
24,44,1
24,45,2
25,25,29
25,26,16
25,27,240
25,28,497
25,31,1
25,32,4
25,33,10
25,34,8
25,35,37
25,36,22
25,40,1
25,41,1
25,42,1
25,44,3
25,45,2
26,22,2
26,23,1
26,25,20
26,26,12
26,27,225
26,28,346
26,30,2
26,32,2
26,33,22
26,34,20
26,35,110
26,36,92
26,42,3
26,43,4
26,44,8
26,45,2
26,49,1
26,50,1
26,52,1
27,25,8
27,26,2
27,27,44
27,28,88
27,30,2
27,31,1
27,32,10
27,33,30
27,34,37
27,35,205
27,36,167
27,39,1
27,41,5
27,42,9
27,43,6
27,44,23
27,45,11
27,47,1
27,48,1
27,51,2
27,52,3
27,53,1
27,54,3
28,27,2
28,28,5
28,29,1
28,30,2
28,31,6
28,32,13
28,33,78
28,34,69
28,35,398
28,36,429
28,39,3
28,40,5
28,41,8
28,42,13
28,43,6
28,44,35
28,45,21
28,47,1
28,52,1
28,53,5
28,54,4
28,56,1
28,61,1
28,62,1
29,29,4
29,30,7
29,31,2
29,32,25
29,33,112
29,34,94
29,35,621
29,36,644
29,38,2
29,39,3
29,40,5
29,41,14
29,42,36
29,43,27
29,44,112
29,45,50
29,48,1
29,51,2
29,52,3
29,53,3
29,54,8
29,55,3
29,56,1
29,59,2
29,62,3
29,63,3
29,64,1
30,27,1
30,29,1
30,30,4
30,31,8
30,32,33
30,33,142
30,34,140
30,35,889
30,36,948
30,38,5
30,39,12
30,40,5
30,41,35
30,42,77
30,43,78
30,44,198
30,45,117
30,46,1
30,47,2
30,48,4
30,49,3
30,50,2
30,51,7
30,52,17
30,53,11
30,54,16
30,55,12
30,57,2
30,59,1
30,60,2
30,61,2
30,62,4
30,63,3
30,64,3
30,65,3
30,66,1
30,69,1
30,70,1
30,73,1
30,75,1
31,29,1
31,30,5
31,31,10
31,32,17
31,33,141
31,34,144
31,35,840
31,36,909
31,37,1
31,38,4
31,39,15
31,40,16
31,41,39
31,42,140
31,43,126
31,44,406
31,45,225
31,46,2
31,48,2
31,49,8
31,50,9
31,51,13
31,52,28
31,53,32
31,54,40
31,55,6
31,58,1
31,59,3
31,60,3
31,62,4
31,63,10
31,64,1
31,65,2
31,66,2
31,70,1
31,71,2
31,72,2
31,74,1
31,84,1
32,29,1
32,30,1
32,31,5
32,32,14
32,33,80
32,34,79
32,35,472
32,36,558
32,37,2
32,38,6
32,39,21
32,40,23
32,41,59
32,42,248
32,43,213
32,44,793
32,45,509
32,46,2
32,47,3
32,48,10
32,49,16
32,50,11
32,51,36
32,52,59
32,53,64
32,54,89
32,55,39
32,57,1
32,58,1
32,59,3
32,60,5
32,61,6
32,62,12
32,63,6
32,64,6
32,65,13
32,66,5
32,69,1
32,70,2
32,71,4
32,72,3
32,73,3
32,74,3
32,75,3
32,76,1
32,77,1
32,79,1
32,82,2
32,83,1
32,89,1
33,30,1
33,31,2
33,32,5
33,33,30
33,34,24
33,35,173
33,36,161
33,37,6
33,38,13
33,39,35
33,40,34
33,41,120
33,42,370
33,43,339
33,44,1202
33,45,796
33,46,5
33,47,6
33,48,22
33,49,22
33,50,23
33,51,75
33,52,110
33,53,109
33,54,194
33,55,59
33,56,2
33,57,2
33,58,3
33,59,8
33,60,10
33,61,10
33,62,25
33,63,34
33,64,25
33,65,17
33,66,9
33,67,3
33,68,1
33,69,5
33,71,3
33,72,6
33,73,3
33,74,9
33,75,4
33,76,4
33,77,1
33,79,1
33,84,1
33,85,1
33,86,2
33,95,1
34,33,3
34,34,4
34,35,16
34,36,20
34,37,4
34,38,15
34,39,54
34,40,62
34,41,141
34,42,497
34,43,482
34,44,1854
34,45,1217
34,46,3
34,47,10
34,48,25
34,49,52
34,50,33
34,51,138
34,52,205
34,53,194
34,54,376
34,55,156
34,56,3
34,57,7
34,58,5
34,59,20
34,60,34
34,61,27
34,62,41
34,63,38
34,64,41
34,65,47
34,66,9
34,67,1
34,68,4
34,69,3
34,70,5
34,71,4
34,72,3
34,73,11
34,74,12
34,75,7
34,76,5
34,77,3
34,78,3
34,79,3
34,80,2
34,81,1
34,82,2
34,83,1
34,84,3
34,85,4
34,86,1
34,87,3
34,88,2
34,92,2
34,98,1
34,100,1
34,110,1
35,34,1
35,35,2
35,36,1
35,37,9
35,38,15
35,39,60
35,40,54
35,41,151
35,42,607
35,43,585
35,44,2118
35,45,1555
35,46,12
35,47,15
35,48,47
35,49,75
35,50,80
35,51,223
35,52,387
35,53,347
35,54,733
35,55,292
35,56,4
35,57,9
35,58,17
35,59,43
35,60,48
35,61,36
35,62,101
35,63,99
35,64,74
35,65,107
35,66,37
35,67,5
35,68,1
35,69,10
35,70,16
35,71,12
35,72,18
35,73,10
35,74,26
35,75,19
35,76,18
35,77,7
35,78,5
35,79,2
35,80,3
35,81,2
35,82,5
35,83,2
35,84,9
35,85,9
35,86,6
35,87,1
35,88,2
35,89,3
35,90,1
35,91,1
35,93,1
35,94,3
35,96,1
35,97,1
35,98,2
36,35,1
36,36,1
36,37,5
