add_ds_card,mult_ds_card,count
9,10,8
10,9,1
10,10,8
11,20,1
13,14,2
13,15,1
14,12,1
14,14,6
14,15,26
14,20,2
15,14,10
15,15,48
15,20,4
15,21,8
16,20,5
16,21,7
17,18,2
17,19,1
17,20,12
17,21,25
17,35,1
18,15,1
18,17,1
18,18,5
18,19,2
18,20,24
18,21,88
18,27,1
18,33,1
19,18,5
19,19,2
19,20,41
19,21,124
19,26,1
19,27,4
19,28,2
19,33,2
19,35,1
19,36,1
20,18,5
20,19,1
20,20,47
20,21,159
20,26,3
20,27,5
20,28,8
20,30,1
20,33,2
20,35,1
21,18,1
21,20,14
21,21,35
21,25,4
21,26,3
21,27,18
21,28,16
21,33,5
21,34,1
21,35,8
21,36,8
21,41,1
21,49,1
22,22,1
22,25,7
22,26,8
22,27,40
22,28,55
22,33,4
22,34,1
22,35,10
22,36,3
22,52,1
23,22,1
23,23,2
23,24,1
23,25,12
23,26,16
23,27,105
23,28,135
23,30,1
23,31,2
23,32,4
23,33,11
23,34,3
23,35,25
23,36,20
23,43,3
23,44,1
23,49,2
23,52,2
23,54,1
24,24,4
24,25,35
24,26,21
24,27,204
24,28,340
24,29,1
24,31,2
24,32,3
24,33,22
24,34,8
24,35,38
24,36,33
24,43,3
24,44,4
24,49,2
24,50,2
24,51,1
24,52,2
24,53,1
25,22,2
25,23,1
25,24,5
25,25,44
25,26,30
25,27,225
25,28,425
25,29,1
25,30,3
25,31,1
25,32,3
25,33,20
25,34,17
25,35,70
25,36,41
25,39,2
25,40,1
25,41,1
25,42,1
25,43,1
25,44,3
25,45,1
25,46,2
25,49,3
25,51,1
25,52,4
25,53,1
25,54,3
25,55,1
25,68,1
25,73,1
26,22,1
26,24,1
26,25,29
26,26,18
26,27,198
26,28,381
26,30,2
26,31,2
26,32,6
26,33,36
26,34,27
26,35,158
26,36,134
26,37,1
26,40,1
26,41,2
26,42,5
26,43,4
26,44,13
26,45,4
26,46,1
26,48,1
26,49,3
26,51,5
26,52,9
26,53,1
26,54,3
26,55,3
26,60,1
26,69,1
27,22,2
27,24,1
27,25,13
27,26,5
27,27,44
27,28,109
27,29,1
27,30,4
27,31,1
27,32,7
27,33,50
27,34,63
27,35,224
27,36,254
27,39,1
27,40,1
27,41,6
27,42,8
27,43,17
27,44,16
27,45,7
27,46,1
27,48,2
27,49,1
27,50,2
27,51,8
27,52,9
27,53,5
27,54,16
27,55,4
27,59,1
27,62,2
27,65,1
27,69,1
27,71,2
27,72,1
27,73,1
27,75,1
28,27,1
28,28,1
28,30,12
28,31,5
28,32,26
28,33,98
28,34,85
28,35,400
28,36,500
28,37,1
28,38,1
28,39,3
28,40,7
28,41,10
28,42,22
28,43,30
28,44,47
28,45,18
28,48,1
28,49,1
28,50,5
28,51,6
28,52,12
28,53,1
28,54,10
28,55,5
28,60,1
28,62,3
28,63,1
28,65,1
28,72,1
28,74,2
28,75,1
29,30,10
29,31,9
29,32,47
29,33,172
29,34,128
29,35,623
29,36,753
29,37,2
29,38,4
29,39,10
29,40,11
29,41,25
29,42,37
29,43,58
29,44,112
29,45,53
29,46,2
29,47,2
29,48,2
29,49,7
29,50,7
29,51,9
29,52,26
29,53,14
29,54,11
29,55,8
29,57,1
29,58,2
29,59,1
29,61,3
29,62,3
29,63,1
29,64,2
29,65,2
29,68,1
29,69,2
29,71,1
29,72,3
29,73,2
29,75,3
29,76,1
29,77,1
29,96,1
30,26,1
30,29,5
30,30,14
30,31,4
30,32,27
30,33,167
30,34,146
30,35,746
30,36,934
30,37,1
30,38,1
30,39,18
30,40,13
30,41,27
30,42,103
30,43,109
30,44,201
30,45,147
30,47,3
30,48,5
30,49,6
30,50,9
30,51,15
30,52,18
30,53,25
30,54,41
30,55,10
30,58,3
30,59,3
30,60,3
30,61,2
30,62,3
30,63,4
30,64,3
30,65,3
30,73,3
30,75,4
30,76,1
30,81,1
30,85,1
31,30,12
31,31,11
31,32,23
31,33,179
31,34,156
31,35,630
31,36,815
31,37,4
31,38,7
31,39,30
31,40,24
31,41,65
31,42,159
31,43,183
31,44,432
31,45,278
31,47,4
31,48,6
31,49,11
31,50,16
31,51,28
31,52,60
31,53,63
31,54,86
31,55,28
31,58,4
31,59,6
31,60,6
31,61,7
31,62,10
31,63,13
31,64,3
31,65,3
31,66,1
31,68,1
31,69,1
31,70,1
31,71,1
31,72,2
31,73,4
31,74,4
31,75,2
31,76,2
31,79,1
31,82,1
31,88,1
31,93,1
32,29,1
32,30,8
32,32,15
32,33,87
32,34,60
32,35,331
32,36,434
32,37,7
32,38,12
32,39,41
32,40,37
32,41,132
32,42,285
32,43,294
32,44,724
32,45,556
32,46,1
32,47,5
32,48,12
32,49,40
32,50,23
32,51,55
32,52,95
32,53,93
32,54,130
32,55,68
32,56,3
32,57,2
32,58,11
32,59,6
32,60,6
32,61,13
32,62,20
32,63,10
32,64,18
32,65,13
32,66,4
32,67,1
32,68,3
32,69,1
32,70,5
32,71,4
32,72,6
32,73,2
32,74,1
32,75,2
32,76,5
32,77,2
32,78,1
32,81,1
32,83,1
32,84,1
32,86,1
33,30,5
33,32,2
33,33,27
33,34,18
33,35,102
33,36,122
33,37,10
33,38,11
33,39,49
33,40,48
33,41,181
33,42,398
33,43,480
33,44,1108
33,45,959
33,46,5
33,47,19
33,48,29
33,49,64
33,50,38
33,51,95
33,52,163
33,53,185
33,54,288
33,55,138
33,56,3
33,57,7
33,58,8
33,59,18
33,60,14
33,61,30
33,62,32
33,63,44
33,64,38
33,65,27
33,66,12
33,67,2
33,68,5
33,69,1
33,70,7
33,71,10
33,72,14
33,73,14
33,74,10
33,75,10
33,76,5
33,77,3
33,78,4
33,80,1
33,81,2
33,83,3
33,84,4
33,85,1
33,86,2
33,87,4
33,88,2
33,95,1
33,100,1
33,101,1
34,33,3
34,34,1
34,35,11
34,36,13
34,37,12
34,38,23
34,39,78
34,40,71
34,41,213
34,42,557
34,43,568
34,44,1547
34,45,1288
34,46,9
34,47,12
34,48,35
34,49,85
34,50,64
34,51,174
34,52,329
34,53,314
34,54,510
34,55,273
34,56,12
34,57,14
34,58,13
34,59,30
34,60,36
34,61,35
34,62,71
34,63,80
34,64,70
34,65,45
34,66,22
34,67,6
34,68,6
34,69,8
34,70,7
34,71,9
34,72,16
34,73,19
34,74,22
34,75,15
34,76,12
34,77,16
34,78,4
34,79,2
34,80,1
34,81,3
34,82,3
34,83,2
34,84,8
34,85,2
34,86,4
34,87,2
34,88,2
34,90,1
34,91,1
34,92,1
34,94,2
34,95,1
34,97,1
34,98,3
34,100,1
34,102,1
35,36,6
35,37,11
35,38,16
35,39,77
35,40,87
35,41,231
35,42,667
35,43,651
35,44,1810
35,45,1513
35,46,11
35,47,26
35,48,56
35,49,122
35,50,136
35,51,283
35,52,527
35,53,488
35,54,893
35,55,522
35,56,26
35,57,18
35,58,34
35,59,39
35,60,80
35,61,70
35,62,116
35,63,137
35,64,140
35,65,135
35,66,48
35,67,4
35,68,14
35,69,18
35,70,28
35,71,24
35,72,34
35,73,32
35,74,50
35,75,47
35,76,29
35,77,25
35,78,7
35,79,5
35,80,3
35,81,8
35,82,7
35,83,11
35,84,12
35,85,6
35,86,5
35,87,9
35,88,4
35,89,6
35,91,1
35,92,1
35,93,2
35,94,3
35,95,2
35,97,3
35,98,2
35,99,3
35,100,1
35,101,1
35,102,2
35,103,1
35,107,1
35,109,1
35,119,1
36,32,1
36,35,4
36,36,2
36,37,6
36,38,11
36,39,90
36,40,60
36,41,204
36,42,585
36,43,542
36,44,1633
36,45,1465
36,46,23
36,47,55
36,48,88
36,49,204
36,50,190
36,51,482
36,52,799
36,53,792
36,54,1357
36,55,900
36,56,25
36,57,33
36,58,40
36,59,88
36,60,128
36,61,110
36,62,260
36,63,265
36,64,278
36,65,284
36,66,86
36,67,10
36,68,21
36,69,25
36,70,28
36,71,52
36,72,55
36,73,61
36,74,63
36,75,80
36,76,67
36,77,38
36,78,21
36,79,8
36,80,6
36,81,21
36,82,11
36,83,15
36,84,17
36,85,8
36,86,28
36,87,22
36,88,11
36,89,5
36,90,3
36,91,2
36,92,5
36,93,8
36,94,3
36,95,8
36,96,1
36,97,2
36,98,4
36,99,6
36,100,6
36,101,5
36,106,2
36,108,2
36,112,1
36,114,1
36,115,1
36,123,1
37,35,1
37,37,1
