set_cardinality,add_ds_card,mult_ds_card,count
25,246,289,7
25,247,317,307303
25,214,295,55
25,219,320,632849
25,216,300,335
25,219,304,1808
25,247,318,483512
25,264,319,117
25,199,291,1
25,233,315,360609
25,225,308,14249
25,175,318,12
25,213,272,1
25,184,314,32
25,189,300,1
25,200,279,1
25,179,312,6
25,185,325,595
25,188,321,910
25,190,303,7
25,204,290,5
25,212,318,91575
25,200,320,12772
25,210,314,13059
25,197,304,33
25,195,294,2
25,193,315,419
25,251,314,31291
25,245,296,116
25,230,312,92383
25,256,324,112883
25,213,289,8
25,220,285,7
25,227,291,47
25,206,325,132252
25,229,302,2292
25,255,283,1
25,217,292,26
25,234,295,231
25,206,309,1024
25,186,309,11
25,192,321,2686
25,252,292,1
25,247,320,1027305
25,220,299,373
25,254,302,69
25,180,309,3
25,235,295,233
25,239,282,1
25,216,274,1
25,167,325,4
25,174,319,14
25,268,322,3
25,257,300,9
25,244,297,231
25,231,305,6902
25,195,309,95
25,226,307,10517
25,192,305,15
25,246,323,3475448
25,213,319,156701
25,261,300,2
25,184,297,1
25,192,312,114
25,255,310,1266
25,209,300,112
25,221,321,1419514
25,233,321,4456329
25,208,300,90
25,225,276,2
25,260,325,3885
25,184,323,569
25,260,300,1
25,262,317,274
25,225,309,20743
25,249,320,642690
25,222,291,29
25,181,304,3
25,248,310,13812
25,262,323,1951
25,212,285,3
25,176,309,1
25,214,314,28075
25,242,311,51832
25,194,318,1510
25,220,308,7930
25,171,319,3
25,247,316,194696
25,267,325,7
25,204,280,1
25,199,304,67
25,250,309,5513
25,183,310,7
25,238,272,2
25,210,293,23
25,247,314,89146
25,236,288,19
25,259,320,8006
25,250,314,42547
25,224,320,1286292
25,256,293,1
25,207,279,1
25,229,307,13493
25,213,312,10716
25,253,319,121662
25,224,315,178960
25,215,306,1884
25,221,312,37824
25,257,311,659
25,230,281,3
25,209,312,5131
25,215,297,116
25,210,311,4113
25,176,313,2
25,196,316,1157
25,237,290,44
25,244,311,40891
25,155,324,1
25,205,322,90684
25,251,299,79
25,207,309,1305
25,225,315,201809
25,226,285,4
25,230,311,59997
25,224,304,3069
25,246,325,2176692
25,214,277,1
25,181,324,317
25,256,307,218
25,224,309,18485
25,213,277,2
25,181,317,31
25,239,325,5734304
25,223,311,31822
25,267,321,7
25,230,318,1102104
25,215,274,1
25,233,284,9
25,264,316,26
25,201,324,61565
25,249,318,303800
25,264,306,1
25,206,301,76
25,241,313,135411
25,175,315,4
25,188,304,6
25,185,309,11
25,183,304,1
25,219,299,327
25,203,318,13549
25,200,318,6632
25,186,315,73
25,187,303,2
25,207,316,13808
25,239,284,4
25,229,283,7
25,160,312,1
25,267,307,1
25,249,292,12
