set_cardinality,add_ds_card,mult_ds_card,count
27,211,330,1
27,215,367,1094
27,261,344,311
27,234,369,77775
27,193,367,7
27,253,336,33
27,264,319,1
27,252,346,529
27,250,333,15
27,196,356,2
27,225,347,42
27,258,359,32650
27,248,367,270845
27,260,364,168442
27,244,330,2
27,215,332,1
27,221,356,170
27,221,350,40
27,187,361,1
27,208,356,12
27,211,348,4
27,261,373,3478875
27,253,354,5982
27,254,347,778
27,227,339,9
27,242,331,3
27,213,375,6204
27,210,334,1
27,225,335,3
27,256,324,1
27,220,346,10
27,215,378,6168
27,244,378,1332330
27,263,350,1765
27,244,340,62
27,279,340,6
27,237,366,49623
27,253,346,496
27,293,362,8
27,231,358,1656
27,218,330,1
27,230,355,691
27,291,362,10
27,269,342,78
27,216,353,31
27,268,331,3
27,253,341,109
27,212,345,1
27,212,372,2407
27,260,368,677366
27,247,362,47668
27,204,348,1
27,256,371,1807973
27,247,346,438
27,227,348,53
27,273,370,457502
27,287,358,48
27,244,372,901757
27,222,368,6387
27,218,367,1997
27,218,353,45
27,220,368,4272
27,228,350,138
27,230,345,44
27,224,348,39
27,216,366,1015
27,211,353,23
27,250,367,322685
27,213,350,6
27,203,367,80
27,223,367,5712
27,237,336,11
27,243,370,417854
27,251,368,479860
27,247,320,2
27,261,347,787
27,273,332,2
27,225,341,6
27,253,361,54141
27,227,334,2
27,270,375,3001551
27,233,338,7
27,265,336,20
27,234,331,2
27,229,361,2905
27,283,361,1024
27,188,371,13
27,263,368,644674
27,257,343,248
27,270,368,369135
27,188,369,3
27,197,374,103
27,244,342,96
27,278,369,96682
27,187,374,7
27,255,344,373
27,237,341,42
27,242,375,1652603
27,278,367,49779
27,266,342,142
27,260,325,1
27,204,364,40
27,206,345,1
27,256,366,322676
27,196,360,6
27,255,372,2313166
27,270,365,130878
27,194,353,1
27,233,372,175439
27,269,329,1
27,189,368,7
27,291,357,3
27,292,356,1
27,286,348,2
27,212,353,11
27,242,311,1
27,261,345,426
27,208,361,45
27,280,353,208
27,225,337,3
27,245,375,2411757
27,289,364,92
27,241,358,6821
27,276,349,210
27,199,367,32
27,213,353,21
27,279,363,9202
27,284,361,622
27,296,372,1
27,205,352,4
27,261,368,675357
27,246,356,6752
27,216,342,5
27,255,376,6328288
27,275,359,6881
27,243,340,58
27,248,369,502627
27,268,366,235855
27,293,359,1
27,221,362,878
