set_cardinality,add_ds_card,mult_ds_card,count
7,28,22,224
7,20,26,3
7,27,24,223
7,22,24,1
7,28,28,597180560
7,19,26,1
7,22,27,2415
7,22,22,2
7,18,28,411
7,18,25,1
7,25,25,1777
7,27,28,328013521
7,19,25,2
7,20,28,3248
7,28,26,35393
7,28,27,6634431
7,24,22,3
7,20,27,80
7,22,26,49
7,23,25,158
7,26,25,4622
7,19,28,966
7,23,22,2
7,20,22,1
7,22,25,42
7,19,27,24
7,26,27,533446
7,20,24,1
7,15,28,2
7,27,27,3532134
7,22,28,133591
7,27,23,71
7,26,28,48661098
7,23,28,303433
7,24,26,362
7,17,27,1
7,21,24,1
7,21,25,20
7,27,25,21926
7,16,28,5
7,28,21,1
7,21,26,12
7,21,28,8188
7,24,28,1465908
7,24,23,4
7,21,27,218
7,18,27,11
7,28,24,330
7,24,27,21734
7,25,27,162152
7,23,27,4442
7,26,23,18
7,26,26,4577
7,23,26,85
7,28,25,47444
7,26,24,47
7,25,26,2043
7,25,28,13194748
7,25,24,30
7,27,22,66
7,22,23,3
7,23,23,6
7,28,23,92
7,17,28,17
7,26,22,24
7,20,25,9
7,24,25,423
7,24,24,9
7,25,23,17
7,25,22,7
7,23,24,5
7,27,26,23079
