set_cardinality,add_ds_card,mult_ds_card,count
16,124,115,1
16,129,133,31042
16,128,122,1
16,126,133,520741
16,80,134,1
16,86,134,2
16,97,124,1
16,107,124,46
16,108,132,18049
16,108,127,332
16,100,129,55
16,90,129,1
16,119,136,69956316
16,116,123,270
16,116,121,120
16,117,110,2
16,109,123,50
16,122,122,86
16,117,122,98
16,122,113,2
16,87,131,2
16,132,129,1
16,86,135,15
16,125,133,908349
16,109,136,2787518
16,110,131,12948
16,107,122,9
16,124,132,354039
16,129,134,62969
16,124,135,15504791
16,110,129,3506
16,83,136,9
16,133,134,33
16,121,136,75359970
16,120,128,14903
16,106,117,1
16,112,116,5
16,113,126,1562
16,104,122,3
16,102,133,3882
16,120,135,26066741
16,116,127,3342
16,125,127,1647
16,129,129,450
16,94,130,13
16,117,124,714
16,102,135,33077
16,110,121,21
16,118,126,4833
16,92,136,647
16,110,115,2
16,108,136,1759369
16,123,131,125270
16,103,130,570
16,111,128,2126
16,106,125,55
16,84,131,1
16,109,111,1
16,113,117,2
16,129,115,1
16,99,126,14
16,98,125,2
16,119,135,23974877
16,124,131,93764
16,118,121,156
16,107,119,1
16,90,134,15
16,100,124,5
16,126,130,29290
16,125,116,1
16,101,128,49
16,120,124,749
16,108,123,40
16,108,133,60560
16,98,132,200
16,113,125,546
16,85,133,1
16,123,134,3609163
16,99,135,7631
16,108,116,1
16,131,129,18
16,127,134,506723
16,124,127,2633
16,105,130,1285
16,104,135,89274
16,118,125,1498
16,115,119,22
16,131,128,4
16,131,131,96
16,126,120,3
16,120,121,182
16,92,135,239
16,95,128,5
16,114,132,180497
16,116,122,95
16,130,136,198314
16,126,118,3
16,132,134,317
16,132,130,6
16,97,123,1
16,97,130,46
16,112,131,27592
16,89,128,2
16,124,120,16
16,102,122,6
16,108,128,770
16,96,126,3
16,101,132,806
16,123,127,3463
16,86,136,32
16,98,123,3
16,98,126,10
16,115,129,17435
16,83,135,1
16,113,129,9755
16,125,131,61293
16,108,118,4
16,98,136,12957
16,97,127,2
16,89,136,121
16,130,122,1
16,119,124,788
16,111,136,6669257
16,111,117,2
16,106,120,5
16,89,130,3
16,122,128,13011
16,126,123,66
16,116,126,3458
16,91,136,382
16,99,134,1543
16,121,120,43
16,121,125,1540
16,117,134,2928129
16,117,135,16919792
16,107,136,1100923
16,123,128,10919
16,109,115,1
16,113,132,129432
16,100,128,33
16,104,123,6
16,87,136,45
16,123,126,4092
16,110,127,658
16,131,130,64
16,99,123,1
16,114,117,4
16,100,120,2
16,103,123,5
16,112,117,1
16,120,119,30
16,98,129,26
16,106,124,38
16,113,122,57
16,99,132,318
16,121,126,5397
16,94,125,1
16,103,127,41
16,120,115,7
16,114,119,14
16,109,128,1039
16,112,120,19
16,108,130,4656
16,109,117,1
16,129,126,63
16,131,132,335
16,104,128,178
16,106,131,2503
16,105,123,8
16,116,120,35
16,106,118,2
16,92,131,5
16,118,135,20700346
16,106,123,7
16,110,128,1532
16,109,130,6919
16,111,113,1
16,116,128,9097
16,82,136,5
16,132,132,42
16,125,130,50913
16,132,133,164
16,76,136,1
16,119,116,2
16,129,121,2
16,117,117,10
16,103,126,50
16,124,126,3012
