set_cardinality,add_ds_card,mult_ds_card,count
8,32,31,46
8,30,30,4
8,26,34,4
8,34,36,134920669
8,33,30,79
8,29,35,3411
8,31,36,2022723
8,22,36,19
8,26,36,5091
8,35,32,1436
8,31,35,46367
8,33,29,1
8,35,29,8
8,32,34,3737
8,35,35,8161331
8,30,33,479
8,30,35,18743
8,28,32,6
8,30,34,481
8,31,30,18
8,28,34,42
8,20,36,3
8,21,36,12
8,25,35,30
8,32,36,9142149
8,28,31,2
8,34,31,157
8,36,29,5
8,32,33,3560
8,34,30,175
8,33,36,40698233
8,35,26,2
8,36,32,1247
8,36,33,86122
8,28,36,43703
8,33,28,2
8,27,34,13
8,33,34,12400
8,35,33,82645
8,31,32,41
8,29,30,1
8,36,26,3
8,27,33,14
8,31,33,1162
8,28,30,2
8,32,30,32
8,36,30,641
8,29,34,124
8,30,32,23
8,33,32,296
8,32,35,200235
8,30,31,13
8,28,33,54
8,30,36,749670
8,24,36,227
8,25,34,2
8,32,32,100
8,31,34,995
8,29,31,3
8,34,28,1
8,35,31,350
8,26,30,1
8,34,27,2
8,23,35,4
8,27,35,337
8,34,32,626
8,26,33,8
8,32,28,1
8,33,33,11092
8,34,34,33412
8,29,36,121850
8,24,35,12
8,36,36,382266973
8,26,35,165
8,31,31,23
8,34,35,2657074
8,29,33,125
8,32,24,1
8,29,32,3
8,36,35,7797781
8,35,28,2
8,35,30,475
8,35,34,87559
8,34,33,28561
8,32,29,1
8,31,29,1
8,33,31,90
8,25,36,568
8,24,34,1
8,28,35,1237
8,36,34,74188
8,25,33,3
8,26,31,1
8,24,33,2
8,27,36,10804
8,23,36,116
8,36,28,2
8,34,29,7
8,33,35,834954
8,36,31,304
8,35,36,409862490
