set_cardinality,add_ds_card,mult_ds_card,count
19,150,184,137599
19,171,174,6
19,127,190,3336
19,169,188,508186
19,136,168,2
19,152,170,55
19,155,185,482431
19,159,182,84080
19,154,182,59916
19,151,178,3624
19,164,190,19555086
19,160,189,24239754
19,107,189,1
19,158,179,13720
19,154,174,670
19,140,180,703
19,164,184,234716
19,130,175,6
19,118,187,14
19,137,172,7
19,161,184,387376
19,114,188,7
19,112,188,2
19,169,179,757
19,136,174,15
19,131,185,405
19,129,186,484
19,158,178,7259
19,160,172,203
19,134,166,1
19,151,173,292
19,168,172,24
19,159,169,61
19,133,174,9
19,134,180,99
19,170,186,54355
19,140,164,1
19,147,186,240172
19,152,178,4320
19,137,171,6
19,113,184,1
19,164,167,9
19,143,185,27677
19,156,185,536850
19,171,179,158
19,143,186,71631
19,119,187,23
19,156,180,27500
19,132,174,4
19,146,173,95
19,111,190,11
19,121,189,203
19,169,189,1447016
19,135,184,1356
19,139,169,1
19,156,162,3
19,128,177,3
19,138,185,5128
19,157,162,1
19,126,188,519
19,154,162,3
19,157,179,13562
19,140,182,1847
19,165,180,11369
19,174,178,5
19,141,188,146493
19,138,179,238
19,112,186,1
19,165,182,33636
19,164,164,1
19,148,186,315020
19,137,190,167814
19,121,180,4
19,139,170,4
19,174,182,49
19,162,184,345728
19,126,185,68
19,132,172,3
19,167,162,1
19,134,183,495
19,140,184,7499
19,176,189,518
19,128,179,14
19,149,172,108
19,139,190,355357
19,173,175,3
19,126,189,1462
19,142,175,118
19,153,173,352
19,133,172,5
19,160,178,6694
19,157,190,36142202
19,166,181,10089
19,155,170,73
19,130,190,11107
19,135,186,4371
19,150,181,14126
19,124,170,1
19,161,176,1475
19,158,174,773
19,136,183,992
19,172,190,146908
19,145,175,272
19,138,189,154701
19,131,168,2
19,161,167,15
19,143,189,909741
19,146,185,68954
19,162,166,5
19,159,157,1
19,155,165,4
19,146,177,703
19,157,161,1
19,134,181,156
19,148,185,118459
19,147,180,5527
19,167,169,9
19,113,189,12
19,143,173,67
19,174,175,2
19,158,177,3656
19,123,185,25
19,149,190,9059635
19,158,187,4142421
19,139,184,5440
19,164,183,102155
19,156,188,6714880
19,159,170,51
19,164,169,38
19,111,188,3
19,169,190,1929550
19,163,185,437536
19,153,175,1181
19,161,181,34083
19,155,162,2
19,166,167,6
19,148,169,27
19,148,165,3
19,168,179,1438
19,133,188,7690
19,118,186,6
19,140,170,3
19,150,169,31
19,132,175,2
19,170,175,54
19,164,180,15503
19,174,188,4094
19,166,172,50
19,147,187,566298
19,142,168,5
19,116,185,2
19,135,172,8
19,166,175,395
19,143,168,6
19,142,172,24
19,162,188,6590646
19,174,190,13236
19,164,168,18
19,145,179,1690
19,170,183,5602
19,168,180,3086
19,125,187,217
19,136,182,498
19,167,177,539
19,162,161,2
19,151,172,141
19,156,158,1
19,143,182,4751
19,172,175,5
19,146,170,26
19,145,162,1
19,143,181,2412
19,123,177,2
19,169,174,25
19,158,169,72
19,143,169,10
19,160,173,398
19,145,170,25
19,144,182,6403
19,154,158,2
19,160,187,4126049
19,122,184,15
19,157,182,80518
19,144,178,721
19,113,186,1
19,141,185,14618
19,160,182,80875
19,128,184,120
19,172,189,116198
19,120,185,9
19,138,174,26
19,169,168,2
19,153,178,4919
19,166,171,27
19,156,186,1486305
19,134,188,11160
19,167,171,22
19,144,165,6
19,131,175,5
19,147,184,64560
19,133,183,370
19,133,179,45
19,174,187,2174
19,121,179,1
19,124,189,652
19,139,160,1
19,163,179,8663
19,148,182,18719
19,172,187,22162
19,164,186,979364
19,132,184,447
19,133,185,911
19,107,190,3
19,177,188,27
19,117,189,52
19,141,183,5215
19,140,171,9
19,142,170,12
19,141,184,10602
19,153,176,1372
19,165,177,1230
19,137,179,184
19,166,170,11
19,115,186,2
19,175,182,8
19,129,174,2
19,160,180,28952
19,165,181,14950
19,160,169,81
19,162,170,40
19,151,186,655767
19,131,186,1066
19,156,189,21301065
19,142,174,74
19,123,179,1
19,156,172,225
19,158,170,66
19,109,190,2
19,150,178,2899
19,138,167,1
19,148,167,7
19,155,183,150514
19,163,174,408
19,148,177,1111
19,126,186,155
19,129,187,1030
19,127,182,27
19,140,175,69
19,142,182,3562
19,145,184,37131
19,161,178,6200
19,157,183,179513
19,175,190,3099
19,137,169,2
19,158,185,614307
19,155,179,11594
19,144,185,37931
19,145,185,51247
19,138,190,244834
19,153,184,250675
19,171,188,109486
19,151,162,3
19,123,190,649
19,146,159,1
19,129,178,8
19,172,173,3
19,160,186,1703716
19,157,163,1
19,143,175,159
19,141,190,733255
19,147,179,2834
19,135,180,170
19,150,163,1
19,165,172,57
19,155,163,4
19,144,180,2584
19,160,171,97
19,130,184,192
19,153,170,58
19,153,163,3
19,118,181,1
19,167,173,65
19,127,184,72
19,153,167,19
19,170,176,40
19,149,165,3
19,147,178,1488
19,143,174,77
19,155,182,67366
19,162,163,1
19,136,173,10
19,139,167,2
19,174,173,1
19,125,181,6
19,160,190,36740071
19,157,177,3555
19,154,189,16411347
19,167,183,35214
19,137,183,1354
19,161,163,4
19,159,168,26
19,147,170,27
19,156,176,1703
19,165,175,610
19,161,172,176
