set_cardinality,add_ds_card,mult_ds_card,count
18,142,155,287
18,131,170,762041
18,157,153,1
18,136,168,608230
18,152,170,8604244
18,128,162,436
18,135,155,86
18,138,148,6
18,144,147,1
18,132,163,3498
18,137,155,158
18,135,158,443
18,151,157,268
18,120,169,2502
18,136,149,6
18,131,158,152
18,136,151,6
18,149,155,174
18,142,163,37960
18,126,143,1
18,134,166,43158
18,145,148,7
18,125,163,323
18,159,169,6950
18,138,164,40487
18,138,158,823
18,140,164,63610
18,114,168,112
18,126,168,16990
18,134,159,634
18,137,171,11231893
18,119,161,15
18,106,170,27
18,126,163,479
18,128,168,36961
18,144,154,214
18,111,166,3
18,113,165,16
18,136,164,24346
18,128,153,4
18,126,164,934
18,105,171,29
18,127,149,2
18,123,156,10
18,102,168,1
18,139,157,482
18,119,169,1596
18,115,166,31
18,139,169,2578556
18,130,169,140594
18,156,162,498
18,117,169,663
18,136,144,2
18,135,159,798
18,157,162,191
18,135,156,175
18,124,156,9
18,122,163,114
18,154,162,2239
18,128,167,14596
18,136,157,269
18,154,152,3
18,135,165,43232
18,121,157,7
18,125,152,3
18,154,153,10
18,110,169,36
18,125,156,14
18,125,149,1
18,138,162,8193
18,103,164,1
18,125,155,7
18,146,147,7
18,156,154,2
18,139,170,9889933
18,119,168,959
18,134,141,1
18,146,156,796
18,106,168,5
18,116,162,3
18,135,166,58925
18,146,151,24
18,139,140,1
18,137,151,14
18,115,162,2
18,155,170,1556517
18,114,161,2
18,121,159,13
18,124,151,1
18,120,168,1488
18,124,170,47157
18,130,156,43
18,157,155,1
18,131,168,114547
18,161,167,48
18,157,160,61
18,117,166,71
18,141,163,32592
18,162,166,1
18,155,165,18176
18,121,153,3
18,128,154,5
18,130,170,521787
18,157,161,184
18,121,167,892
18,130,151,2
18,124,168,7747
18,120,164,107
18,115,156,1
18,123,168,5118
18,159,170,23480
18,130,168,79029
18,164,169,2
18,135,148,6
18,121,164,137
18,155,162,1086
18,148,169,6280575
18,148,165,267185
18,155,158,78
18,147,155,290
18,140,170,12514392
18,150,169,4498811
18,123,158,12
18,160,160,1
18,114,159,2
18,125,171,135209
18,127,160,127
18,126,165,1996
18,109,167,7
18,142,168,2521843
18,148,148,4
18,153,159,611
18,136,145,1
18,129,154,9
18,143,168,2908741
18,114,167,65
18,148,152,34
18,111,164,4
18,124,162,126
18,117,168,444
18,99,171,1
18,137,157,348
18,153,152,10
18,103,170,5
18,114,170,658
18,148,146,1
18,128,171,459360
18,110,164,1
18,127,161,290
18,140,162,12277
18,126,150,1
18,112,162,1
18,156,158,34
18,149,160,5221
18,148,159,3116
18,146,170,26024738
18,145,162,20797
18,99,170,1
18,147,149,9
18,158,169,25633
18,143,169,5568011
18,107,163,3
18,122,160,23
18,145,170,25400910
18,144,151,37
18,154,158,159
18,148,149,8
18,120,156,7
18,148,142,1
18,141,152,49
18,140,150,30
18,127,150,1
18,108,162,1
18,140,139,1
18,139,159,2001
18,137,166,104539
18,131,148,2
18,155,150,1
18,134,150,4
18,103,166,1
18,123,163,165
18,96,171,1
18,147,159,3392
18,133,154,42
18,135,147,2
18,155,155,9
18,144,165,277589
18,150,159,1967
18,130,161,741
18,103,167,1
18,143,154,202
18,139,160,3576
18,138,163,18401
18,110,165,5
18,132,167,62748
18,128,155,13
18,122,161,39
18,141,148,6
18,125,151,1
18,140,171,24195884
18,142,170,18400464
18,149,148,2
18,101,169,2
18,109,170,79
18,144,159,3676
18,142,151,28
18,160,169,1597
18,162,170,145
18,146,160,7200
18,107,166,2
18,148,157,607
18,143,162,18599
18,137,159,1296
