set_cardinality,add_ds_card,mult_ds_card,count
21,187,231,20700067
21,159,221,701
21,196,217,689
21,144,215,1
21,152,221,82
21,174,218,5370
21,188,230,18087964
21,194,226,323630
21,207,225,7
21,144,226,58
21,198,212,20
21,199,228,117701
21,165,222,4805
21,191,219,13003
21,161,225,9215
21,172,201,2
21,142,225,32
21,118,231,1
21,176,231,10169937
21,196,224,49523
21,158,218,142
21,146,220,12
21,171,203,14
21,137,230,49
21,150,230,5124
21,188,216,4906
21,159,211,11
21,156,212,9
21,163,203,2
21,183,223,205845
21,203,219,23
21,186,211,425
21,192,228,2507085
21,192,224,195242
21,196,223,24523
21,183,222,106405
21,205,222,8
21,149,209,3
21,184,220,43333
21,169,228,498654
21,168,216,746
21,151,231,7853
21,188,215,2635
21,183,231,22072946
21,159,216,84
21,179,225,543646
21,194,229,2408201
21,169,220,5732
21,191,214,960
21,150,227,893
21,123,231,1
21,190,219,15709
21,189,210,240
21,206,221,2
21,178,204,14
21,157,223,898
21,183,200,4
21,190,203,11
21,174,229,2646230
21,190,228,3756612
21,156,216,42
21,196,230,2167377
21,146,228,363
21,200,218,136
21,191,205,9
21,171,197,1
21,178,205,30
21,164,220,1629
21,182,203,21
21,163,207,3
21,175,216,2724
21,153,228,4129
21,157,226,3884
21,193,231,6745789
21,206,224,7
21,162,229,113585
21,158,231,82028
21,186,198,3
21,186,199,3
21,129,229,4
21,193,209,48
21,152,228,2899
21,199,222,2359
21,134,225,3
21,165,231,724698
21,164,217,369
21,160,223,2118
21,196,214,186
21,158,206,1
21,169,212,162
21,199,215,64
21,174,206,21
21,158,219,214
21,166,219,1700
21,203,214,2
21,168,220,4469
21,160,208,7
21,193,226,441477
21,174,211,218
21,146,227,234
21,193,203,3
21,161,228,52036
21,134,230,19
21,176,223,97701
21,171,227,422354
21,135,225,5
21,195,220,7267
21,176,203,14
21,167,231,1278994
21,198,222,4295
21,174,224,134259
21,165,218,806
21,121,221,1
21,166,216,471
21,161,215,68
21,149,231,3930
21,154,216,24
21,152,219,50
21,183,194,1
21,178,215,2441
21,157,200,1
21,156,224,1187
21,177,214,1341
21,204,229,2256
21,171,211,128
21,181,222,94653
21,173,200,2
21,192,230,9081671
21,175,230,7457664
21,179,228,3629066
21,130,230,4
21,143,227,82
21,175,215,1651
21,192,214,720
21,202,230,33647
21,209,231,2
21,149,213,1
21,181,208,116
21,149,228,1042
21,187,217,6487
21,183,218,13508
21,185,200,4
21,141,216,1
21,188,213,937
21,167,203,1
21,140,217,2
21,144,220,3
21,148,216,12
21,179,214,1702
21,197,223,15013
21,155,207,1
21,164,215,150
21,154,209,2
21,179,211,349
21,168,215,448
21,203,231,10236
21,207,226,7
21,193,214,538
21,186,212,674
21,169,229,825610
21,170,227,334221
21,189,225,627801
21,180,202,9
21,145,225,61
21,202,222,203
21,180,221,62822
21,128,231,1
21,161,231,215185
21,173,208,67
21,148,231,2787
21,183,214,2015
21,173,216,1970
21,174,201,9
21,189,222,85674
21,198,214,52
21,181,223,181910
21,181,219,21525
21,167,197,1
21,145,223,20
21,180,214,1891
21,159,226,7122
21,152,229,4427
21,185,205,28
21,160,204,1
21,175,209,122
21,152,218,39
21,168,221,7606
21,168,228,385022
21,150,218,15
21,203,222,94
21,166,225,37777
21,158,213,20
21,154,227,3128
21,156,222,382
21,174,205,26
21,180,231,17803257
21,162,208,10
21,198,208,5
21,127,231,3
21,166,213,113
21,197,228,386141
21,196,228,630305
21,180,200,3
21,124,231,1
21,189,204,11
21,185,208,143
21,165,210,55
21,157,214,27
21,196,216,554
21,199,211,8
21,155,230,27036
21,170,212,157
21,144,219,4
21,155,214,15
21,136,226,5
21,163,202,3
21,197,213,62
21,174,188,1
21,177,219,14255
21,194,217,1587
21,193,206,14
21,174,212,358
21,197,224,30558
21,208,230,12
21,202,229,17983
21,140,224,9
21,194,199,3
21,167,202,4
21,166,198,1
21,164,213,75
21,182,200,3
21,152,212,4
21,195,212,100
21,189,205,24
21,153,203,1
21,181,206,59
21,204,228,1305
21,205,226,97
21,184,197,2
21,173,221,22300
21,139,226,10
21,173,213,458
21,171,219,5076
21,147,229,829
21,183,225,766533
21,162,231,294399
21,130,229,5
21,170,202,3
21,201,227,13792
21,129,230,3
21,143,217,1
21,197,230,1308540
21,203,224,322
21,183,202,11
21,174,204,12
21,149,216,6
21,198,216,208
21,196,231,2037391
21,145,219,4
21,186,209,195
21,177,230,10619697
21,139,223,5
21,172,224,89391
21,172,209,78
21,171,224,72431
21,156,211,2
21,179,212,646
21,138,230,93
21,158,204,2
21,149,230,3535
21,175,228,1913662
21,154,217,23
21,178,198,2
21,180,217,6411
21,194,224,108818
21,171,209,69
21,128,230,1
21,141,221,3
21,148,225,166
21,181,209,185
21,197,218,839
21,187,223,200052
21,149,219,15
21,184,228,5406551
21,161,194,1
21,166,206,5
21,173,229,2144881
21,189,220,32948
21,157,231,59460
21,184,207,78
21,182,212,674
21,151,214,9
21,164,230,472516
21,191,221,42874
21,157,221,408
21,157,211,6
21,194,211,63
21,150,220,34
21,158,211,8
21,203,211,1
21,155,221,239
21,194,222,27329
21,188,202,8
21,144,225,35
21,195,200,1
21,199,225,17742
21,191,209,74
21,142,226,35
21,188,203,17
21,186,219,23435
21,144,224,26
21,180,210,298
21,140,215,1
21,176,205,33
21,165,213,106
21,195,230,3366357
21,185,206,38
21,201,211,1
21,174,210,144
21,173,222,30504
21,199,231,345364
21,150,231,5513
21,142,227,57
21,186,224,421467
21,132,219,1
21,140,222,3
21,145,220,2
21,199,218,269
21,193,230,6867308
21,143,220,4
21,179,227,1860947
21,156,226,2777
21,194,227,731428
21,200,231,164036
21,177,204,20
21,197,231,1210414
21,147,218,7
21,203,215,5
21,163,226,23359
21,187,210,291
21,143,225,27
21,158,225,3766
21,154,201,1
21,148,217,1
21,169,223,23657
21,176,228,2294683
21,176,230,8967334
21,179,198,3
21,127,224,1
21,197,205,3
21,141,224,14
21,163,225,16396
21,166,196,1
21,181,212,669
21,182,209,194
21,159,212,10
21,175,201,5
21,170,218,2501
21,158,216,64
21,151,213,3
21,187,222,103393
21,168,208,20
21,146,229,574
21,192,206,15
21,174,226,357433
21,148,222,37
21,163,209,16
21,196,225,93112
21,151,216,13
21,151,229,3083
21,170,213,254
21,195,227,507600
21,195,219,3980
21,185,204,17
21,176,212,473
21,140,228,43
21,188,210,272
21,127,230,4
21,172,200,3
21,162,211,23
21,186,217,7041
21,201,226,6266
21,129,227,2
21,166,229,368234
21,181,231,19543317
21,177,216,3602
21,203,227,2116
21,129,231,2
21,140,230,152
21,137,226,9
21,144,213,2
21,135,227,8
21,179,226,811787
21,141,220,2
21,190,215,1921
21,163,220,1346
21,180,211,407
21,178,195,1
21,178,212,561
21,150,213,4
21,189,202,7
21,173,214,824
21,163,205,3
21,164,219,1012
21,187,208,105
21,181,213,1096
21,133,228,5
21,194,201,1
21,167,229,485164
21,207,229,40
21,159,222,965
21,154,213,7
21,204,209,1
21,181,227,2318175
21,137,227,21
21,145,217,1
21,186,208,128
21,169,231,2184642
21,190,210,174
21,188,212,518
21,182,201,7
21,176,227,1180963
21,172,210,121
21,144,216,1
21,156,230,37663
21,197,201,1
21,191,223,120967
21,201,216,33
21,165,216,413
21,143,221,3
21,181,194,2
21,189,212,474
21,189,229,7481913
21,190,201,3
21,179,220,31825
21,191,203,7
21,184,209,210
21,138,224,5
21,173,227,658865
21,188,198,1
21,176,197,3
21,169,219,3301
21,182,220,40651
21,150,223,115
21,144,222,10
21,179,222,77648
21,135,226,5
21,172,226,234939
21,154,231,21843
21,183,228,5213311
21,181,198,2
21,179,197,3
21,166,221,4547
21,154,224,665
21,170,219,4181
21,143,230,436
21,205,225,55
21,157,218,104
21,187,196,1
21,131,230,8
21,174,213,590
21,187,230,19601125
21,194,206,7
21,148,226,232
21,187,197,1
21,171,208,46
21,158,209,6
21,156,227,5908
21,188,196,1
21,175,211,249
21,142,215,3
21,185,214,1971
21,209,228,1
21,181,202,7
21,166,228,225039
21,151,219,28
21,155,227,4408
21,159,229,45018
21,148,218,7
21,146,225,55
21,155,206,1
21,165,207,11
21,161,214,58
21,189,226,976557
21,186,226,1208037
21,160,215,69
21,141,223,9
21,179,224,295336
21,128,229,1
21,182,202,7
21,145,231,1039
21,138,221,3
21,171,220,8660
21,200,215,23
21,151,225,424
21,182,219,22947
21,170,209,62
21,161,210,17
21,149,227,606
21,200,219,228
21,171,230,3138799
21,147,222,32
21,153,229,6465
21,185,211,437
21,173,205,10
21,171,198,1
21,173,226,291415
21,180,229,7001919
21,151,212,3
