set_cardinality,add_ds_card,mult_ds_card,count
13,91,90,15924
13,83,86,25503
13,58,84,1
13,64,89,24
13,69,82,3
13,70,86,58
13,80,86,9404
13,64,91,934
13,88,85,8208
13,78,90,1619635
13,90,76,1
13,90,83,17
13,66,86,5
13,86,80,56
13,72,78,1
13,79,87,22697
13,58,88,1
13,68,81,1
13,90,78,1
13,87,79,18
13,90,91,1519802
13,73,87,775
13,82,90,12564615
13,82,84,2943
13,78,78,4
13,80,82,204
13,86,77,1
13,79,89,249507
13,72,91,203854
13,81,77,7
13,87,74,2
13,69,87,69
13,87,89,970100
13,89,79,2
13,84,76,8
13,81,83,916
13,68,87,46
13,85,75,1
13,85,83,1588
13,91,83,2
13,78,86,3741
13,79,85,5476
13,70,85,41
13,85,87,128991
13,87,81,379
13,68,82,2
13,84,83,1644
13,71,88,1243
13,78,79,18
13,83,85,25022
13,73,85,216
13,80,91,32996456
13,90,81,8
13,74,78,2
13,78,88,84894
13,57,90,2
13,71,85,87
13,80,83,687
13,88,91,35001484
13,74,83,46
13,73,81,5
13,77,81,61
13,86,85,25712
13,82,89,1024143
13,76,78,4
13,79,90,2908558
13,60,80,1
13,82,81,473
13,86,81,575
13,75,90,241913
13,58,89,1
13,82,87,81769
13,88,89,446463
13,80,77,3
13,86,75,2
13,91,84,4
13,76,89,42227
13,72,81,14
13,91,89,1268
13,66,80,1
13,59,90,11
13,77,85,1947
13,67,79,1
13,73,88,4150
13,88,84,904
13,83,78,14
13,85,78,13
13,90,84,41
13,68,80,1
13,83,90,17420079
13,84,82,391
13,80,79,23
13,68,88,187
13,78,80,28
13,78,91,10499117
13,70,88,621
13,81,78,18
13,84,84,4100
13,87,77,1
13,75,80,4
13,88,79,12
13,73,78,1
13,76,79,4
13,62,84,1
13,83,88,793831
13,81,90,8243261
13,74,80,2
13,67,91,7001
13,67,87,20
13,67,82,1
13,77,79,10
13,67,85,5
13,70,84,9
13,83,77,2
13,80,72,1
13,68,85,13
13,75,81,28
13,63,89,9
13,87,86,14820
13,86,79,30
13,74,87,1422
13,64,90,162
13,79,88,146418
13,71,83,9
13,88,88,257558
13,83,82,367
13,66,83,1
13,63,90,87
13,81,82,258
13,63,91,510
13,87,78,12
13,85,90,22345260
13,83,84,3617
13,74,86,450
13,71,90,17192
13,63,88,16
13,75,78,2
13,81,91,54097515
13,79,77,2
13,73,90,64689
13,73,84,47
13,66,85,5
13,72,79,1
13,61,88,1
13,75,87,2541
13,81,87,56589
13,75,85,665
13,66,84,1
13,77,84,380
13,79,84,991
13,63,85,3
13,75,79,8
13,85,89,1759173
13,72,80,2
13,85,77,4
13,89,87,9055
13,79,83,462
13,62,91,266
13,61,84,1
13,79,79,20
13,67,89,138
13,89,80,7
13,85,86,28474
13,61,91,125
13,80,78,11
13,64,87,2
13,70,83,5
13,85,91,143045278
13,69,84,4
13,87,87,68422
13,89,89,129756
13,73,83,33
13,60,91,58
13,77,73,1
13,85,85,30459
13,87,90,12438207
13,77,80,11
13,72,85,114
13,86,86,23568
13,78,85,3379
