set_cardinality,add_ds_card,mult_ds_card,count
24,179,287,37
24,245,276,1
24,164,281,1
24,246,289,214
24,200,274,51
24,214,295,1343684
24,195,256,1
24,216,300,6916570
24,238,274,26
24,244,276,1
24,248,284,4
24,182,278,6
24,199,291,17587
24,213,272,165
24,189,300,32859
24,200,279,286
24,175,291,53
24,158,298,6
24,204,290,34881
24,184,283,35
24,195,294,27354
24,160,297,4
24,197,286,1800
24,170,287,7
24,245,296,10772
24,227,263,8
24,213,289,91630
24,221,261,1
24,162,294,1
24,220,285,30023
24,201,290,19584
24,218,272,206
24,227,291,345203
24,237,267,4
24,201,270,14
24,207,265,9
24,215,271,130
24,217,292,483828
24,234,295,840870
24,213,261,2
24,252,292,2
24,214,273,239
24,165,286,1
24,220,299,12695958
24,230,269,43
24,189,266,2
24,219,245,1
24,235,295,656637
24,173,270,1
24,239,282,551
24,216,274,374
24,205,260,2
24,244,297,29799
24,185,283,46
24,184,297,5715
24,209,300,2859420
24,162,289,1
24,208,300,2429163
24,234,264,2
24,225,276,855
24,235,278,395
24,204,288,15061
24,238,261,1
24,195,270,8
24,174,279,2
24,190,259,1
24,222,291,379963
24,212,285,15894
24,203,266,9
24,170,299,205
24,240,265,1
24,162,291,3
24,188,266,1
24,204,280,758
24,238,272,10
24,210,293,355762
24,236,288,21055
24,168,297,70
24,234,269,15
24,217,262,9
24,207,279,875
24,196,278,116
24,230,281,3458
24,215,297,4076554
24,199,260,1
24,184,276,5
24,237,290,38215
24,202,279,390
24,251,299,76
24,226,270,80
24,182,271,2
24,193,290,3404
24,226,285,28857
24,180,281,7
24,169,298,99
24,189,270,2
24,212,261,1
24,182,298,4477
24,214,277,966
24,172,293,48
24,176,282,5
24,210,265,10
24,213,277,905
24,229,254,1
24,215,274,357
24,233,284,7899
24,184,271,3
24,227,272,190
24,201,279,358
24,205,278,424
24,217,276,830
24,160,293,2
24,219,299,12090519
24,179,284,11
24,202,267,6
24,239,284,1327
24,203,279,480
24,210,263,5
24,237,266,1
24,229,283,9627
24,173,283,1
24,249,292,67
24,231,264,3
24,204,279,569
24,234,279,793
24,238,288,10977
24,214,297,3638679
24,244,287,344
24,204,285,4872
24,199,258,2
24,246,292,902
24,193,277,48
24,170,295,58
24,219,271,143
24,203,284,2874
24,224,267,40
24,190,300,42882
24,221,281,5745
24,205,261,3
24,185,271,2
24,178,299,2129
24,242,280,60
24,225,260,3
24,228,282,7044
24,220,262,5
24,211,257,2
24,194,275,23
24,186,277,10
24,199,281,434
24,248,293,252
24,203,291,39692
24,215,270,102
24,237,296,618611
24,168,283,3
24,221,291,370163
24,241,291,11457
24,172,287,7
24,190,276,11
24,221,275,644
24,172,295,80
24,250,285,3
24,215,291,243168
24,230,297,4365456
24,233,266,2
24,250,299,256
24,169,290,8
24,168,289,2
24,222,255,2
24,233,277,407
24,209,276,412
24,213,295,1187732
24,199,284,1375
24,249,284,4
24,241,277,21
24,240,275,23
24,210,280,1852
24,241,274,10
24,175,271,1
24,213,253,1
24,201,283,1395
24,191,262,1
24,172,294,55
24,221,258,4
24,195,290,5346
24,223,266,28
24,243,274,2
24,184,275,7
24,200,296,210480
24,219,293,938809
24,245,274,1
24,216,295,1665631
24,241,285,772
24,221,260,1
24,184,270,2
24,183,275,2
24,187,279,21
24,162,283,1
24,219,259,6
24,216,267,32
24,187,283,74
24,181,274,2
24,204,268,9
24,227,259,1
24,229,274,272
24,243,298,74627
24,246,291,521
24,212,257,1
24,202,283,1594
24,205,275,166
24,176,277,2
24,234,255,2
24,211,279,1556
24,165,298,38
24,249,296,351
24,218,298,7685185
24,220,275,659
24,206,272,76
24,207,299,2774537
24,203,297,594687
24,184,263,1
24,230,265,6
24,186,296,6631
24,206,285,7002
24,201,298,552540
24,218,295,1982519
24,221,280,3816
24,212,295,1041950
24,245,299,22718
24,245,282,17
24,192,266,1
24,175,294,157
24,185,293,1608
24,209,285,10759
24,205,294,231354
24,172,299,404
24,193,294,17077
24,235,275,96
24,196,295,48325
24,217,268,45
24,226,280,3367
24,168,300,64
24,160,294,3
24,213,260,2
24,228,270,66
24,188,270,4
24,237,279,317
24,199,279,271
24,238,284,1901
24,185,279,15
24,196,274,32
24,229,255,1
24,179,285,14
24,200,267,3
24,201,287,5911
24,240,287,3018
24,216,296,2970461
24,218,277,1259
24,207,273,121
24,184,269,1
24,173,279,1
24,206,259,1
24,189,267,1
24,181,271,1
24,206,300,1706524
24,229,270,66
24,186,268,1
24,224,277,1322
24,218,281,5349
24,215,296,2684654
24,236,280,618
24,181,276,2
24,207,276,337
24,174,282,3
24,174,298,470
24,195,297,98320
24,209,298,2568271
24,202,288,10450
24,202,287,7048
24,234,276,218
24,208,270,51
24,213,288,58697
24,176,278,2
24,230,286,27850
24,202,266,14
24,242,273,2
24,189,293,4325
24,220,266,32
24,214,261,4
24,142,297,1
24,198,286,2049
24,220,276,929
24,210,285,12259
24,196,294,34610
24,239,280,205
24,195,292,11486
24,231,285,17201
24,180,288,58
24,171,299,271
24,228,267,15
24,219,296,3774705
24,215,290,172425
24,209,257,1
24,176,294,206
24,229,282,6372
24,184,292,751
24,189,264,1
24,245,280,13
24,203,289,19385
24,208,273,133
24,219,253,1
24,160,298,12
24,250,298,228
24,195,263,1
24,173,290,18
24,206,271,42
24,184,277,5
24,237,262,1
24,240,270,2
24,177,282,5
24,242,278,22
24,211,263,8
24,193,299,126237
24,201,299,840989
24,202,294,128505
24,209,259,1
24,242,272,3
24,182,299,6568
24,188,284,110
24,251,293,8
24,198,292,22969
24,217,288,85814
24,253,299,7
24,211,267,37
24,209,286,14272
24,223,282,9101
24,239,279,153
24,222,297,6476417
24,160,300,8
24,201,263,1
24,185,273,3
24,243,292,6459
24,210,256,1
24,195,264,1
24,190,281,80
24,209,278,746
24,205,276,234
24,236,282,1502
24,232,283,6174
24,246,279,2
24,212,266,24
24,221,299,13164617
24,169,288,4
24,163,284,1
24,216,260,2
24,227,258,2
24,219,276,920
24,182,300,4800
24,210,279,1364
24,211,255,1
24,232,295,1258214
24,234,296,1441016
24,231,253,1
24,235,262,1
24,248,300,933
24,247,294,945
24,195,276,42
24,235,279,591
24,165,300,40
24,186,281,34
24,169,300,118
24,233,295,1040894
24,212,278,1200
24,218,274,424
24,204,265,8
24,180,286,22
24,231,282,4838
24,211,283,6536
24,238,275,42
24,192,286,605
24,186,273,4
24,213,265,11
24,247,279,1
24,229,269,49
24,233,262,2
24,243,297,56178
24,194,286,896
24,225,279,2663
24,178,276,1
24,250,289,5
24,236,268,5
24,222,262,9
24,205,264,4
24,222,296,4282601
24,177,298,1074
24,189,277,17
24,201,294,104297
24,210,290,93831
24,226,253,1
24,192,300,72845
24,254,299,3
24,202,284,2394
24,219,275,602
24,206,284,4605
24,189,299,44595
24,173,278,1
24,178,287,22
24,228,294,1381909
24,219,256,2
24,215,293,673311
24,202,277,205
24,206,260,3
24,238,299,1072382
24,179,289,74
24,182,297,3268
24,228,279,2153
24,183,274,1
24,239,287,4622
24,226,287,65227
