N,set_cardinality,add_ds_card,mult_ds_card,count
46,14,27,82,2
46,14,27,83,1
46,14,27,89,1
46,14,27,90,2
46,14,27,94,2
46,14,27,95,4
46,14,27,97,2
46,14,27,98,1
46,14,27,99,1
46,14,27,100,5
46,14,27,101,4
46,14,27,102,7
46,14,27,103,3
46,14,27,104,11
46,14,27,105,4
46,14,28,80,1
46,14,28,83,2
46,14,28,88,2
46,14,28,89,3
46,14,28,90,1
46,14,28,93,2
46,14,28,95,7
46,14,28,96,4
46,14,28,97,3
46,14,28,98,2
46,14,28,99,5
46,14,28,100,8
46,14,28,101,4
46,14,28,102,8
46,14,28,103,14
46,14,28,104,17
46,14,28,105,6
46,14,29,75,2
46,14,29,81,4
46,14,29,82,2
46,14,29,83,5
46,14,29,84,4
46,14,29,87,7
46,14,29,88,6
46,14,29,89,13
46,14,29,90,11
46,14,29,91,6
46,14,29,92,17
46,14,29,93,15
46,14,29,94,14
46,14,29,95,27
46,14,29,96,26
46,14,29,97,28
46,14,29,98,38
46,14,29,99,32
46,14,29,100,45
46,14,29,101,49
46,14,29,102,72
46,14,29,103,97
46,14,29,104,125
46,14,29,105,42
46,14,30,73,1
46,14,30,74,1
46,14,30,76,2
46,14,30,80,2
46,14,30,81,2
46,14,30,82,8
46,14,30,83,4
46,14,30,84,10
46,14,30,85,2
46,14,30,86,2
46,14,30,87,12
46,14,30,88,17
46,14,30,89,30
46,14,30,90,18
46,14,30,91,23
46,14,30,92,18
46,14,30,93,26
46,14,30,94,28
46,14,30,95,89
46,14,30,96,34
46,14,30,97,33
46,14,30,98,60
46,14,30,99,88
46,14,30,100,93
46,14,30,101,101
46,14,30,102,151
46,14,30,103,160
46,14,30,104,206
46,14,30,105,121
46,14,31,73,1
46,14,31,74,2
46,14,31,75,2
46,14,31,76,5
46,14,31,80,7
46,14,31,81,13
46,14,31,82,29
46,14,31,83,18
46,14,31,84,20
46,14,31,85,25
46,14,31,86,16
46,14,31,87,53
46,14,31,88,49
46,14,31,89,76
46,14,31,90,69
46,14,31,91,78
46,14,31,92,125
46,14,31,93,120
46,14,31,94,124
46,14,31,95,209
46,14,31,96,200
46,14,31,97,202
46,14,31,98,303
46,14,31,99,325
46,14,31,100,312
46,14,31,101,498
46,14,31,102,574
46,14,31,103,689
46,14,31,104,917
46,14,31,105,318
46,14,32,65,1
46,14,32,67,1
46,14,32,73,3
46,14,32,74,8
46,14,32,75,7
46,14,32,76,6
46,14,32,77,6
46,14,32,78,4
46,14,32,80,12
46,14,32,81,29
46,14,32,82,40
46,14,32,83,34
46,14,32,84,30
46,14,32,85,50
46,14,32,86,42
46,14,32,87,96
46,14,32,88,76
46,14,32,89,162
46,14,32,90,142
46,14,32,91,153
46,14,32,92,239
46,14,32,93,256
46,14,32,94,261
46,14,32,95,351
46,14,32,96,350
46,14,32,97,505
46,14,32,98,532
46,14,32,99,668
46,14,32,100,639
46,14,32,101,1141
46,14,32,102,1104
46,14,32,103,1443
46,14,32,104,1610
46,14,32,105,741
46,14,33,66,1
46,14,33,68,1
46,14,33,73,9
46,14,33,74,11
46,14,33,75,20
46,14,33,76,15
46,14,33,77,14
46,14,33,78,9
46,14,33,79,16
46,14,33,80,31
46,14,33,81,59
46,14,33,82,108
46,14,33,83,103
46,14,33,84,79
46,14,33,85,154
46,14,33,86,94
46,14,33,87,257
46,14,33,88,265
46,14,33,89,350
46,14,33,90,386
46,14,33,91,460
46,14,33,92,578
46,14,33,93,686
46,14,33,94,836
46,14,33,95,1141
46,14,33,96,1097
46,14,33,97,1221
46,14,33,98,1616
46,14,33,99,2069
46,14,33,100,2039
46,14,33,101,3134
46,14,33,102,3313
46,14,33,103,4137
46,14,33,104,4548
46,14,33,105,1924
46,14,34,66,1
46,14,34,67,1
46,14,34,68,2
46,14,34,69,1
46,14,34,73,12
46,14,34,74,21
46,14,34,75,22
46,14,34,76,24
46,14,34,77,42
46,14,34,78,21
46,14,34,79,16
46,14,34,80,50
46,14,34,81,100
46,14,34,82,161
46,14,34,83,184
46,14,34,84,207
46,14,34,85,255
46,14,34,86,175
46,14,34,87,399
46,14,34,88,526
46,14,34,89,628
46,14,34,90,801
46,14,34,91,828
46,14,34,92,933
46,14,34,93,1403
46,14,34,94,1495
46,14,34,95,2096
46,14,34,96,1939
46,14,34,97,2752
46,14,34,98,3189
46,14,34,99,3927
46,14,34,100,4219
46,14,34,101,6319
46,14,34,102,6424
46,14,34,103,7948
46,14,34,104,8847
46,14,34,105,3588
46,14,35,66,4
46,14,35,67,1
46,14,35,68,1
46,14,35,69,3
46,14,35,70,3
46,14,35,72,2
46,14,35,73,20
46,14,35,74,36
46,14,35,75,40
46,14,35,76,49
46,14,35,77,73
46,14,35,78,49
46,14,35,79,46
46,14,35,80,137
46,14,35,81,221
46,14,35,82,310
46,14,35,83,312
46,14,35,84,415
46,14,35,85,510
46,14,35,86,458
