N,set_cardinality,add_ds_card,mult_ds_card,count
46,12,23,65,1
46,12,23,66,2
46,12,23,67,2
46,12,23,68,1
46,12,23,71,2
46,12,23,72,2
46,12,23,74,7
46,12,23,75,1
46,12,23,76,10
46,12,23,77,12
46,12,23,78,19
46,12,24,60,1
46,12,24,65,1
46,12,24,66,4
46,12,24,67,2
46,12,24,68,2
46,12,24,70,2
46,12,24,71,2
46,12,24,72,1
46,12,24,73,5
46,12,24,74,6
46,12,24,75,10
46,12,24,76,15
46,12,24,77,20
46,12,24,78,35
46,12,25,60,3
46,12,25,62,6
46,12,25,63,1
46,12,25,65,4
46,12,25,66,13
46,12,25,67,8
46,12,25,68,12
46,12,25,69,5
46,12,25,70,15
46,12,25,71,21
46,12,25,72,27
46,12,25,73,20
46,12,25,74,63
46,12,25,75,58
46,12,25,76,88
46,12,25,77,190
46,12,25,78,180
46,12,26,60,4
46,12,26,61,2
46,12,26,62,3
46,12,26,63,5
46,12,26,65,11
46,12,26,66,12
46,12,26,67,8
46,12,26,68,11
46,12,26,69,19
46,12,26,70,32
46,12,26,71,50
46,12,26,72,50
46,12,26,73,51
46,12,26,74,99
46,12,26,75,116
46,12,26,76,179
46,12,26,77,368
46,12,26,78,324
46,12,27,54,1
46,12,27,55,1
46,12,27,56,1
46,12,27,60,9
46,12,27,61,13
46,12,27,62,14
46,12,27,63,3
46,12,27,64,2
46,12,27,65,20
46,12,27,66,54
46,12,27,67,37
46,12,27,68,58
46,12,27,69,51
46,12,27,70,99
46,12,27,71,148
46,12,27,72,164
46,12,27,73,217
46,12,27,74,412
46,12,27,75,445
46,12,27,76,657
46,12,27,77,1201
46,12,27,78,1113
46,12,28,54,1
46,12,28,55,1
46,12,28,56,1
46,12,28,60,11
46,12,28,61,12
46,12,28,62,14
46,12,28,63,11
46,12,28,64,11
46,12,28,65,32
46,12,28,66,86
46,12,28,67,49
46,12,28,68,117
46,12,28,69,89
46,12,28,70,211
46,12,28,71,296
46,12,28,72,374
46,12,28,73,391
46,12,28,74,810
46,12,28,75,919
46,12,28,76,1224
46,12,28,77,2406
46,12,28,78,2167
46,12,29,54,1
46,12,29,55,4
46,12,29,56,1
46,12,29,57,3
46,12,29,60,25
46,12,29,61,24
