add_ds_card,mult_ds_card,count
6,6,2
9,10,1
10,9,1
10,10,11
12,15,1
13,15,4
14,14,8
14,15,47
15,14,14
15,15,60
15,21,1
16,20,1
16,21,5
17,19,1
17,20,4
17,21,12
18,18,1
18,19,1
18,20,19
18,21,84
18,27,1
18,28,2
19,19,1
19,20,35
19,21,180
19,27,1
19,28,1
20,16,1
20,17,1
20,18,2
20,19,1
20,20,86
20,21,275
20,24,1
20,25,3
20,27,6
20,28,9
20,36,1
20,44,1
21,18,2
21,19,1
21,20,25
21,21,74
21,25,1
21,26,2
21,27,17
21,28,21
21,36,1
22,23,1
22,25,10
22,26,4
22,27,63
22,28,99
22,33,1
22,34,1
22,35,1
23,24,1
23,25,5
23,26,9
23,27,123
23,28,200
23,33,2
23,35,19
23,36,6
23,41,1
23,44,1
24,24,6
24,25,19
24,26,23
24,27,256
24,28,480
24,30,1
24,32,1
24,33,1
24,34,2
24,35,8
24,36,18
24,41,1
24,45,2
25,24,1
25,25,30
25,26,25
25,27,356
25,28,673
25,32,3
25,33,5
25,34,8
25,35,42
25,36,39
25,42,2
25,43,2
25,44,4
26,23,1
26,24,9
26,25,33
26,26,40
26,27,367
26,28,662
26,29,1
26,30,3
26,32,8
26,33,22
26,34,24
26,35,119
26,36,121
26,39,1
26,40,1
26,41,2
26,42,6
26,43,1
26,44,11
26,45,7
26,50,1
26,51,1
26,53,2
27,22,1
27,24,3
27,25,13
27,26,3
27,27,126
27,28,229
27,31,1
27,32,6
27,33,38
27,34,36
27,35,248
27,36,216
27,39,2
27,40,1
27,41,3
27,42,12
27,43,6
27,44,19
27,45,6
27,52,2
27,53,1
27,54,1
27,61,1
28,24,1
28,26,2
28,27,4
28,28,5
28,29,1
28,30,5
28,31,2
28,32,23
28,33,88
28,34,73
28,35,488
28,36,535
28,37,1
28,38,2
28,40,2
28,41,5
28,42,22
28,43,13
28,44,51
28,45,28
28,50,1
28,52,3
28,53,4
28,54,4
28,56,1
28,61,2
28,65,1
29,29,3
29,30,4
29,31,8
29,32,31
29,33,124
29,34,129
29,35,853
29,36,971
29,37,1
29,39,4
29,40,7
29,41,12
29,42,49
29,43,44
29,44,116
29,45,56
29,48,1
29,49,2
29,50,1
29,51,4
29,52,5
29,53,3
29,54,8
29,55,5
29,60,3
29,61,1
29,62,1
29,63,2
29,64,2
29,65,1
29,67,1
30,24,1
30,29,4
30,30,6
30,31,4
30,32,45
30,33,185
30,34,185
30,35,1375
30,36,1569
30,37,1
30,38,4
30,39,7
30,40,4
30,41,35
30,42,88
30,43,83
30,44,229
30,45,154
30,47,2
30,48,2
30,49,5
30,50,3
30,51,9
30,52,12
30,53,11
30,54,19
30,55,7
30,57,2
30,60,1
30,62,3
30,63,3
30,64,2
30,65,1
30,67,1
30,71,2
30,76,1
31,28,1
31,29,4
31,30,8
31,31,13
31,32,47
31,33,227
31,34,217
31,35,1412
31,36,1664
31,37,1
31,38,8
31,39,19
31,40,22
31,41,51
31,42,139
31,43,126
31,44,478
31,45,240
31,46,2
31,47,2
31,48,1
31,49,10
31,50,5
31,51,33
31,52,34
31,53,27
31,54,42
31,55,10
31,56,1
31,59,3
31,60,2
31,61,2
31,62,4
31,63,6
31,64,4
31,65,2
31,68,1
31,70,2
31,71,1
31,74,3
31,75,1
31,76,1
31,78,1
31,83,1
32,29,1
32,30,6
32,31,12
32,32,31
32,33,179
32,34,142
32,35,1057
32,36,1253
32,37,3
32,38,16
32,39,29
32,40,32
32,41,93
32,42,285
32,43,287
32,44,885
32,45,626
32,46,2
32,47,3
32,48,8
32,49,8
32,50,13
32,51,36
32,52,74
32,53,48
32,54,96
32,55,37
32,56,1
32,57,5
32,58,1
32,59,10
32,60,3
32,61,4
32,62,14
32,63,17
32,64,6
32,65,5
32,66,4
32,69,1
32,70,1
32,71,5
32,72,1
32,73,2
32,74,3
32,75,1
32,76,2
32,82,1
32,85,2
32,86,1
32,88,1
32,90,1
33,30,1
33,31,2
33,32,13
33,33,51
33,34,65
33,35,394
33,36,412
33,37,4
33,38,14
33,39,52
33,40,49
33,41,149
33,42,482
33,43,433
33,44,1655
33,45,1054
33,46,3
33,47,3
33,48,28
33,49,34
33,50,17
33,51,64
33,52,124
33,53,98
33,54,219
33,55,81
33,56,2
33,57,3
33,58,5
33,59,12
33,60,18
33,61,7
33,62,13
33,63,26
33,64,21
33,65,22
33,66,9
33,70,2
33,71,4
33,72,6
33,73,1
33,74,7
33,75,3
33,76,2
33,77,3
33,78,2
33,81,1
33,82,2
33,83,1
33,84,2
33,87,1
33,96,1
34,30,2
34,33,6
34,34,5
34,35,52
34,36,58
34,37,3
34,38,35
34,39,53
34,40,53
34,41,218
34,42,668
34,43,694
34,44,2644
34,45,1909
34,46,4
34,47,11
34,48,35
34,49,53
34,50,43
34,51,122
34,52,253
34,53,211
34,54,424
34,55,214
34,56,3
34,57,6
34,58,10
34,59,16
34,60,31
34,61,19
34,62,49
34,63,60
34,64,43
34,65,42
34,66,15
34,67,3
34,68,1
34,69,9
34,70,6
34,71,8
34,72,10
34,73,8
34,74,17
34,75,9
34,76,6
34,77,7
34,80,1
34,81,1
34,82,3
34,83,2
34,84,3
34,85,4
34,86,2
34,91,2
34,92,1
34,97,1
34,98,1
34,99,1
34,110,1
35,36,6
35,37,8
35,38,38
35,39,90
35,40,82
35,41,281
35,42,905
35,43,923
35,44,3608
35,45,2609
35,46,9
35,47,14
35,48,46
35,49,104
35,50,69
35,51,232
35,52,448
35,53,460
35,54,835
35,55,413
35,56,5
35,57,10
35,58,25
35,59,33
35,60,49
35,61,39
35,62,84
35,63,114
35,64,81
35,65,113
35,66,19
35,67,6
35,68,2
35,69,5
35,70,8
35,71,19
35,72,19
35,73,9
35,74,28
35,75,17
35,76,17
35,77,8
35,78,1
35,79,4
35,80,2
35,81,3
35,82,4
35,83,5
35,84,5
35,85,4
35,86,5
35,87,4
35,88,3
35,89,2
35,94,2
35,95,2
35,98,2
35,99,1
35,104,1
36,31,1
36,33,1
36,34,1
36,35,3
36,36,6
36,37,8
36,38,52
36,39,89
36,40,109
36,41,287
36,42,963
36,43,1033
36,44,3927
36,45,2972
36,46,14
36,47,26
36,48,70
36,49,158
36,50,138
36,51,406
36,52,770
36,53,732
36,54,1607
36,55,731
36,56,17
36,57,15
36,58,27
36,59,58
36,60,85
36,61,62
36,62,172
36,63,226
36,64,164
36,65,205
36,66,58
36,67,8
36,68,6
36,69,10
36,70,24
36,71,32
36,72,33
36,73,40
36,74,52
36,75,49
36,76,30
36,77,17
36,78,10
36,79,4
36,80,7
36,81,7
36,82,8
36,83,9
36,84,14
36,85,9
36,86,9
36,87,11
36,88,9
36,89,5
36,90,2
36,91,1
36,92,1
36,93,2
36,94,3
36,95,2
36,96,2
36,98,3
36,99,1
36,100,3
36,104,1
36,107,1
36,108,1
36,110,1
36,111,1
37,33,1
37,35,3
37,36,2
37,37,6
37,38,26
37,39,78
37,40,81
37,41,247
37,42,777
37,43,831
37,44,3294
37,45,2552
37,46,19
37,47,46
37,48,162
37,49,237
37,50,194
37,51,600
37,52,1284
37,53,1202
37,54,2891
37,55,1362
37,56,16
37,57,31
37,58,52
37,59,105
37,60,167
37,61,123
37,62,320
37,63,426
37,64,347
37,65,448
37,66,143
37,67,12
37,68,10
37,69,28
37,70,27
37,71,50
37,72,68
37,73,60
37,74,103
37,75,92
37,76,65
37,77,63
37,78,10
37,79,7
37,80,9
37,81,12
37,82,20
37,83,13
37,84,28
37,85,24
37,86,19
37,87,30
37,88,13
37,89,9
37,90,7
37,91,1
37,92,3
37,93,5
37,94,7
37,95,5
37,96,6
37,97,3
37,98,1
37,99,1
37,100,7
37,101,1
37,102,1
37,103,3
37,104,1
37,105,2
37,107,1
37,108,1
37,110,1
37,111,3
37,112,1
37,116,1
37,120,1
38,36,1
38,37,3
38,38,22
38,39,47
38,40,38
38,41,142
38,42,494
38,43,489
38,44,2028
38,45,1555
38,46,29
38,47,74
38,48,166
38,49,374
38,50,312
38,51,874
38,52,1943
38,53,1971
38,54,4414
38,55,2283
38,56,55
38,57,47
38,58,90
38,59,159
38,60,271
38,61,245
38,62,513
38,63,736
38,64,614
38,65,842
38,66,258
38,67,28
38,68,31
38,69,38
38,70,67
38,71,122
38,72,131
38,73,94
38,74,182
38,75,164
38,76,134
38,77,108
38,78,37
38,79,16
38,80,17
38,81,22
38,82,26
38,83,32
38,84,45
38,85,55
38,86,38
38,87,50
38,88,38
38,89,17
38,90,18
38,91,5
38,92,8
38,93,13
38,94,9
38,95,10
38,96,14
38,97,15
38,98,17
38,99,14
38,100,9
38,101,4
38,102,6
38,103,3
38,104,1
38,105,3
38,106,2
38,107,1
38,108,1
38,109,3
38,111,1
38,112,4
38,114,1
38,116,1
38,117,1
38,123,1
38,132,2
39,37,1
39,38,9
39,39,19
39,40,17
39,41,58
39,42,163
39,43,205
39,44,823
39,45,570
39,46,22
39,47,80
39,48,217
39,49,464
39,50,436
39,51,1163
39,52,2579
39,53,2585
39,54,6310
39,55,3273
39,56,69
39,57,86
39,58,115
39,59,298
39,60,464
39,61,390
39,62,845
39,63,1320
39,64,1133
39,65,1510
39,66,536
39,67,50
39,68,79
39,69,79
39,70,106
39,71,192
39,72,199
39,73,174
39,74,383
39,75,312
39,76,272
39,77,248
39,78,74
39,79,34
39,80,41
39,81,52
39,82,58
39,83,48
39,84,91
39,85,74
39,86,68
39,87,102
39,88,70
39,89,45
39,90,28
39,91,7
39,92,17
39,93,15
39,94,18
39,95,11
39,96,19
39,97,17
39,98,37
39,99,27
39,100,15
39,101,16
39,102,8
39,103,5
39,104,7
39,105,6
39,106,4
39,107,6
39,108,7
39,109,4
39,110,4
39,111,9
39,112,3
39,113,6
39,114,3
39,115,3
39,116,2
39,117,1
39,118,1
39,119,1
39,120,1
39,121,1
39,123,2
39,125,1
39,129,1
40,36,1
40,38,3
40,39,2
40,40,11
40,41,15
40,42,40
40,43,57
40,44,159
40,45,136
40,46,50
40,47,77
40,48,279
40,49,525
40,50,472
40,51,1324
40,52,3105
40,53,3151
40,54,7486
40,55,4079
40,56,104
40,57,116
40,58,220
40,59,446
40,60,692
40,61,630
40,62,1478
40,63,2209
40,64,1858
40,65,2978
40,66,938
40,67,81
40,68,114
40,69,125
40,70,173
40,71,310
40,72,412
40,73,353
40,74,599
40,75,626
40,76,493
40,77,469
40,78,155
40,79,54
40,80,62
40,81,75
40,82,80
40,83,121
40,84,163
40,85,159
40,86,139
40,87,192
40,88,147
40,89,111
40,90,61
40,91,25
40,92,30
40,93,21
40,94,42
40,95,39
40,96,43
40,97,47
40,98,55
40,99,54
40,100,38
40,101,37
40,102,28
40,103,17
40,104,14
40,105,8
40,106,6
40,107,15
40,108,20
40,109,5
40,110,12
40,111,11
40,112,12
40,113,11
40,114,5
40,115,10
40,116,2
40,117,4
40,118,2
40,119,2
40,120,3
40,121,5
40,122,3
40,123,3
40,124,1
40,125,1
40,126,2
40,131,3
40,134,1
40,135,2
41,39,1
41,40,2
41,42,2
41,43,10
41,44,18
41,45,32
41,46,50
41,47,84
41,48,218
41,49,478
41,50,483
41,51,1387
41,52,3058
41,53,3218
41,54,7942
41,55,4197
41,56,138
41,57,153
41,58,281
41,59,630
41,60,1098
41,61,929
41,62,2197
41,63,3515
41,64,3057
41,65,4744
41,66,1702
41,67,142
41,68,164
41,69,203
41,70,308
41,71,566
41,72,713
41,73,530
41,74,1101
41,75,1185
41,76,937
41,77,863
41,78,266
41,79,89
41,80,145
41,81,128
41,82,148
41,83,178
41,84,306
41,85,339
41,86,246
41,87,374
41,88,253
41,89,179
41,90,151
41,91,53
41,92,53
41,93,69
41,94,62
41,95,65
41,96,82
41,97,81
41,98,98
41,99,92
41,100,74
41,101,87
41,102,39
41,103,42
41,104,15
41,105,19
41,106,18
41,107,28
41,108,22
41,109,24
41,110,29
41,111,23
41,112,21
41,113,31
41,114,27
41,115,8
41,116,10
41,117,5
41,118,8
41,119,5
41,120,2
41,121,7
41,122,8
41,123,4
41,124,3
41,125,6
41,126,7
41,127,4
41,128,2
41,129,3
41,130,5
41,131,2
41,132,1
41,133,1
41,135,2
41,136,1
41,138,1
41,139,1
41,141,1
41,142,1
42,41,1
42,43,8
42,44,13
42,45,18
42,46,25
42,47,73
42,48,182
42,49,425
42,50,427
42,51,1055
42,52,2541
42,53,2689
42,54,6591
42,55,3382
42,56,203
42,57,200
42,58,391
42,59,832
42,60,1480
42,61,1268
42,62,2987
42,63,4888
42,64,4509
42,65,7177
42,66,2695
42,67,206
42,68,282
42,69,332
42,70,493
42,71,841
42,72,1137
42,73,920
42,74,1893
42,75,2032
42,76,1625
42,77,1700
42,78,511
42,79,130
42,80,196
42,81,218
42,82,304
42,83,331
42,84,530
