add_ds_card,mult_ds_card,count
6,6,2
9,10,3
10,9,2
10,10,8
12,14,1
12,15,2
12,21,1
13,14,2
13,15,3
14,14,14
14,15,48
15,13,1
15,14,5
15,15,59
15,21,2
16,20,6
16,21,11
16,25,1
17,20,4
17,21,14
17,26,1
18,18,2
18,19,4
18,20,32
18,21,101
18,25,1
18,27,3
18,28,1
18,35,2
19,17,1
19,18,2
19,19,7
19,20,55
19,21,149
19,26,1
19,27,2
19,28,4
19,33,1
19,34,1
19,43,1
20,16,1
20,17,1
20,18,3
20,19,11
20,20,69
20,21,254
20,26,1
20,27,8
20,28,21
20,34,1
21,19,3
21,20,16
21,21,63
21,25,1
21,26,5
21,27,28
21,28,24
21,34,1
21,35,6
21,36,5
21,40,1
21,44,1
22,22,1
22,24,4
22,25,3
22,26,10
22,27,71
22,28,112
22,34,1
22,35,5
22,42,1
22,45,1
23,24,2
23,25,9
23,26,42
23,27,127
23,28,206
23,33,3
23,34,5
23,35,12
23,36,20
23,44,1
24,23,6
24,24,4
24,25,23
24,26,59
24,27,288
24,28,545
24,31,1
24,32,7
24,33,6
24,34,9
24,35,26
24,36,24
24,37,1
24,40,1
24,41,1
24,43,1
24,44,3
24,49,1
24,51,1
24,52,1
25,21,1
25,22,1
25,23,5
25,24,4
25,25,14
25,26,47
25,27,368
25,28,647
25,29,1
25,30,1
25,32,3
25,33,9
25,34,30
25,35,64
25,36,61
25,42,5
25,44,5
25,45,2
25,50,1
25,51,1
25,54,1
26,23,2
26,24,4
26,25,14
26,26,51
26,27,300
26,28,596
26,29,1
26,30,1
26,31,3
26,32,5
26,33,23
26,34,65
26,35,144
26,36,169
26,38,1
26,39,1
26,40,1
26,41,1
26,42,9
26,43,9
26,44,17
26,45,6
26,47,1
26,48,1
26,52,3
26,61,1
27,25,3
27,26,11
27,27,65
27,28,191
27,29,1
27,30,4
27,31,4
27,32,21
27,33,28
27,34,87
27,35,283
27,36,275
27,37,1
27,38,4
27,39,2
27,40,1
27,41,9
27,42,19
27,43,21
27,44,29
27,45,21
27,46,1
27,50,2
27,51,4
27,52,1
27,53,3
27,54,3
27,55,1
27,56,1
27,60,1
27,61,1
27,62,1
27,65,1
28,26,2
28,27,3
28,28,9
28,29,1
28,30,2
28,31,12
28,32,28
28,33,70
28,34,178
28,35,527
28,36,623
28,38,1
28,39,1
28,40,5
28,41,18
28,42,30
28,43,52
28,44,82
28,45,40
28,46,1
28,48,1
28,49,2
28,51,6
28,52,1
28,53,6
28,54,6
