add_ds_card,mult_ds_card,count
3,3,1
5,6,2
6,5,1
6,6,11
9,9,1
9,10,26
10,9,1
10,10,107
11,15,1
11,20,1
12,14,3
12,15,17
13,12,1
13,14,9
13,15,59
14,14,33
14,15,346
15,12,1
15,14,32
15,15,308
15,19,1
15,20,4
15,21,30
15,26,1
16,18,1
16,19,1
16,20,16
16,21,35
16,28,2
17,18,1
17,19,2
17,20,39
17,21,152
17,22,1
17,26,2
17,27,1
17,28,1
17,33,1
18,18,9
18,19,5
18,20,139
18,21,570
18,24,1
18,25,6
18,26,2
18,27,6
18,28,19
18,35,3
19,18,8
19,19,9
19,20,194
19,21,978
19,22,2
19,25,6
19,26,2
19,27,14
19,28,38
19,33,1
19,34,2
19,35,1
20,18,11
20,19,14
20,20,240
20,21,1204
20,22,2
20,23,1
20,24,2
20,25,17
20,26,10
20,27,60
20,28,87
20,30,1
20,33,1
20,34,1
20,35,3
20,36,1
20,39,1
20,40,1
20,41,1
20,42,2
21,18,3
21,20,42
21,21,242
21,22,1
21,23,2
21,24,2
21,25,26
21,26,20
21,27,99
21,28,253
21,30,1
21,31,2
21,32,3
21,33,2
21,34,1
21,35,11
21,36,17
21,43,2
21,44,1
22,23,2
22,24,4
22,25,36
22,26,41
22,27,266
22,28,713
22,30,2
22,31,1
22,32,4
22,33,6
22,34,5
22,35,15
22,36,19
22,37,1
22,39,1
22,41,1
22,42,2
22,43,2
22,45,1
22,47,1
22,51,1
22,53,1
23,21,1
23,22,6
23,24,5
23,25,62
23,26,59
23,27,544
23,28,1440
23,30,2
23,31,2
23,32,5
23,33,19
23,34,23
23,35,78
23,36,89
23,37,1
23,38,1
23,39,3
23,40,3
23,41,8
23,42,2
23,43,6
23,44,4
23,46,1
23,50,3
23,52,2
23,53,1
23,54,1
23,58,1
24,22,2
24,23,1
24,24,8
24,25,95
24,26,104
24,27,1006
24,28,2624
24,29,2
24,30,3
24,31,6
24,32,12
24,33,36
24,34,40
24,35,123
24,36,173
24,38,4
24,39,2
24,40,8
24,41,6
24,42,7
24,43,11
24,44,12
24,45,10
24,46,1
24,48,2
24,49,1
24,51,1
24,52,3
24,53,1
24,54,3
25,22,2
25,23,4
25,24,8
25,25,94
25,26,106
25,27,1113
25,28,2939
25,29,1
25,30,13
25,31,9
25,32,22
25,33,67
25,34,86
25,35,296
25,36,415
25,37,3
25,38,6
25,39,13
25,40,7
25,41,11
25,42,13
25,43,10
25,44,33
25,45,18
25,47,2
25,49,3
25,50,6
25,51,3
25,52,2
25,53,9
25,54,6
25,55,1
25,56,1
25,59,1
25,60,1
25,62,2
25,65,1
25,70,1
26,22,6
26,23,3
26,24,6
26,25,71
26,26,72
26,27,650
26,28,1756
26,29,2
26,30,26
26,31,18
26,32,47
26,33,148
26,34,188
26,35,729
26,36,1101
26,37,3
26,38,10
26,39,13
26,40,12
26,41,19
26,42,44
26,43,30
26,44,74
26,45,57
26,46,1
26,47,3
26,48,3
26,49,1
26,50,3
26,51,9
26,52,6
26,53,3
26,54,8
26,55,2
26,56,1
26,57,2
26,58,2
26,59,1
26,60,3
26,61,3
26,62,1
26,63,1
26,69,1
27,22,4
27,25,24
27,26,5
27,27,113
27,28,359
27,29,5
27,30,22
27,31,32
27,32,77
27,33,264
27,34,305
27,35,1285
27,36,1986
27,37,4
27,38,7
27,39,21
27,40,23
27,41,31
27,42,73
27,43,73
27,44,175
27,45,139
27,46,2
27,47,2
27,48,5
27,49,7
27,50,8
27,51,24
27,52,16
27,53,22
27,54,23
27,55,9
27,56,4
27,57,3
27,58,1
27,59,5
27,60,1
27,61,1
27,62,2
27,63,2
27,64,2
27,65,3
27,66,2
27,67,1
27,68,1
27,71,1
27,73,1
27,74,2
27,75,1
28,25,1
28,26,2
28,27,3
28,28,7
28,29,5
28,30,44
28,31,43
28,32,94
28,33,469
28,34,503
28,35,2317
28,36,3717
28,37,10
28,38,10
28,39,30
28,40,26
28,41,51
28,42,138
28,43,141
28,44,340
28,45,282
28,46,4
28,47,11
28,48,6
28,49,14
28,50,15
28,51,18
28,52,22
28,53,25
28,54,31
28,55,20
28,56,3
28,57,2
28,58,8
28,59,5
28,60,8
28,61,6
28,62,4
28,63,6
28,64,5
28,65,5
28,66,1
28,69,3
28,71,1
28,72,2
28,74,2
28,80,1
28,88,1
29,26,1
29,27,1
29,28,2
29,29,5
29,30,47
29,31,42
29,32,94
29,33,553
29,34,634
29,35,3268
29,36,5250
29,37,6
29,38,15
29,39,44
29,40,52
29,41,128
29,42,295
29,43,283
29,44,753
29,45,765
29,46,8
29,47,11
29,48,16
29,49,29
29,50,38
29,51,58
29,52,58
29,53,63
29,54,110
29,55,62
29,56,6
29,57,9
29,58,4
29,59,8
29,60,11
29,61,5
29,62,17
29,63,18
29,64,6
29,65,7
29,66,4
29,67,3
29,68,1
29,69,3
29,70,5
29,71,3
29,72,6
29,73,1
29,75,2
29,76,1
29,78,2
29,80,1
29,81,1
29,91,1
30,27,2
30,28,1
30,29,6
30,30,45
30,31,39
30,32,101
30,33,591
30,34,627
30,35,3534
30,36,5457
30,37,24
30,38,27
30,39,89
30,40,106
30,41,210
30,42,502
30,43,504
30,44,1549
30,45,1511
30,46,19
30,47,28
30,48,24
30,49,49
30,50,60
30,51,94
30,52,123
30,53,116
30,54,250
30,55,117
30,56,10
30,57,6
30,58,14
30,59,22
30,60,16
30,61,12
30,62,30
30,63,35
30,64,28
30,65,36
30,66,18
30,67,2
30,68,6
30,69,4
30,70,2
30,71,2
30,72,7
30,73,5
30,74,9
30,75,6
30,76,3
30,77,2
30,78,1
30,81,2
30,84,3
30,86,1
31,29,5
31,30,16
31,31,14
31,32,65
31,33,424
31,34,406
31,35,2627
31,36,4409
