add_ds_card,mult_ds_card,count
10,9,1
10,10,1
10,15,1
13,15,1
14,14,1
14,15,8
15,15,3
16,20,1
17,20,2
17,21,2
18,18,1
18,20,7
18,21,7
18,27,2
19,19,2
19,20,10
19,21,15
19,25,1
19,28,1
19,35,1
20,17,1
20,18,3
20,19,4
20,20,18
20,21,41
20,24,1
20,26,2
20,28,1
21,18,1
21,19,1
21,20,8
21,21,9
21,25,1
21,26,2
21,27,6
21,28,4
21,32,1
21,42,1
22,24,2
22,25,4
22,26,2
22,27,10
22,28,13
22,32,1
22,33,1
22,34,2
22,42,1
22,51,1
23,24,1
23,25,7
23,26,9
23,27,39
23,28,32
23,29,1
23,30,1
23,32,4
23,34,1
23,35,5
23,36,2
23,42,1
23,43,1
24,24,3
24,25,10
24,26,15
24,27,60
24,28,73
24,29,1
24,32,2
24,33,2
24,34,2
24,35,8
24,36,2
24,41,3
24,48,1
24,52,1
24,60,1
25,22,1
25,24,2
25,25,14
25,26,19
25,27,96
25,28,98
25,30,3
25,31,1
25,32,3
25,33,10
25,34,14
25,35,20
25,36,6
25,38,1
25,41,2
25,42,5
25,43,1
26,24,1
26,25,13
26,26,16
26,27,82
26,28,103
26,29,1
26,30,2
26,31,1
26,32,10
26,33,11
26,34,16
26,35,29
26,36,11
26,37,1
26,39,1
26,41,3
26,42,4
26,43,7
26,44,3
26,45,1
26,47,1
26,51,2
26,52,1
26,56,1
26,57,1
26,59,1
27,23,1
27,25,4
27,26,3
27,27,24
27,28,33
27,30,5
27,31,5
27,32,14
27,33,19
27,34,26
27,35,64
27,36,25
27,38,1
27,39,2
27,40,4
27,41,5
27,42,4
27,43,6
27,44,3
27,45,3
27,46,1
27,47,1
27,50,2
27,51,4
27,52,1
27,61,1
27,62,1
27,68,1
28,27,2
28,28,2
28,29,3
28,30,5
28,31,3
28,32,14
28,33,54
28,34,64
28,35,123
28,36,70
28,37,4
28,38,1
28,39,2
28,40,5
28,41,12
28,42,9
28,43,15
28,44,11
28,45,1
28,46,1
28,47,1
28,48,1
28,49,4
28,50,1
28,51,5
28,52,3
28,53,1
28,54,1
28,56,1
28,57,2
28,59,1
28,60,1
28,63,2
28,70,1
29,27,2
29,28,3
29,29,1
29,30,8
29,31,14
29,32,25
29,33,72
29,34,83
29,35,214
29,36,124
29,38,4
29,39,9
29,40,4
29,41,19
29,42,28
29,43,30
29,44,35
29,45,13
29,46,1
29,47,3
29,48,4
29,49,4
29,50,2
29,51,5
29,52,8
29,53,3
29,54,3
29,55,1
29,56,1
29,57,1
29,58,1
29,60,1
29,61,2
29,62,3
