add_ds_card,mult_ds_card,count
3,3,1
6,6,15
9,10,33
10,9,3
10,10,98
10,15,1
11,21,1
12,14,2
12,15,12
13,14,1
13,15,46
13,21,1
14,14,11
14,15,308
15,14,19
15,15,410
15,20,1
15,21,30
16,20,3
16,21,43
17,19,1
17,20,9
17,21,152
17,28,2
18,18,2
18,19,2
18,20,29
18,21,562
18,26,1
18,27,5
18,28,8
18,36,1
19,18,2
19,19,2
19,20,75
19,21,1132
19,26,1
19,27,6
19,28,28
19,36,4
20,18,4
20,20,151
20,21,1414
20,24,1
20,27,19
20,28,79
20,35,1
20,36,2
21,18,2
21,20,30
21,21,302
21,25,2
21,26,2
21,27,43
21,28,178
21,34,1
21,35,9
21,36,25
21,44,1
21,45,1
22,25,6
22,26,8
22,27,119
22,28,669
22,33,2
22,35,11
22,36,39
22,42,2
22,54,1
22,55,1
23,25,13
23,26,9
23,27,277
23,28,1399
23,31,1
23,32,1
23,33,4
23,34,4
23,35,51
23,36,116
23,44,3
23,45,3
23,54,1
23,55,1
24,23,1
24,25,17
24,26,37
24,27,625
24,28,3051
24,33,3
24,34,3
24,35,55
24,36,172
24,42,2
24,43,2
24,44,6
24,45,7
24,51,1
24,52,1
24,53,2
24,54,1
24,55,1
25,24,1
25,25,27
25,26,38
25,27,653
25,28,3506
25,31,1
25,32,3
25,33,14
25,34,12
25,35,164
25,36,392
25,42,1
25,43,3
25,44,11
25,45,10
25,52,2
25,53,1
25,54,7
25,55,14
26,25,21
26,26,26
26,27,594
26,28,2723
26,31,4
26,32,3
26,33,30
26,34,48
26,35,358
26,36,1018
26,38,1
26,40,2
26,41,3
26,42,5
26,43,8
26,44,34
26,45,49
26,50,2
26,52,1
26,53,4
26,54,12
26,55,5
26,61,1
26,63,2
26,65,1
26,73,1
27,25,6
27,26,6
27,27,146
27,28,648
27,30,1
27,31,2
27,32,4
27,33,53
27,34,77
27,35,687
27,36,2064
27,39,1
27,41,3
27,42,12
27,43,14
27,44,109
27,45,89
27,47,1
27,52,5
27,53,8
27,54,25
27,55,25
27,63,1
27,64,3
27,65,2
27,66,1
27,77,1
28,27,9
28,28,25
28,29,1
28,30,4
28,31,4
28,32,9
28,33,115
28,34,156
28,35,1471
28,36,4168
28,39,1
28,40,5
28,41,11
28,42,26
28,43,37
