add_ds_card,mult_ds_card,count
3,3,1
6,6,14
9,9,1
9,10,26
10,10,108
11,14,1
11,15,1
11,21,1
12,14,1
12,15,12
13,14,2
13,15,39
13,21,1
14,13,2
14,14,28
14,15,355
15,14,22
15,15,347
15,20,1
15,21,22
15,27,1
16,20,4
16,21,41
16,27,1
16,28,2
17,18,1
17,19,1
17,20,15
17,21,158
17,25,1
17,27,1
17,35,1
18,19,5
18,20,63
18,21,564
18,24,1
18,26,1
18,27,6
18,28,9
19,18,5
19,19,4
19,20,144
19,21,1058
19,27,18
19,28,24
19,34,1
19,35,2
19,36,2
20,18,3
20,19,10
20,20,190
20,21,1366
20,24,1
20,25,3
20,26,7
20,27,35
20,28,92
20,33,1
20,35,2
20,36,2
21,19,3
21,20,38
21,21,252
21,25,7
21,26,13
21,27,77
21,28,203
21,32,1
21,33,1
21,34,1
21,35,13
21,36,10
21,42,3
21,44,1
21,55,1
22,22,1
22,24,3
22,25,11
22,26,35
22,27,207
22,28,689
22,32,1
22,33,4
22,34,2
22,35,15
22,36,23
22,38,1
22,39,1
22,42,2
22,44,4
22,53,1
23,23,1
23,24,9
23,25,20
23,26,47
23,27,367
23,28,1370
23,30,1
23,32,1
23,33,13
23,34,15
23,35,51
23,36,70
23,40,1
23,42,2
23,43,3
23,44,3
23,50,1
24,23,1
24,24,7
24,25,48
24,26,70
24,27,717
24,28,2848
24,30,1
24,31,1
24,32,2
24,33,4
24,34,9
24,35,76
24,36,170
24,38,1
24,39,2
24,40,1
24,41,4
24,42,3
24,43,3
24,44,9
24,45,8
24,50,1
24,52,1
24,53,1
24,54,3
24,58,1
25,24,6
25,25,40
25,26,91
25,27,833
25,28,3369
25,30,2
25,31,2
25,32,13
25,33,16
25,34,45
25,35,200
25,36,404
25,37,1
25,38,2
25,39,1
25,40,7
25,41,6
25,42,14
25,43,8
25,44,21
25,45,8
25,50,2
25,51,1
25,53,5
25,54,4
25,55,1
25,61,1
26,23,1
26,24,5
26,25,33
26,26,56
26,27,615
26,28,2357
26,29,1
26,30,2
26,31,5
26,32,15
26,33,49
26,34,73
26,35,493
26,36,1010
26,38,2
26,39,2
26,40,5
26,41,15
26,42,14
26,43,26
26,44,52
26,45,46
26,48,1
26,49,1
26,50,2
26,51,6
26,52,4
26,53,4
26,54,8
26,56,2
26,58,2
26,59,1
26,62,1
26,63,1
26,64,1
26,73,1
27,25,13
27,26,9
27,27,164
27,28,470
27,29,2
27,30,6
27,31,8
27,32,28
27,33,122
27,34,144
27,35,930
27,36,2052
27,37,2
27,38,6
27,39,2
27,40,12
27,41,21
27,42,27
27,43,41
27,44,112
27,45,103
27,46,3
27,48,1
27,49,1
27,50,1
27,51,7
27,52,10
27,53,11
27,54,17
27,55,5
27,57,1
27,58,2
27,59,2
27,60,3
27,61,2
27,62,1
27,63,1
27,65,1
27,67,1
27,70,1
27,73,1
28,26,1
28,27,3
28,28,16
28,29,2
28,30,4
28,31,8
28,32,57
28,33,194
28,34,350
28,35,1734
28,36,4067
28,37,1
28,38,2
28,39,3
28,40,11
28,41,20
28,42,55
28,43,86
28,44,263
28,45,253
28,48,1
28,49,2
28,50,5
28,51,7
28,52,15
28,53,23
28,54,25
28,55,10
28,56,2
28,57,1
28,58,1
28,59,4
28,60,3
28,61,1
28,62,2
28,63,2
28,64,3
28,65,3
28,69,1
28,70,1
28,72,1
28,76,1
29,28,3
29,29,1
29,30,7
29,31,22
29,32,69
29,33,271
29,34,414
29,35,2643
29,36,5983
29,37,1
29,38,4
29,39,10
29,40,13
29,41,36
29,42,142
29,43,166
29,44,603
29,45,623
29,46,1
29,47,5
29,48,3
29,49,6
29,50,8
29,51,16
29,52,29
29,53,43
29,54,72
29,55,51
29,57,3
29,58,3
29,59,1
29,60,5
29,61,5
29,62,6
29,63,5
29,64,10
29,65,6
29,66,1
29,68,1
29,69,1
29,70,1
29,72,1
29,73,1
29,74,1
29,75,1
29,76,2
29,78,1
30,28,1
30,29,1
30,30,15
30,31,20
30,32,80
30,33,309
30,34,506
30,35,3152
30,36,6920
30,37,2
30,38,10
30,39,22
30,40,31
30,41,78
30,42,246
30,43,315
30,44,1166
30,45,1411
30,46,2
30,47,3
30,48,4
30,49,11
30,50,15
30,51,35
30,52,60
30,53,81
30,54,148
30,55,114
30,56,1
30,57,5
30,58,1
30,59,1
30,60,6
30,61,4
30,62,14
30,63,19
30,64,16
30,65,15
30,66,3
30,69,1
30,70,3
30,71,1
30,73,5
30,74,4
30,75,1
30,77,1
30,81,1
30,84,1
30,88,1
30,96,1
31,29,1
31,30,10
31,31,12
31,32,55
31,33,244
31,34,429
31,35,2613
31,36,5588
31,37,5
31,38,20
31,39,37
31,40,50
31,41,167
31,42,438
31,43,636
31,44,2226
31,45,2825
31,46,5
