N,set_cardinality,add_ds_card,mult_ds_card,count
6,6,11,18,1
7,6,11,18,1
7,6,11,20,1
7,6,12,20,1
7,6,12,21,1
7,6,13,18,1
7,6,13,20,2
8,6,11,18,1
8,6,11,20,2
8,6,12,18,1
8,6,12,20,2
8,6,12,21,1
8,6,13,15,1
8,6,13,18,3
8,6,13,20,4
8,6,13,21,3
8,6,14,18,2
8,6,14,20,2
8,6,14,21,2
8,6,15,18,2
8,6,15,20,1
8,6,15,21,1
9,6,11,18,1
9,6,11,20,3
9,6,12,18,1
9,6,12,20,3
9,6,12,21,2
9,6,13,15,1
9,6,13,18,4
9,6,13,19,3
9,6,13,20,5
9,6,13,21,6
9,6,14,15,1
9,6,14,18,4
9,6,14,19,3
9,6,14,20,12
9,6,14,21,4
9,6,15,16,1
9,6,15,17,1
9,6,15,18,2
9,6,15,19,3
9,6,15,20,9
9,6,15,21,4
9,6,16,18,5
9,6,16,19,1
9,6,16,20,2
9,6,16,21,2
9,6,17,17,1
10,6,11,18,1
10,6,11,20,3
10,6,11,21,1
10,6,12,18,1
10,6,12,20,5
10,6,12,21,2
10,6,13,15,1
10,6,13,18,5
10,6,13,19,4
10,6,13,20,9
10,6,13,21,8
10,6,14,15,1
10,6,14,18,7
10,6,14,19,5
10,6,14,20,20
10,6,14,21,9
10,6,15,16,1
10,6,15,17,1
10,6,15,18,10
10,6,15,19,6
10,6,15,20,28
10,6,15,21,20
10,6,16,18,9
10,6,16,19,4
10,6,16,20,22
10,6,16,21,9
10,6,17,15,1
10,6,17,17,1
10,6,17,18,3
10,6,17,19,2
10,6,17,20,7
10,6,17,21,4
11,6,11,18,1
11,6,11,20,4
11,6,11,21,2
11,6,12,18,1
11,6,12,20,5
11,6,12,21,4
11,6,13,15,1
11,6,13,18,5
11,6,13,19,4
11,6,13,20,12
11,6,13,21,13
11,6,14,15,1
11,6,14,18,7
11,6,14,19,5
11,6,14,20,24
11,6,14,21,23
11,6,15,16,1
11,6,15,17,1
11,6,15,18,12
11,6,15,19,7
11,6,15,20,50
11,6,15,21,65
11,6,16,18,12
11,6,16,19,8
11,6,16,20,52
11,6,16,21,54
11,6,17,15,1
11,6,17,17,1
11,6,17,18,6
11,6,17,19,2
11,6,17,20,34
11,6,17,21,29
11,6,18,18,3
11,6,18,20,3
11,6,18,21,6
11,6,19,18,1
11,6,19,20,2
12,6,11,18,2
12,6,11,20,4
12,6,11,21,3
12,6,12,18,1
12,6,12,20,7
12,6,12,21,4
12,6,13,15,1
12,6,13,18,5
12,6,13,19,4
12,6,13,20,15
12,6,13,21,18
12,6,14,15,1
12,6,14,18,11
12,6,14,19,6
12,6,14,20,30
12,6,14,21,30
12,6,15,15,1
12,6,15,16,2
12,6,15,17,2
12,6,15,18,20
12,6,15,19,18
12,6,15,20,77
12,6,15,21,101
12,6,16,15,2
12,6,16,16,2
12,6,16,17,1
12,6,16,18,22
12,6,16,19,22
12,6,16,20,98
12,6,16,21,111
12,6,17,15,1
12,6,17,16,2
12,6,17,17,4
12,6,17,18,22
12,6,17,19,11
12,6,17,20,102
12,6,17,21,76
12,6,18,17,1
12,6,18,18,11
12,6,18,19,4
12,6,18,20,27
12,6,18,21,31
12,6,19,18,3
12,6,19,19,1
12,6,19,20,6
12,6,19,21,1
13,6,11,18,2
13,6,11,20,4
13,6,11,21,5
13,6,12,18,1
13,6,12,20,8
13,6,12,21,7
13,6,13,15,1
13,6,13,18,5
13,6,13,19,4
13,6,13,20,17
13,6,13,21,27
13,6,14,15,1
13,6,14,18,11
13,6,14,19,6
13,6,14,20,33
13,6,14,21,45
13,6,15,15,1
13,6,15,16,2
13,6,15,17,2
13,6,15,18,20
13,6,15,19,19
13,6,15,20,98
13,6,15,21,184
