set_cardinality,add_ds_card,mult_ds_card,count
21,76,207,55550087
22,78,219,33735965
23,80,232,12297582
22,78,221,36048565
21,75,204,52933648
22,76,215,34396482
23,79,229,15709727
24,80,238,5455870
23,78,227,18605254
22,77,215,32140739
23,80,228,9450692
22,78,218,32119937
21,74,202,45746437
20,72,186,44635187
21,77,203,41986008
22,80,213,9014408
21,76,199,37771415
22,78,211,19661485
23,80,224,6751246
22,79,215,18442728
21,75,199,39434983
20,73,187,52492363
21,78,206,35188109
22,80,217,11843729
21,77,202,39506484
20,74,190,62965872
21,77,206,46526765
20,74,193,65186460
19,69,174,41095085
18,66,156,21368264
19,72,174,62325117
20,76,187,45620345
19,71,172,51762142
20,76,185,40255073
21,80,199,7565902
20,76,188,48670445
19,71,170,43100625
20,74,182,36392373
21,79,198,14289881
22,80,207,4996348
21,77,194,20231150
20,72,181,28062397
21,78,195,17225902
20,75,185,46000250
19,69,168,25354106
20,73,184,42292567
21,77,201,37515184
22,79,211,13374639
21,76,197,31778798
22,78,210,18006660
23,80,222,5475068
22,79,213,15823538
21,76,198,34853969
20,75,187,52215431
21,78,204,33141078
22,80,215,10548955
21,78,202,30212855
20,74,189,59981716
20,75,191,61674639
19,70,173,48454298
18,66,159,27884604
19,71,177,63310184
20,75,192,61708122
20,76,192,53081298
21,79,207,21380944
20,75,193,60989204
19,72,176,65100654
20,75,188,55725453
21,78,203,32043527
22,80,214,9774011
21,78,201,28694755
19,70,172,44739009
19,72,173,60242078
20,77,184,29148169
19,72,170,46927056
20,76,184,37027145
21,80,198,6975835
20,77,188,37884225
18,67,159,36355577
19,72,177,67682893
20,76,190,52054947
19,71,174,57641338
18,67,160,39137013
17,61,142,6331300
18,64,155,9389803
19,69,172,36529553
20,73,186,49681421
21,77,200,35030015
20,74,188,58306784
19,69,171,33754082
20,73,183,37952803
21,78,198,22997724
22,80,208,5618157
21,77,196,24863784
21,78,196,18883320
20,73,185,46125011
20,72,184,37984383
21,75,201,45392631
22,78,212,21681327
23,80,223,6045697
22,79,212,14752809
20,74,187,54484717
22,80,216,11172639
