set_cardinality,add_ds_card,mult_ds_card,count
23,84,228,20482109
22,82,215,19927000
23,86,233,35726367
24,88,244,21731709
23,85,230,28190327
22,81,215,15794450
23,85,231,30135049
22,82,218,25485555
21,77,199,5874332
20,73,183,1810903
21,79,203,16076236
22,84,217,32948362
21,79,201,13338732
22,83,216,26551770
23,87,231,30433757
22,82,220,29294047
21,78,202,11079552
22,81,216,17255586
23,85,232,32475759
24,88,242,19093350
23,85,228,23955666
22,83,213,20465691
23,87,228,24655338
22,82,216,21641357
21,77,198,5212763
20,73,185,2408503
21,79,204,17570597
22,84,218,35354015
21,79,202,14686730
22,82,217,23513204
22,83,221,37447499
21,77,203,8907766
20,74,188,4914745
21,80,207,27436619
22,84,221,41918581
20,75,188,6869587
21,80,205,24113496
19,68,168,387900
20,70,185,717788
21,77,206,11588751
22,81,224,29863196
22,81,223,28491180
23,84,240,42433140
22,82,225,37790325
22,80,221,19288515
23,85,238,44948436
24,86,251,35670466
23,83,236,29678928
22,81,220,23699710
23,85,236,40949122
22,81,221,25348018
21,76,202,5746365
22,79,214,7776296
23,84,232,27955207
24,88,245,23207365
23,84,230,24197957
24,85,246,23974897
25,88,259,19238729
24,87,248,31900538
23,82,233,18744570
22,80,219,16716118
23,84,237,37484644
24,87,249,33711154
23,84,234,31807025
22,80,218,15440075
23,85,235,38945006
21,75,199,2827715
22,78,215,6111752
23,82,235,21575554
24,86,248,30447674
23,82,231,16047561
24,86,247,28643647
25,88,261,21478454
24,86,250,33841408
23,83,232,22734617
24,84,245,17820218
25,87,259,19920441
26,88,268,9856251
25,86,257,15208391
24,85,242,17669854
25,88,256,15768827
24,85,244,20716683
23,81,228,9233163
22,79,215,8582477
23,83,233,24411406
24,87,247,30087942
23,82,232,17422063
24,85,247,25648487
25,88,260,20413621
22,79,220,13391431
23,84,239,40864814
24,87,253,40375733
23,83,237,31455782
22,79,221,14445840
22,79,223,16493923
21,74,202,2718424
22,77,220,6682540
23,82,242,30656245
24,85,257,41870346
23,81,239,21032248
24,84,254,30458519
25,88,270,31126909
24,86,257,43893645
23,80,237,13395483
24,84,251,26342054
25,87,268,32926559
26,88,277,17239774
25,86,264,23795186
24,84,250,24806896
25,88,265,26174806
24,84,253,29072676
23,81,234,15410444
24,82,246,10450905
25,86,262,21239347
26,88,273,13677531
25,85,260,15351774
26,86,274,11367954
27,88,284,7069081
26,87,276,15794318
25,84,262,13252546
24,83,248,16787883
25,86,266,26419812
24,84,249,23447460
25,87,265,28508011
24,84,252,27577246
23,80,232,9257067
23,82,236,23026944
24,87,251,37151397
24,85,251,32705401
23,81,235,16541570
26,88,275,15450806
25,86,263,22539545
23,81,231,12134063
23,81,240,22150876
24,86,253,38769238
25,88,268,29375169
23,82,239,27118036
22,78,223,11793287
23,84,243,45725193
24,87,257,45263586
23,83,240,36221352
23,83,241,37710131
22,79,224,17450344
21,73,202,1805595
22,76,215,2770657
23,81,238,19936778
