set_cardinality,add_ds_card,mult_ds_card,count
20,39,152,1
21,60,163,852
20,57,158,1377
19,37,143,1
20,56,154,98
21,60,168,2894
22,62,173,772
21,59,163,373
22,60,173,99
23,62,182,61
22,61,177,870
21,58,164,163
20,57,155,687
21,60,171,4150
22,62,178,1779
21,61,169,5674
20,58,162,6495
19,54,145,326
18,51,135,230
19,55,153,5196
20,60,162,25033
19,55,150,3004
20,59,162,12797
21,62,174,30877
20,57,166,5492
19,54,150,1619
20,58,159,3719
21,61,172,10047
20,58,155,1615
21,62,166,7642
20,59,161,13002
19,55,145,777
18,36,134,1
20,59,156,4172
19,39,145,1
20,58,158,3137
21,61,168,5595
19,55,149,2167
18,51,140,968
19,54,156,5054
20,59,164,20383
19,56,152,9337
18,37,140,1
18,51,142,1299
17,33,124,1
18,50,135,115
19,56,154,14165
20,60,163,30538
19,55,151,2868
21,62,173,29202
20,59,165,21963
21,63,171,35618
22,64,177,8484
20,58,156,2010
21,63,167,20446
20,60,161,25887
20,57,156,865
21,61,166,3088
22,62,179,2620
23,64,188,1917
22,63,182,10538
21,60,169,2380
20,58,160,3941
21,61,176,20253
22,64,184,27539
21,61,173,14036
20,58,161,6493
20,58,165,11170
19,54,146,415
20,56,155,300
21,60,173,6844
22,63,180,6652
21,59,169,919
22,62,181,2979
21,59,165,499
22,60,174,94
23,63,187,573
24,64,192,62
23,62,183,106
22,61,174,186
23,64,184,1019
20,56,153,148
22,64,174,5450
22,62,172,730
23,64,181,574
22,63,176,3373
20,57,154,322
21,61,170,9195
21,61,167,4074
21,62,170,19177
20,59,163,14693
19,53,144,100
20,54,155,47
21,60,175,7565
22,61,178,722
22,62,182,5313
21,58,165,197
23,64,185,1101
22,61,180,1477
21,57,164,59
22,58,175,32
23,62,190,226
24,64,195,206
23,61,185,40
24,62,194,2
25,64,203,26
24,63,198,134
23,60,185,20
22,59,176,61
23,62,193,697
24,64,199,168
23,62,189,487
22,60,180,750
23,63,191,1650
22,61,185,3330
21,56,166,54
20,55,157,172
21,60,177,12655
22,63,184,12775
21,59,172,2109
22,62,184,6788
23,64,195,6287
22,61,188,4080
21,58,171,834
23,63,193,1687
