set_cardinality,add_ds_card,mult_ds_card,count
21,77,195,16791044
20,75,187,44231691
19,70,171,38551041
18,66,158,25983570
19,71,175,58907747
20,74,188,52356227
19,70,172,42586256
19,70,174,49875717
18,67,159,36565624
17,61,141,5190141
18,63,155,6223069
20,73,189,56906578
19,69,173,40515118
20,72,186,43021393
21,75,201,42214026
20,73,188,54282544
19,68,171,25552797
20,71,184,30927839
21,76,200,32555434
22,77,208,14447772
21,74,196,26090597
20,72,183,31239110
21,76,197,24891025
20,72,188,50102248
19,67,169,14820738
20,70,189,38205800
21,73,209,60000191
22,77,219,35008201
21,74,204,50321711
22,75,218,41317521
23,77,231,25571236
22,76,222,43732882
21,73,205,52028953
20,71,191,54219647
21,74,209,60427356
22,77,223,39945348
21,74,207,58361501
20,70,193,48676828
21,75,210,58847277
20,71,194,58427988
19,66,174,19063865
20,69,186,23938481
21,73,207,57104197
22,76,220,40274069
21,72,203,38720338
22,75,215,33724600
23,77,230,23930475
21,72,200,30595595
22,73,213,22314581
23,76,230,22979682
24,77,238,9987502
23,75,225,16168646
22,74,213,25082433
23,77,228,20432105
22,75,219,43921409
21,71,199,22759178
20,69,178,8902710
21,73,197,27628675
22,77,205,10155002
21,72,191,11210274
22,75,202,8440529
23,77,214,4479149
22,76,207,13800349
21,73,191,13734180
20,69,179,10588300
22,77,207,12962381
21,74,193,18793137
20,71,182,24992629
21,75,198,32923529
20,71,186,37982110
19,66,166,6924172
20,67,179,5228436
22,75,210,21601007
21,72,194,16091341
22,74,205,10756842
23,77,218,7754903
22,75,208,17396924
21,71,191,9090214
22,73,203,7426791
23,76,218,7231629
24,77,225,2224764
23,75,214,4602709
23,77,217,6774250
22,74,210,18962297
21,70,191,6465913
22,71,213,13045316
23,75,233,30285548
24,77,241,13190106
23,74,226,14129144
24,75,238,8587549
25,77,250,4942068
24,76,242,12234037
23,73,226,11740910
22,72,213,16891989
23,75,231,26407090
24,77,242,14451291
23,75,228,20954815
22,73,216,28494735
23,76,233,28021261
22,74,222,45480605
21,69,200,13754192
20,68,188,21187088
21,72,209,51705515
22,76,224,45802232
21,72,207,48647158
22,75,220,46095242
23,77,235,32100808
21,71,204,34206020
22,73,218,33085898
23,76,234,29594916
24,77,243,15450798
22,74,217,34593203
23,77,232,27486173
21,71,202,29653764
20,69,181,13383226
21,73,200,36706867
22,76,209,17232279
21,73,195,22500900
23,77,219,8595543
22,76,211,20805149
21,72,196,20310194
20,69,183,16870125
21,74,200,38494828
22,76,212,23109569
21,73,198,30362338
20,70,186,30415876
21,74,202,44422720
20,71,188,44824145
19,65,168,6667026
18,63,153,4368294
19,69,172,36071289
20,73,187,50152222
19,68,172,28436991
20,73,186,47113479
21,76,199,29802902
19,68,169,19552167
20,72,184,35216093
21,75,200,39335167
22,77,210,17873354
20,71,185,34494710
20,72,189,52684855
19,68,170,22188860
20,71,190,50868263
21,74,210,60313705
22,77,222,39176085
21,74,206,55964491
23,77,233,28935933
20,69,189,30443203
22,77,221,37914239
21,75,207,58072850
20,72,192,61861232
21,76,208,47050702
20,71,192,56469112
19,66,172,15574463
20,69,185,21734017
21,73,206,54599984
22,76,219,38408664
21,73,203,45964804
22,75,216,36034008
23,77,229,22266278
21,72,198,25120759
22,73,215,26697880
23,76,231,24500200
22,74,216,31848225
22,75,222,50362638
20,70,181,17265743
22,77,209,16368851
21,73,194,19678410
22,75,205,12295165
22,76,208,15261479
21,73,193,17781008
20,70,177,10098223
21,74,194,20877806
22,77,206,11594352
21,75,197,30004684
19,67,165,8650189
18,64,152,5429392
19,69,171,32496183
20,74,184,37874480
19,70,169,30065397
20,73,181,27877046
21,77,194,14992101
20,73,182,31513128
19,68,165,11551105
20,72,180,22164380
21,75,196,26840898
21,75,192,17063515
20,72,181,25128399
21,76,196,22258724
19,68,167,15356645
20,71,187,41044087
22,77,218,33057166
22,75,214,30939845
22,76,218,36146945
21,73,201,39461296
21,75,203,48465657
22,77,216,29409961
21,75,202,45201959
21,75,205,53862732
20,72,191,59865041
18,65,158,19698566
19,70,177,59417270
20,74,193,62126801
20,72,194,63241928
19,69,176,47865755
21,75,209,59481533
22,77,220,36499213
21,75,206,56028115
20,73,192,65547827
21,77,208,36148376
20,73,196,62975519
18,65,157,16275689
19,71,176,61425382
20,72,185,39048718
21,76,198,27332839
18,66,157,21593201
19,71,174,55983382
20,74,187,48589968
19,70,173,47411160
19,71,173,53377420
18,67,158,33234274
17,60,140,2825664
18,61,158,4456906
19,68,177,42088830
20,71,193,58443552
21,74,208,58990142
19,68,176,38624452
20,70,191,44456000
21,75,208,58429680
20,72,196,61346423
19,67,176,30222803
20,69,192,37737732
21,74,213,57264572
22,77,224,40411444
22,75,223,51965484
23,77,237,34611159
