set_cardinality,add_ds_card,mult_ds_card,count
23,66,201,1
24,85,214,695850
25,87,225,546570
24,86,219,1293098
23,83,204,894434
22,80,194,742669
23,83,212,3225921
24,87,220,1892547
23,84,208,1924981
22,64,195,216
23,84,210,2603543
22,80,201,2503621
21,60,180,31
22,77,194,261601
23,82,215,3515219
24,85,223,2712979
23,81,209,1069952
24,84,221,1401495
25,87,233,1784645
24,85,226,4079185
23,81,207,777177
24,83,217,678183
25,86,232,938893
26,87,238,468503
25,85,227,539508
24,83,215,488669
25,87,228,882038
23,80,204,283590
24,81,217,291313
25,85,233,1314779
26,87,239,536771
25,84,227,298400
26,85,239,308122
27,87,250,287298
26,86,244,508517
25,83,229,370612
24,82,219,544379
25,85,238,2562110
26,87,245,1241231
24,83,221,1258895
25,86,234,1242216
24,84,227,3273815
23,79,207,395573
22,78,195,437724
23,83,217,6516040
24,86,226,3437990
23,81,211,1484793
24,85,225,3592240
25,87,239,3868603
24,84,231,5458315
23,81,212,1736312
24,83,222,1461443
25,86,237,1870750
26,87,244,1082692
25,85,232,1132429
24,84,217,757346
25,87,231,1362407
24,84,225,2494527
23,81,206,649711
22,78,193,293981
23,82,212,2234859
24,86,220,1498364
23,82,206,854332
24,85,220,1786757
25,87,232,1556118
24,86,225,2996389
23,82,210,1646287
22,79,200,1751690
23,83,219,8411988
24,86,227,3905313
23,83,213,3768212
23,84,215,5298691
22,80,204,4006040
21,75,182,245585
20,72,172,230846
21,77,193,3690875
22,83,207,12314197
21,77,192,3125662
22,82,206,8747283
23,86,220,9813435
22,80,209,8043040
21,76,190,1594134
22,81,203,4680945
23,84,219,8855780
24,87,227,4836835
23,85,215,6509931
22,80,206,5319437
21,76,187,927889
22,80,200,2117265
24,87,226,4278261
24,85,227,4660546
24,86,231,6304700
23,83,215,4993719
22,78,202,1512114
23,81,222,7185675
24,87,232,8632569
23,84,218,7878016
22,80,203,3389428
23,86,218,7856641
22,80,207,6171807
21,75,185,445655
22,79,197,1049965
23,83,214,4328571
25,87,238,3396115
24,85,229,6014814
23,82,209,1405300
24,83,223,1712542
25,86,238,2109473
25,85,234,1507635
24,84,222,1623051
25,87,234,2057007
22,79,198,1228862
24,87,223,2878212
24,85,222,2360351
23,83,211,2790286
22,80,197,1275935
23,85,216,7319978
22,79,202,2408180
23,84,216,6026025
22,81,204,5490615
21,76,184,519221
20,58,170,144
21,77,190,2226766
22,81,202,4060173
21,62,187,655
22,81,200,2957070
23,85,212,4320490
21,77,184,736154
22,82,198,2692003
23,86,213,4150875
23,84,209,2233424
22,66,196,837
23,86,210,2721305
22,83,202,6300885
21,63,184,750
22,80,198,1516701
24,87,222,2531038
23,83,209,2055224
23,83,216,5661137
23,84,213,4023665
23,84,214,4639459
21,76,193,2650150
22,83,205,9449249
21,78,190,2948883
22,82,205,7620594
23,85,219,10640820
22,78,209,4446003
21,75,190,1152891
22,82,200,3698104
23,87,214,4404066
22,83,206,10831527
21,78,187,1735063
20,60,173,611
21,79,192,5555901
22,84,202,6507519
21,65,188,7303
22,82,202,4994147
23,85,214,5709909
20,72,177,656152
21,75,195,2663166
20,61,178,5809
21,79,193,6486240
20,72,178,793208
19,54,158,26
20,69,172,67028
22,81,208,9526246
21,75,193,1944869
22,80,208,7055428
23,83,222,12063115
22,79,211,8629942
21,75,192,1628308
22,79,206,4368085
23,84,223,14074652
24,85,230,6779288
23,82,218,5305021
22,78,203,1779618
23,84,217,6873635
21,74,188,501071
23,84,222,12531092
24,87,229,6130757
25,87,243,6156015
24,86,236,10865102
23,81,219,4832138
22,78,205,2471331
23,82,225,12413605
24,86,235,9831084
23,83,221,10754799
22,80,205,4620733
23,84,220,10015982
22,79,208,5832566
21,74,186,339411
22,77,198,558638
24,85,228,5272124
25,87,240,4372677
24,85,231,7627288
23,82,211,1916251
24,83,226,2634702
25,86,242,3422806
26,87,248,1824608
25,85,237,2280948
24,84,224,2175047
25,87,237,3042188
23,80,213,1339192
22,77,199,670560
23,83,218,7433883
23,80,211,967984
25,87,235,2310724
24,86,229,4985853
23,82,213,2605638
22,77,202,1146833
22,79,205,3804803
21,73,184,162664
22,76,198,369942
23,79,217,1986737
24,83,229,3945367
25,87,241,4941994
24,83,225,2278884
24,83,231,5098100
24,81,226,1221895
25,85,243,4787222
26,87,249,2056922
25,84,237,1345169
26,85,249,1247204
27,87,260,1075459
26,86,254,1857845
25,83,238,1388944
24,82,223,1017173
25,85,244,5409008
26,87,253,3359260
25,85,241,3771725
24,83,232,5774159
23,79,211,773223
23,82,222,8783864
24,86,233,7918491
23,81,218,4240180
24,84,234,7797298
25,87,248,10350194
24,83,238,11462561
23,80,217,2447869
25,86,248,6757204
26,87,255,4198670
24,84,235,8712926
23,80,215,1819070
23,82,216,3986740
24,85,236,13274541
22,77,205,1857411
22,78,207,3336630
21,73,186,250772
22,75,196,165871
24,84,230,4798413
25,86,243,3895595
23,79,215,1474197
24,82,225,1370057
25,86,241,3071509
26,87,247,1620342
25,85,235,1745052
24,83,220,1080043
24,82,227,1826715
23,78,207,199360
24,81,220,487167
25,84,240,2023423
25,84,231,561069
26,85,247,959927
27,87,259,949305
26,86,253,1633339
25,83,237,1230171
24,81,227,1424336
25,84,247,4732257
23,78,209,284915
24,79,221,251485
25,84,242,2586681
26,86,249,971362
25,83,236,1033764
26,85,248,1089874
26,85,253,2098790
25,82,233,345480
26,83,243,239652
27,86,259,358387
28,87,264,198089
27,85,253,203947
26,84,241,190918
27,87,253,442829
25,81,231,184648
24,80,218,193322
25,84,236,1151140
26,87,242,836868
26,85,241,404422
27,87,252,381395
26,86,247,769960
25,83,231,500114
24,81,221,570247
24,81,224,896073
24,82,230,2778713
23,77,208,179231
22,75,194,111440
23,81,216,3156655
23,79,210,669017
24,84,223,1867937
24,83,227,3011899
23,80,208,584307
24,83,218,798479
25,85,228,627086
24,81,215,202405
25,87,229,1017057
23,78,204,104868
24,81,218,340439
25,85,236,1982175
26,87,241,723866
25,84,228,356152
24,82,221,750765
25,85,240,3314924
23,79,208,470223
22,76,196,253018
23,80,214,1544678
24,84,229,4284543
24,83,219,932192
23,80,207,486283
22,76,193,140971
24,86,221,1739060
23,82,221,7769291
22,79,204,3273688
21,72,182,61522
22,73,196,69155
23,80,219,3245969
24,83,230,4481605
24,82,228,2109777
23,79,213,1077469
24,81,223,782310
25,86,239,2417895
25,84,234,882877
24,82,220,642427
24,80,221,323309
26,87,246,1408836
25,84,233,762614
27,87,258,820450
26,86,252,1456007
25,84,245,3751942
26,87,254,3762015
24,81,228,1642274
25,85,242,4228808
24,82,232,3628647
23,77,210,262434
24,79,220,223575
25,83,241,2097400
25,82,236,541741
26,85,250,1433899
25,82,232,294416
26,83,242,206283
27,86,257,268068
28,87,262,150413
27,85,252,174376
25,81,230,160216
24,79,216,110208
25,82,227,128652
26,85,238,264397
27,87,249,249191
25,83,228,314712
24,81,222,656376
24,82,229,2438298
23,76,206,71416
24,77,220,71105
25,83,243,2731495
26,84,247,464613
26,85,252,1836085
25,81,232,222671
27,86,258,306507
28,87,263,171855
26,83,241,166747
27,87,254,498535
26,84,249,624736
25,80,230,80293
26,81,243,75950
27,85,260,535316
28,87,265,219381
27,84,254,87836
28,85,265,84517
29,87,275,77345
28,86,270,118545
27,83,255,95861
26,82,245,133704
27,85,264,879753
28,87,271,476268
26,83,249,573268
27,86,261,457173
26,84,254,1225286
25,79,233,104333
24,78,223,160194
25,83,246,3906284
25,82,240,968496
26,85,255,2653013
27,87,267,2465801
26,84,259,2238198
25,81,240,750728
26,83,250,653378
27,86,265,756956
27,85,261,595439
26,84,245,353596
26,84,253,1057621
25,81,234,301482
25,83,233,686290
25,82,237,637844
24,80,227,854948
26,86,255,2078373
25,83,242,2398644
25,84,243,2928632
24,82,234,4666343
23,75,210,98224
22,74,199,167891
23,79,220,3068381
24,83,235,8241046
24,83,237,10309036
24,82,231,3173512
25,85,248,8367155
24,82,236,5895525
23,78,216,949993
24,81,229,1905560
25,84,248,5266412
25,84,241,2270141
26,85,257,3344138
26,86,260,3654214
25,83,244,3079778
24,80,230,1327671
25,83,250,6182947
26,87,260,7175976
25,86,246,5514179
24,82,235,5253409
23,77,212,371295
24,79,223,366281
27,87,264,1741388
25,82,235,464939
26,84,250,711422
27,87,261,1219644
25,81,238,560205
24,80,225,623576
26,87,250,2310993
24,80,222,379912
26,87,252,2980129
23,80,218,2850522
24,81,225,1044462
24,82,222,868195
25,85,239,2944457
23,78,210,344839
22,76,199,446225
23,81,221,6334512
24,84,233,6931925
24,83,236,9193264
25,86,247,6104268
25,87,242,5484612
23,79,216,1719796
22,76,202,761216
23,80,216,2101621
24,85,234,10706241
22,77,203,1341763
23,81,220,5539474
22,77,206,2187310
21,71,185,83321
20,70,172,107791
22,82,208,11335835
22,81,207,8334696
23,84,221,11242909
22,80,210,9155142
21,76,191,1878611
24,86,230,5629887
21,74,190,744535
23,83,227,20691376
24,87,235,11695657
25,87,247,9436387
24,85,239,17873398
22,79,209,6637233
23,82,228,16940533
24,86,239,14530093
23,84,225,17372088
23,84,226,19107291
22,80,213,13239957
23,82,223,9894432
23,82,220,6832736
24,85,233,9573068
23,81,215,2765538
25,86,244,4386443
26,87,251,2639001
24,85,235,11991587
23,81,217,3646951
22,77,196,381595
24,87,225,3723454
22,78,204,2114041
21,73,183,132133
22,77,197,469569
23,80,210,821656
23,80,212,1134497
24,81,230,2193605
25,85,247,7536742
26,85,254,2354456
26,86,257,2631595
26,87,257,5251759
25,85,245,6091318
24,83,234,7332132
22,76,205,1244531
23,81,227,12910886
23,81,224,9167561
25,87,253,16171353
24,82,242,11331155
23,79,222,3981716
25,86,252,10122256
25,85,249,9360527
24,84,240,14649981
22,77,204,1597210
23,82,224,11093889
24,86,232,7108122
24,85,232,8570355
25,87,244,6857952
24,85,237,14695593
23,82,219,6008027
22,77,207,2561690
22,75,197,205969
25,86,236,1630592
23,79,209,554917
25,84,238,1521878
24,81,232,2866408
25,84,251,7273869
25,85,246,6790035
24,82,238,7424591
24,79,226,590220
25,84,246,4213946
26,85,256,2996076
25,82,238,720784
26,83,248,496439
27,86,262,517817
28,87,268,316205
27,85,258,400312
25,81,236,413324
24,80,217,165061
26,87,243,959577
25,83,230,439377
26,85,240,356866
25,84,235,1011016
23,77,207,153846
23,79,206,332220
24,83,216,568139
25,86,233,1076793
25,85,226,455311
24,82,216,326007
25,87,230,1190850
23,79,203,186805
26,85,245,733538
27,87,255,563984
25,83,235,908217
24,83,233,6510212
22,76,203,892048
24,84,237,10833511
24,84,226,2855437
22,77,195,325606
24,86,223,2281944
24,86,228,4367666
22,78,201,1279330
23,83,220,9528461
20,70,169,54199
22,82,204,6697369
21,75,189,966779
23,85,218,9503708
21,76,189,1338856
23,85,217,8366420
22,79,196,865866
23,85,210,3236623
22,80,202,2949431
21,74,182,148152
22,79,207,5076093
23,83,226,18641387
24,87,236,12787409
22,78,206,2860121
22,79,210,7577653
21,74,189,616052
23,82,214,3011466
24,83,224,1986180
22,77,192,179788
24,86,218,1107883
24,85,216,956533
24,87,224,3294799
23,84,211,3014087
22,78,199,904357
23,81,213,2043361
25,85,229,729461
23,80,206,410937
26,85,246,830860
27,87,257,739288
26,86,251,1286734
24,82,226,1594261
24,83,228,3403455
23,79,214,1268638
24,84,239,13285928
25,86,245,4920522
24,84,232,6176956
25,87,236,2649572
21,74,183,179285
20,71,173,201179
21,77,194,4271634
23,85,223,16620378
22,80,212,11752247
23,85,225,20266204
22,81,211,13875356
23,84,227,21134638
24,87,234,10586996
24,86,240,15789024
23,81,230,17515958
24,86,241,17270003
23,85,226,22194954
22,80,214,14780643
23,83,224,15125997
25,87,246,8506053
22,79,199,1471027
21,75,186,547026
20,71,172,165087
22,81,205,6300299
21,77,186,1080045
22,81,201,3473694
24,86,224,2615812
23,84,212,3496643
22,81,206,7272991
21,75,187,663474
24,87,230,6901207
24,86,234,8836457
24,87,233,9497732
23,85,220,11955143
23,85,222,14907218
20,72,179,967201
21,77,200,9973171
22,83,213,24105348
21,78,197,8591600
22,82,212,18150335
23,85,228,26508616
22,80,217,20134491
21,76,197,4834489
23,83,223,13564588
23,86,222,12165757
22,82,214,22344178
21,79,197,11373388
21,76,192,2223628
22,83,212,21814049
21,78,194,5528875
20,73,179,1442286
21,77,198,7677278
22,82,209,12819116
21,79,194,7450777
21,80,194,8910240
20,74,179,1944193
19,67,159,62062
18,64,149,72077
19,71,168,1889650
20,79,183,13156193
20,78,183,10860954
21,82,198,20529233
20,74,187,6837110
19,70,168,1345756
20,77,185,11769069
21,81,204,33610126
22,84,211,19558226
21,81,197,16475497
20,74,183,3809311
21,82,197,18385580
20,77,187,15151082
20,76,184,7910507
21,81,203,31046544
22,85,213,23924024
21,80,199,17243425
22,83,214,26551963
23,86,228,21065989
22,84,220,40260262
21,80,201,21473003
20,73,186,4542977
21,77,206,18738998
22,85,217,32368917
21,81,201,25699966
20,76,186,10491728
21,82,202,30448793
20,74,188,7778620
19,69,168,955388
20,75,185,7150672
21,79,204,24687584
22,84,218,35672180
21,80,202,23898740
22,84,215,28433402
23,87,229,18954011
22,83,218,37212791
21,79,200,16400843
23,85,230,31035019
24,87,237,14061867
23,86,226,17816035
22,83,216,31698616
21,79,199,14632934
20,73,182,2448785
22,84,210,17625583
21,77,196,5789852
22,84,208,14052328
21,80,197,13484349
20,75,182,4544596
22,85,211,19853397
20,74,185,5209589
20,75,186,8227415
19,69,167,774029
20,74,181,2726813
22,83,215,29107359
21,78,200,12577194
22,82,211,16228852
23,86,225,16312146
21,78,195,6444523
22,82,210,14446419
23,85,227,24362597
23,85,221,13394464
23,87,223,11975552
22,82,213,20188319
21,78,196,7434944
22,81,212,15601397
24,87,238,15320353
24,85,238,16274158
25,87,249,11413731
24,86,242,18828796
23,85,231,33494125
24,87,242,20960193
23,84,228,23079564
22,82,216,26910306
23,86,231,26103238
22,83,217,34405572
21,78,198,9789688
20,72,181,1375418
21,77,202,12615498
22,85,216,30249037
22,78,220,15818900
21,75,199,4780225
23,85,232,35732876
24,87,240,18001552
22,83,211,19588294
23,87,225,14206199
21,79,196,9920500
22,85,210,17986246
23,87,224,13058754
21,79,198,12905521
20,72,182,1673752
21,80,198,15275957
20,75,183,5270875
19,68,163,222173
20,73,175,653173
22,83,209,15617763
23,86,224,14834844
22,82,215,24579994
21,77,195,4996749
23,85,224,18403855
23,86,216,6091456
21,77,188,1554329
24,87,231,7695359
23,83,232,31925127
24,87,241,19526666
22,81,214,19421474
24,86,238,13220678
24,85,240,19461304
21,77,191,2645959
23,87,220,8887575
22,81,210,12272338
23,86,214,4730230
21,76,188,1107888
23,84,224,15630827
20,72,180,1159455
23,87,228,17724888
