set_cardinality,add_ds_card,mult_ds_card,count
23,87,221,16474460
22,85,213,36386579
21,80,197,21659371
20,76,184,11389077
21,81,202,37342060
22,84,214,40234046
21,80,198,23713678
21,80,200,27827654
20,77,186,17957954
19,71,166,1898341
20,73,180,2500414
21,80,201,29848804
22,83,215,39323923
21,79,199,20314519
22,82,211,25875891
23,85,226,31848651
22,83,214,37009785
21,78,196,11647484
22,81,209,16948093
23,86,225,29456046
24,87,233,13699767
23,84,221,20721003
22,82,208,19816394
23,86,222,23733087
22,82,214,32407220
21,77,194,6725749
22,80,216,23772678
23,83,236,42575902
24,87,244,27745819
23,84,230,39096222
24,85,244,32043756
25,87,256,21088810
24,86,248,40750080
23,83,232,36658225
22,81,218,33430243
23,84,236,48997387
24,87,248,31829081
23,84,233,44846988
22,80,220,29563556
23,85,236,48416480
22,81,222,38732433
21,76,201,9860622
22,79,213,13954802
23,83,235,41406984
24,86,245,36495738
23,82,229,25671633
24,85,241,27072651
25,87,255,19987100
24,85,245,33830614
23,82,227,22286640
24,83,240,17374132
25,86,256,24219101
26,87,263,9637027
25,85,251,14268192
24,84,239,21357777
25,87,253,17642541
24,85,246,35267655
23,81,226,15063762
22,79,203,4780145
23,83,223,20150052
24,87,230,10508426
23,82,216,7969819
24,85,227,8265651
25,87,239,5474640
24,86,232,15298679
23,83,216,10234171
22,79,204,5437597
23,84,222,22499274
24,87,232,12589415
23,84,218,15619541
22,81,207,13927236
23,85,223,25738236
22,81,213,24114649
21,76,191,3283966
22,77,204,2580843
23,82,226,20623345
24,85,235,17530895
23,82,219,10981638
24,84,230,9797876
25,87,243,8131744
24,85,234,16100530
23,81,216,5595490
24,83,228,5805241
25,86,243,9075223
26,87,250,3033760
25,85,239,4801538
25,87,242,7411837
24,84,235,15556620
23,80,216,4125986
24,81,240,9006254
25,85,259,23513176
26,87,266,11855263
25,84,252,12895677
26,85,264,7905326
27,87,275,5153555
26,86,268,14355852
25,83,253,9595527
24,82,240,13331021
25,85,258,22303397
26,87,267,12653892
25,85,254,17533874
24,83,242,20039720
25,86,258,26906935
24,84,249,37218734
23,79,227,8314248
22,78,215,11972423
23,82,237,37504463
24,86,249,41894951
23,82,233,32251427
25,87,260,25396070
23,81,231,21725638
24,83,245,24051700
25,86,260,29625474
26,87,268,13466161
25,85,257,21082062
24,84,243,27787275
25,87,257,22208414
23,81,229,19005017
22,79,206,6888543
23,83,226,25444774
24,86,234,18103545
23,83,220,15328033
24,85,233,14773491
25,87,244,8892617
24,86,236,21185380
23,82,221,13379832
22,79,208,8610164
23,84,226,30603832
24,86,237,22852885
22,80,211,16062584
23,84,227,32741561
22,81,215,27882098
21,75,193,2839275
20,73,178,1850516
22,83,213,34718375
21,78,198,14240383
22,83,212,32383941
22,82,212,28078631
21,78,194,9293600
22,82,210,23807715
24,87,236,17383257
23,85,224,27775730
22,81,211,20413227
23,86,226,31335740
22,82,216,36642846
23,84,238,50566240
24,85,247,36884572
25,87,259,24388237
23,83,233,38407478
22,79,216,17567606
23,82,234,33735695
24,87,247,31058232
23,85,234,46401972
22,82,219,42466639
23,86,234,43644256
22,81,220,36463557
21,76,199,8293372
22,79,212,12765663
23,83,230,33071099
24,85,243,30453381
23,82,225,19101031
24,83,243,21376096
25,85,255,18699523
25,87,258,23291336
24,85,249,39646619
23,81,230,20379909
22,80,207,10849897
24,87,235,16101849
24,85,231,12352515
23,83,219,13957549
22,80,202,6045890
23,84,220,18860953
22,81,208,15402021
21,77,190,4016468
20,74,177,2344679
21,79,198,18591895
22,84,210,30747894
21,80,195,17779367
22,83,207,21268846
23,87,220,15104085
22,83,208,23263469
21,78,190,5629512
