set_cardinality,add_ds_card,mult_ds_card,count
21,60,173,18
22,80,185,457276
23,82,195,78883
22,80,189,998433
21,77,175,1119107
20,73,165,1253023
21,76,182,3622924
22,81,190,919902
21,78,179,2386304
20,58,167,203
21,78,180,2743509
20,73,172,4292493
19,54,153,18
20,72,165,898596
21,77,185,6285209
22,80,192,1694126
21,76,179,2160825
22,79,191,1607215
23,82,202,347882
22,80,195,2766806
21,76,177,1463587
22,78,187,861519
23,81,201,620547
24,82,207,64047
23,80,197,348228
22,78,185,578153
23,82,197,127906
21,75,175,839690
22,76,187,657719
23,80,202,851766
24,82,208,75002
23,79,197,383461
24,80,208,171969
25,82,218,32330
24,81,212,377213
23,78,198,427019
22,77,188,911994
23,80,206,1599220
24,82,213,202058
22,78,191,1629377
23,81,203,897735
22,79,196,3757024
21,74,177,930263
20,72,166,1068912
21,77,186,7417990
21,75,182,3031390
22,79,195,3239090
23,81,208,2078702
22,78,200,6645883
22,77,192,1850353
24,81,213,450546
23,79,202,948989
22,78,188,984030
23,81,200,526323
22,78,194,2731813
21,75,177,1219433
23,81,202,784150
21,76,181,2923398
20,73,171,3632958
21,77,189,11255474
22,80,197,3726786
21,77,184,5350644
21,78,184,5384211
20,74,174,7421730
19,69,154,669233
18,65,144,373067
19,70,163,5072355
20,76,176,13214564
20,75,177,13663530
21,79,190,12549463
20,73,179,12177126
19,69,161,2539104
21,78,186,7485279
20,73,176,7987571
19,69,159,1861570
21,77,188,9843430
21,76,183,4069431
22,78,197,4285668
23,80,208,2182090
22,79,200,6875633
21,76,185,5530980
20,71,172,2245197
21,74,191,8251101
22,80,201,6839434
20,73,174,5890149
21,79,187,8077976
19,68,156,664656
20,73,167,1762258
22,80,196,3191009
23,81,206,1503261
22,79,197,4364868
21,76,178,1772482
23,79,203,1079760
22,78,192,2016083
21,75,181,2419462
20,73,169,2566538
22,81,192,1367803
21,76,180,2431080
22,79,192,1996597
21,77,181,3297724
20,74,167,2251235
21,79,185,5918159
22,81,195,2265482
21,78,185,6358400
20,75,174,8899769
19,70,155,1151122
18,52,143,40
19,70,161,3635702
20,75,172,6489050
19,56,159,885
20,75,171,5461948
21,79,182,3740490
20,74,172,5419061
20,75,169,3898312
21,79,183,4258863
20,59,168,721
21,79,180,2500628
20,75,173,7331442
19,56,157,460
20,74,169,3253214
21,79,184,5010013
22,81,191,1098051
21,77,180,2742738
22,80,194,2334834
20,74,166,1878306
22,80,193,2001096
21,78,182,4064748
20,74,171,4572579
21,78,183,4606853
20,74,173,6099294
19,69,163,3589354
20,76,174,9849317
19,71,161,4989754
20,75,175,10146576
21,78,188,9969544
20,71,178,5677968
19,68,160,1435925
21,80,183,3387457
19,71,159,3672424
18,53,147,569
19,71,164,8333001
20,76,172,7164595
19,57,160,2305
19,71,162,6107199
18,65,149,1178588
19,68,166,4107723
19,72,164,10743140
18,54,150,2795
19,72,163,8981718
18,65,150,1421941
17,48,132,18
18,64,144,235063
19,71,163,6937572
20,75,178,15808454
21,78,191,14901470
20,74,180,17090381
19,70,162,4462103
20,74,176,10012649
21,79,192,16122175
22,80,199,5051729
20,73,173,4825352
20,76,178,17521054
19,69,160,2163452
22,82,196,1181547
22,79,199,5890006
23,82,210,1329367
22,81,203,7419508
21,76,187,7470067
21,77,192,16693932
22,81,202,6487903
21,78,189,11410024
19,69,156,1014323
20,72,167,1277739
21,76,186,6536215
23,82,206,675887
21,77,178,1971617
22,78,193,2354785
24,82,214,229769
23,80,204,1141040
22,79,193,2348986
23,82,204,472525
22,80,198,4431777
20,72,170,2194944
21,78,187,8610347
22,81,193,1622172
23,82,203,398847
22,81,197,3106759
21,77,182,4067463
20,72,172,3164593
19,68,155,498646
20,71,167,881882
22,79,198,5181304
21,74,185,3513957
23,82,208,953595
21,75,179,1801382
23,81,209,2360574
24,82,215,288864
23,80,205,1380299
23,82,205,580052
22,78,199,5714267
22,76,194,2029133
23,80,210,2978323
24,82,216,333441
23,79,205,1529030
24,80,216,682596
25,82,226,145666
24,81,220,1340432
23,78,205,1399722
22,77,190,1280456
24,82,219,549425
21,74,179,1374694
20,72,168,1534049
22,81,200,4934608
22,79,202,8957405
23,82,215,2773693
22,78,205,12525512
21,75,185,4608235
23,81,215,5644304
24,82,222,867623
23,80,211,3359133
21,75,184,3940937
21,76,190,11428219
22,80,200,5900427
23,82,211,1532129
22,80,204,10275068
21,76,188,8638346
20,72,174,4338228
21,77,193,18991856
22,81,204,8603683
21,77,191,14686796
20,70,166,482734
22,78,198,5046742
23,81,211,3206367
22,79,203,10199488
21,74,184,3004905
22,77,194,2514927
22,78,189,1232439
22,77,195,2953577
21,73,177,664738
22,76,189,942783
23,79,207,2090352
24,82,212,171537
23,79,200,650292
24,80,215,593090
22,76,195,2393238
23,79,214,5597733
23,80,209,2471170
21,73,178,805151
22,74,189,496828
23,79,209,2732213
24,81,216,726250
23,78,204,1177315
24,80,219,1059923
23,77,200,518976
24,78,210,230988
25,81,225,260973
26,82,230,19181
25,80,220,93558
24,79,209,230019
25,82,220,48153
23,76,199,352205
22,75,187,497690
23,79,204,1275524
24,82,209,96861
23,78,197,377930
24,80,209,222580
25,82,219,39106
24,81,214,508779
23,78,199,548241
22,76,192,1508084
22,77,198,4628258
21,72,177,434942
20,70,165,390446
21,74,180,1545938
22,78,195,3200292
22,76,185,442748
21,73,175,454553
23,80,203,969784
23,81,204,1056615
22,78,196,3679771
20,71,166,736128
21,75,183,3385552
22,79,201,7961753
23,82,200,222812
20,71,165,608097
21,77,183,4591939
22,81,189,789198
21,77,190,13012768
19,67,154,268420
20,68,166,176351
21,75,187,6216369
22,77,197,3929755
21,74,182,2317768
23,81,207,1771520
22,77,189,1145701
22,75,189,718796
25,82,225,126717
24,81,219,1153533
23,79,212,4367960
24,82,221,777698
22,77,199,5233789
21,72,178,526903
22,74,188,397665
23,78,208,2178278
23,77,204,999424
24,80,214,477168
24,80,217,807023
23,77,199,464995
24,78,209,208640
25,81,224,214244
26,82,229,15809
25,80,219,81206
23,76,198,275358
22,74,186,267789
23,77,197,316376
24,80,207,153815
25,82,217,27366
21,71,176,229105
22,72,188,151014
23,78,210,2935304
24,79,214,507884
24,80,218,962886
25,82,221,59563
24,79,216,721105
23,75,198,188120
24,76,210,120072
25,80,227,285981
26,82,232,26624
25,79,221,105976
26,80,231,34408
27,82,241,8020
26,81,236,114339
25,78,221,84305
24,77,211,202514
25,80,230,459443
26,82,237,61354
25,80,226,251923
24,78,216,597819
25,81,228,440921
24,79,221,1567773
23,74,200,165951
22,73,190,361333
23,78,212,3869058
23,77,207,1605533
24,80,221,1475450
25,82,233,454871
24,79,225,2650340
23,76,206,1018189
25,81,231,672670
24,79,212,382478
25,82,224,96624
24,79,219,1121269
23,76,201,441640
23,78,207,1887063
23,78,201,705508
22,75,194,1556350
23,79,213,4917406
24,81,221,1607053
23,78,209,2440373
22,76,196,2748403
22,77,200,6120756
21,70,178,193947
20,69,167,354368
21,74,188,5490095
22,78,202,8584580
23,81,214,4883523
22,78,203,9813198
23,80,214,5049604
22,77,202,7869091
21,73,184,2189480
24,82,220,644004
23,79,208,2426780
24,80,223,1987844
24,81,226,3243786
22,75,196,2110046
23,78,216,6374495
24,82,226,1638406
23,81,212,3772390
22,77,201,7063214
21,72,179,650526
22,74,190,556543
23,78,211,3320177
25,82,230,278262
23,77,201,595135
24,79,217,848144
25,82,228,217379
24,80,222,1653209
23,76,205,892338
22,75,193,1341499
24,82,217,399297
24,82,218,498012
22,76,197,3157729
21,75,186,5445960
22,77,193,2167676
23,81,205,1294490
21,74,181,1840530
22,76,193,1760679
22,77,196,3405180
23,81,213,4288949
22,80,202,7721354
21,76,189,9894353
20,72,175,4960394
20,73,175,6725198
19,66,155,185215
18,64,143,189957
20,76,175,11239484
19,69,162,3147615
21,78,190,13218472
20,74,179,15133778
20,74,175,8456020
21,78,192,16975923
21,79,186,7016636
19,68,161,1690778
20,73,177,9105293
21,77,195,23869961
22,79,204,11869451
22,79,207,16743297
21,76,196,23159991
22,80,207,14512024
21,78,193,19330201
20,74,181,19172528
21,76,191,12868352
23,80,212,3926779
23,81,210,2839595
20,71,169,1306303
21,76,184,4725953
22,81,194,1908697
20,72,173,3534263
21,74,178,1130686
24,81,215,630480
22,75,198,2861573
23,79,215,6480485
24,81,222,1794234
24,80,224,2221900
23,77,209,2091689
24,81,224,2441977
23,80,215,5879547
22,77,204,10431807
20,70,173,1672374
21,75,194,15418004
22,80,206,12874584
21,75,192,12290623
22,79,206,14884172
23,81,220,10176819
22,76,209,14481453
21,73,189,4699497
23,80,219,9514928
24,81,227,3603339
23,79,216,7305357
22,78,207,15930367
21,75,189,8290796
20,71,173,2505618
21,74,186,4144570
21,76,192,14627327
22,80,203,8833000
20,71,175,3538499
19,67,155,311063
20,69,166,297256
21,73,183,1874603
22,75,195,1832709
24,81,218,1031017
23,78,206,1620941
24,79,220,1316335
22,75,199,3242916
23,78,218,8091703
22,76,200,4928811
22,76,205,9200140
21,72,184,1455963
22,73,194,716628
23,78,214,4899375
24,79,223,2089348
24,77,215,413773
25,80,229,396489
26,81,235,96524
25,79,225,215380
24,78,215,528572
25,81,226,307498
23,75,204,514442
24,81,210,253091
23,77,198,360876
24,79,208,177004
25,81,219,89964
22,75,188,568585
23,78,203,1000003
23,79,206,1785620
20,70,164,315873
22,79,194,2751739
21,73,176,569933
22,77,186,617580
24,81,207,147120
23,79,196,299227
22,76,186,511971
23,81,198,345402
21,73,174,374640
22,75,192,1154477
24,79,213,455017
25,81,223,194142
23,77,203,845865
23,79,210,3295723
21,73,182,1686848
20,70,172,1507628
21,73,188,4041957
22,78,201,7674937
21,74,183,2583826
22,80,190,1157281
20,72,171,2665989
18,64,142,132507
20,76,173,8135268
21,79,188,9409786
19,70,160,3103283
20,74,170,3830553
20,73,166,1475446
21,79,178,1749408
19,68,154,430792
21,77,194,20972834
20,72,176,5935144
20,71,164,488007
22,80,187,696667
21,74,175,641157
22,79,186,632550
23,81,197,301556
21,76,176,1267707
21,78,181,3305798
21,75,178,1483793
24,81,209,222389
23,79,198,444502
22,77,187,797232
23,81,199,457725
21,74,176,801280
21,75,188,7202621
23,81,216,6401447
23,80,213,4461765
21,79,193,18385971
20,75,179,18044631
20,74,177,11397841
21,78,195,24278059
22,80,208,16261389
20,72,178,7843395
21,75,198,24114910
22,80,209,18039735
21,78,194,21371366
21,79,194,20432265
20,74,182,21964407
20,73,168,2116941
21,77,187,8498366
19,71,156,2059578
20,75,176,11963475
22,81,198,3684587
18,66,150,2140130
19,71,169,16712564
20,77,181,26256690
19,72,167,16715001
20,76,181,25250451
21,79,196,25623537
20,74,185,30357782
19,70,166,8413017
21,80,190,10165294
20,76,183,31622083
19,71,165,9876873
18,66,149,1788439
19,73,167,20457248
20,77,174,10198507
18,67,150,3151848
19,71,168,15104036
20,76,179,19922315
19,73,165,15553720
19,74,163,12874017
18,68,150,4459058
17,61,132,143685
16,57,122,86785
17,64,139,2681098
18,72,152,16972824
18,71,154,20255704
19,75,168,29058731
18,67,157,9796431
17,63,139,1804399
18,70,154,16454622
19,74,172,41534069
20,77,179,20707308
19,74,166,20660633
18,67,152,4662272
19,75,164,16730817
18,70,156,20899299
18,69,154,12806421
19,74,171,37931889
20,78,180,21975302
19,73,168,23358073
20,76,182,28752362
21,79,195,23157847
20,77,187,47355741
19,73,169,25862368
18,66,155,5200510
19,70,174,21842792
20,78,185,37820026
19,74,170,33559000
18,69,156,16380729
19,75,170,36368860
17,62,139,1184026
18,68,155,10423050
19,72,172,30434984
20,77,186,44228900
19,73,172,36640482
20,77,183,32809937
21,80,196,20808293
20,76,185,39211278
19,72,168,19176109
20,75,182,26149496
21,78,197,29911946
20,76,184,35496683
19,72,169,21220447
18,66,154,4762273
19,72,170,24239038
19,70,167,9754986
20,77,178,18223563
21,79,189,10786242
18,68,152,6538288
19,74,167,23520299
18,67,156,8915195
18,68,156,12268016
18,67,151,3749968
20,75,180,20385528
21,80,191,11497687
19,71,166,11385326
21,78,196,26813042
22,78,206,14151225
23,80,216,6662077
22,79,209,20796843
21,76,194,18371252
21,78,198,32815795
21,77,196,26394398
20,75,185,35882127
21,79,199,34375879
19,71,167,13102571
18,65,151,1709337
19,70,170,14398510
20,78,183,30777914
20,71,188,18646040
19,68,168,5614910
21,78,200,39073381
20,76,180,22501263
21,80,192,13033126
19,72,166,14601877
20,78,176,12798596
18,65,152,2143919
19,70,171,16508859
20,78,182,27974965
19,75,165,19554328
17,61,134,248140
18,66,146,953275
20,75,184,32440386
19,70,165,7310167
20,75,170,4595928
19,70,158,2123008
20,73,181,15454688
21,76,200,34052970
20,72,177,6772928
22,78,204,11366261
21,75,190,9539936
24,80,220,1231775
20,76,177,15114642
21,80,189,8715559
20,73,178,10528228
19,69,167,7041447
20,75,186,39318583
19,70,168,11275033
20,77,170,5220926
20,77,173,8429245
21,80,185,4748342
19,73,162,9776076
18,66,151,2551498
19,74,164,15316842
18,65,146,623944
19,70,164,6121665
21,79,191,14205620
20,73,170,3016363
19,69,158,1457477
20,73,180,13737691
21,77,198,32309807
21,76,195,20938735
20,72,179,9133573
22,76,199,4195925
21,74,187,4764522
20,71,170,1525307
22,74,199,2266853
23,77,211,2838388
24,78,221,1277106
25,80,231,539382
23,76,211,2068298
22,75,201,4389137
24,80,227,3287635
23,78,215,5673189
22,76,204,8381246
23,79,218,9315940
22,77,208,16336470
21,72,189,3182378
21,75,195,17642668
22,79,205,13150441
21,75,191,10777971
22,78,208,17767278
23,80,221,11964138
22,77,212,24402361
21,74,193,10761218
23,79,219,10438549
24,80,226,2948767
21,76,193,16662556
19,68,158,956086
18,63,146,243397
19,69,165,5230898
20,72,184,16837368
19,68,165,3561398
23,80,220,10600902
22,79,212,27961349
20,69,181,3924949
21,72,201,13278670
22,80,212,24342842
20,73,182,17735068
20,71,183,10875106
19,66,163,1021360
21,76,197,25908556
22,79,211,25342253
22,78,209,19770036
23,79,220,11620327
23,78,217,7162773
22,77,207,14568051
23,80,218,8519872
21,74,192,9441546
19,68,164,2926996
22,79,208,18695958
20,74,184,27372094
21,79,198,31334861
20,72,187,22630405
19,69,168,8151295
21,78,199,36126899
20,77,176,13709355
19,69,164,4336680
