set_cardinality,add_ds_card,mult_ds_card,count
22,64,178,3
23,86,190,214333
22,82,185,1059376
21,61,168,11
22,80,180,278587
23,84,196,845272
24,87,200,44475
23,84,189,286279
24,85,200,181212
25,87,210,28187
24,86,206,410374
23,83,191,354976
22,82,182,662254
23,85,200,1374784
24,87,207,166248
23,85,196,741772
23,86,197,690461
22,82,190,2243037
21,78,171,372897
20,74,160,148865
21,78,180,1683210
22,84,189,2058009
21,79,176,1185811
22,83,190,2419110
23,86,203,1684886
22,81,195,3655179
21,78,177,1048701
22,82,186,1231487
23,85,201,1588207
23,84,195,733462
22,82,180,466578
23,86,192,309017
22,82,188,1663911
21,78,170,308777
20,59,158,1
22,84,182,710779
21,63,170,8
22,82,184,905740
23,86,195,512670
22,84,190,2408812
21,79,175,989430
20,74,166,486512
21,78,184,2995572
22,83,192,3205037
21,79,179,1898599
20,60,166,265
21,80,179,2424920
20,74,168,685226
19,55,148,1
20,72,160,60495
21,78,181,1923257
21,77,177,716162
22,81,190,1825058
23,84,202,2009514
22,81,194,3185137
21,77,176,604370
22,80,185,643589
24,86,205,354267
23,83,195,648219
22,80,181,328612
23,85,193,465199
21,76,170,134161
22,79,182,271626
23,83,199,1181619
24,86,203,249087
23,83,192,407252
24,84,207,535493
25,86,216,239721
24,85,211,919178
23,82,197,750435
22,80,188,1027387
23,83,205,2708912
24,86,213,1121260
23,83,202,1803612
23,84,200,1527075
22,80,192,1841795
21,76,172,197447
22,79,181,225449
23,83,200,1364074
24,86,207,474078
23,82,196,639274
24,85,206,453748
25,87,216,87256
24,85,209,709832
23,82,192,340355
24,83,201,168635
25,86,215,210093
26,87,219,13037
25,85,210,93024
24,84,200,187998
23,81,190,173139
22,79,178,134112
23,82,188,178291
24,85,198,129446
25,87,208,18138
24,86,204,297151
23,83,189,255544
23,84,198,1143770
24,87,205,115025
23,84,194,631820
22,80,184,540821
23,85,197,869941
21,76,169,107340
22,77,181,92061
23,83,203,2051567
24,84,206,474651
25,87,217,104283
23,81,192,247395
26,87,220,15147
24,83,200,146126
25,87,212,37851
24,84,208,618532
23,80,190,116987
24,81,202,93482
25,85,218,298923
26,87,222,21686
25,84,212,119346
26,85,222,55736
27,87,231,8452
26,86,227,137893
25,83,213,94411
24,82,204,209474
25,85,222,542681
26,87,228,70273
24,83,208,485972
25,86,219,379951
24,84,213,1235363
23,79,193,118535
22,78,184,256931
24,86,212,975962
23,82,200,1149591
24,85,214,1396818
25,87,225,447359
24,84,218,2331598
23,81,200,847835
24,83,209,570592
25,86,223,654230
25,85,219,361632
24,84,204,355555
25,87,215,74054
24,84,211,936407
23,81,194,341165
23,83,193,471217
24,85,207,520581
23,84,207,3837428
24,86,214,1276664
22,80,189,1185123
21,75,172,127135
20,74,162,224894
21,80,183,4299786
22,84,195,4776343
21,78,182,2284031
22,83,196,5436110
23,86,208,3306403
22,83,198,7036485
22,82,192,2944232
23,85,208,4051054
24,87,214,585322
23,85,204,2408775
23,86,202,1465369
22,81,196,4116921
21,77,178,830310
24,87,212,418107
23,84,201,1751427
24,85,216,1841184
24,86,219,2482787
23,83,204,2358951
22,80,191,1612873
23,83,210,5046279
24,87,219,1313900
22,81,193,2780937
23,86,205,2243235
22,82,195,4428393
21,77,174,424741
22,79,184,377279
24,85,212,1058531
25,87,222,251987
23,82,195,551644
24,84,209,722066
25,87,219,154907
23,81,198,617814
22,80,186,767694
24,87,209,246848
23,83,197,894300
22,80,183,467703
23,85,202,1819366
24,87,211,348808
23,85,203,2085193
22,82,193,3380771
21,77,172,293727
21,80,180,2832812
22,83,187,1561374
23,87,198,268548
22,83,189,2073950
23,86,200,1097807
23,85,195,642350
22,81,185,852932
21,78,174,626508
22,81,186,1006441
23,84,197,996899
24,86,211,850040
22,82,183,765408
23,85,199,1175606
22,81,189,1558496
22,82,191,2581377
21,78,172,444110
21,79,180,2238484
22,83,195,4803709
