set_cardinality,add_ds_card,mult_ds_card,count
22,82,232,34726736
21,78,217,38676073
20,74,199,27255362
21,78,216,42639524
20,74,200,24542748
19,69,180,9725419
20,71,197,13193722
21,77,218,32073519
22,80,233,44694255
21,76,215,35973326
22,79,232,45382081
23,82,248,42783562
22,80,235,36671659
21,75,216,27542665
22,78,231,44188253
24,83,258,35911306
23,81,245,49079086
22,79,227,51515684
23,82,243,50436342
21,74,211,23360963
22,77,227,36548395
23,80,247,47777181
23,80,242,49454054
24,81,261,39802690
25,83,274,28954742
24,82,264,41711289
23,79,247,40079605
22,77,232,34980283
23,80,251,39911146
24,83,264,31634412
23,81,248,45100958
22,77,230,36621919
22,79,234,39637450
21,74,213,23842409
22,75,230,21491314
23,80,250,42532203
24,82,263,42936270
23,79,246,40662984
24,81,262,39550333
25,83,277,28836026
24,81,265,37383217
23,78,246,35157160
24,79,260,27857308
25,82,277,34656456
26,83,286,18457214
25,81,273,25995228
24,80,257,36238383
25,83,272,28431307
24,81,263,39146146
23,77,244,25214905
22,76,228,29299124
23,80,248,46533939
24,83,257,36047266
23,79,241,39089679
24,81,257,38671984
25,83,270,27344351
24,82,261,44514644
23,79,244,40924405
23,81,249,42845738
24,83,261,34764413
23,80,246,49031064
22,78,235,34809510
21,73,214,16860596
20,71,195,12888600
21,76,216,34028374
22,81,229,50721433
21,76,212,38839657
22,80,227,57169745
23,83,242,37569629
22,79,230,49331986
21,76,210,37938091
22,79,224,49298669
23,82,242,51007543
24,83,250,31219881
23,81,237,45190371
22,77,222,30662194
23,83,237,37043807
22,80,229,55106010
21,74,209,21917576
22,77,224,33475993
23,81,243,50115743
24,83,251,32403195
23,80,237,43530911
24,81,252,33430575
25,83,265,23401572
24,82,257,44684444
23,79,239,36844540
22,78,225,44644358
23,81,242,49966833
22,78,227,46248684
21,75,210,29301795
20,72,194,17304644
21,78,214,48777303
22,81,228,52445570
21,76,211,38678368
22,80,228,56357782
23,83,244,35759253
22,80,231,50980138
23,82,244,49709772
24,83,253,34277390
23,81,240,48949189
22,79,222,46276498
21,76,208,35740465
20,73,193,22338157
21,78,212,52388498
22,82,223,49112354
21,77,208,43180170
22,80,225,56954435
23,83,238,37653193
21,77,212,45918897
20,73,197,23768368
21,77,216,39073783
21,77,213,45187554
20,74,197,30477830
19,68,179,6956828
20,69,196,6280999
21,76,217,31591395
22,79,233,42852023
22,78,229,45954170
23,81,244,49797057
21,75,212,30472164
22,77,226,35558520
24,83,252,33146910
23,80,240,47914966
22,78,226,45487377
21,74,210,22568900
22,76,226,28170059
23,80,241,48809080
24,81,256,37834253
25,83,268,25992799
24,82,258,45122028
23,79,242,39844272
22,77,228,36739276
24,83,260,35351153
23,80,245,49479686
22,78,233,40517617
21,73,212,16897072
22,75,226,20133121
24,82,260,44973888
23,78,243,34278511
24,81,255,36832384
25,83,269,26733980
24,81,258,39267817
23,78,239,30469158
24,79,252,21492149
25,82,269,30856061
26,83,276,12361033
25,81,264,18509154
24,80,252,30444280
25,83,267,25145230
24,81,259,39584354
23,77,239,21397679
22,75,223,17712242
23,80,244,50045727
23,78,236,26397301
24,81,248,27715216
25,83,260,18303578
24,82,253,41596877
23,79,236,32427311
22,76,223,25225901
23,80,239,46594762
22,78,232,42548843
21,72,210,11517456
22,73,229,10414046
23,79,251,34619978
24,81,264,38393250
23,78,245,35136860
25,83,271,27979899
24,81,260,39814389
23,77,242,24049849
24,79,255,24494142
25,82,271,32587678
26,83,279,14407780
25,81,267,21366696
24,80,263,37659494
23,76,242,18204171
24,77,259,14556614
25,81,279,27591535
26,83,288,19449016
25,80,272,22721359
26,81,284,12878803
27,83,296,8738402
26,82,288,21873408
25,79,272,14741431
24,78,259,22188853
25,81,277,27540836
25,81,274,26527065
24,79,262,28435973
25,82,280,33648296
24,80,267,34141222
23,75,246,13165905
22,74,231,15903168
23,79,253,30267961
24,82,268,34336470
23,78,249,33591369
25,83,279,28126947
24,80,265,36389549
23,77,247,25672539
24,79,261,28243440
25,81,276,27384144
24,80,261,37947769
25,83,278,28713688
24,80,266,35396477
23,77,245,25515684
22,75,228,21185701
23,79,249,38109079
24,82,262,43876742
23,79,245,40898431
23,78,244,34846645
22,76,230,29332135
22,77,233,33598803
23,80,252,37129462
22,78,236,31333739
21,71,214,8298563
20,70,196,9368427
22,80,234,40889211
22,79,231,47748137
23,82,245,48389765
22,79,229,50518389
24,83,259,35828823
23,81,246,48228740
23,82,249,40150259
22,78,234,37825801
24,83,265,30110313
25,83,276,29150657
22,76,229,29414852
24,83,263,32807036
23,82,251,34300799
21,73,213,17097491
23,78,241,32747015
24,79,259,27394337
25,82,275,34570965
26,83,285,17991610
25,81,272,25468967
24,80,259,37425016
22,76,224,26307035
23,81,241,49580620
24,83,254,34830807
21,73,211,16615599
20,71,193,12006157
21,77,214,43648784
22,80,224,55966278
21,75,206,24644644
22,78,224,43277894
23,82,241,50932210
24,83,256,35688206
24,81,253,34824575
25,83,266,24343263
23,79,240,38180956
22,78,222,40101152
22,78,228,46258317
22,78,230,45343857
20,72,195,17970907
22,80,232,48036135
21,77,215,41713523
23,83,245,34487964
20,73,196,23831996
22,81,230,48510484
22,79,228,51113397
20,73,195,23630244
21,76,214,37419711
20,73,199,21567547
19,67,179,4671808
18,65,165,3360559
19,70,184,9482138
20,75,201,24745675
19,71,184,12237950
20,75,200,28517826
21,78,215,46034755
19,70,182,12841681
20,75,198,34472858
21,79,215,45863170
22,82,228,45529452
21,79,214,49162261
20,76,199,36200361
