set_cardinality,add_ds_card,mult_ds_card,count
23,84,252,14476412
24,86,267,4616186
23,83,252,20907803
24,84,267,19321725
25,86,279,6188069
24,85,267,10910090
23,82,252,25751415
22,80,235,28718699
22,81,236,23094580
23,85,254,5142446
22,82,237,16121924
21,77,218,24079106
20,74,199,22301524
21,79,218,27331812
22,84,237,6495011
21,79,219,22202577
22,82,235,23383738
23,85,251,8104191
22,80,234,32591062
21,77,217,28178587
23,84,253,12511762
22,83,237,11173822
23,86,253,2180763
22,82,236,19619982
21,78,218,26750865
20,74,201,15822531
21,79,220,17383213
21,80,220,15836869
22,83,238,8702875
21,78,220,17441428
20,75,202,15052453
21,80,221,11438772
19,69,182,6883394
20,72,198,13466142
21,77,219,19943520
22,81,237,19170039
23,85,253,6104465
24,86,265,5300028
23,84,250,18310877
22,82,232,34364594
23,85,249,10247268
21,76,215,28882276
22,79,232,37087735
23,83,251,23465813
23,83,249,28477161
24,84,266,20776676
23,82,251,28615626
22,81,235,27236963
22,78,234,26962515
23,83,254,15714745
24,85,269,8967318
24,84,268,17757696
25,86,282,5577006
23,81,251,29448783
24,82,265,29284800
25,85,281,12489839
26,86,290,5322249
25,84,278,21183470
24,83,263,30141267
25,86,278,6303770
23,80,249,32130170
22,79,231,39801881
23,83,250,26026094
24,86,262,6119116
23,82,246,40373393
24,84,262,25630795
25,86,276,6430621
24,85,266,11785488
23,82,248,36440294
24,86,268,4186980
23,83,253,18282629
22,80,237,20732542
21,76,216,26344453
20,73,199,16999345
21,78,219,21977541
22,83,236,13771801
21,78,217,31641283
23,86,252,2546809
22,81,232,38934827
24,86,261,6301826
23,84,246,25274098
22,80,230,45674441
23,85,246,13079798
21,77,214,37918447
22,80,233,36519176
23,84,251,16380739
24,86,264,5578364
23,83,248,30838626
23,82,249,34007305
22,82,238,12824654
21,76,218,20331797
20,72,200,10598498
21,76,219,17009856
23,85,252,7100139
22,81,234,31145755
22,83,233,22684895
21,79,216,37572652
22,83,234,19598557
23,86,250,3319633
20,74,202,12494830
21,79,221,12771418
20,73,201,12174366
19,68,182,4526459
20,71,197,9961728
22,80,236,24699658
21,75,216,20501651
22,79,233,34247706
21,75,215,22326755
22,80,232,39792220
23,85,248,11213158
22,80,231,43044966
23,84,248,22078812
21,76,214,31053617
23,82,250,31378465
24,84,264,23468021
25,86,277,6394991
24,85,263,14376353
22,78,232,32035718
23,81,248,36864939
23,81,247,38794731
24,82,261,33307903
25,85,277,14545524
26,86,286,4889200
25,84,273,22203092
24,83,261,32194564
24,84,265,22170176
23,80,247,35625148
22,78,228,38068266
23,82,247,38526257
24,86,260,6505561
23,81,243,43706149
24,84,257,28161272
25,86,271,6296247
24,85,261,15674059
23,82,244,43085243
22,78,230,35762703
23,83,246,34806336
22,79,234,30807972
21,75,213,25142062
22,76,230,21186663
23,81,252,26624952
24,83,262,31241755
24,84,263,24581758
23,80,245,37928697
24,82,259,34153724
25,85,276,14802595
26,86,285,4720272
25,84,272,22092751
24,83,265,27438519
23,79,245,31626326
24,80,263,24216433
25,84,281,19336271
26,86,291,5325527
25,83,276,24004354
26,84,288,14719148
27,86,299,2982509
26,85,291,11545534
25,82,276,22393587
24,81,262,29737959
24,82,264,30541985
25,85,282,11833385
24,83,268,22345326
23,78,248,22641913
22,77,230,28269404
23,81,250,32066817
24,85,268,9912691
23,80,246,36916090
24,82,263,31656334
25,84,279,20733619
24,83,264,28885462
24,85,264,13539471
24,85,265,12689435
22,79,235,27347296
21,74,213,18201941
22,81,233,35298351
23,85,250,9169954
23,84,249,20249119
21,74,214,17447087
22,78,231,34111420
23,81,246,40484099
26,86,288,5098411
25,84,277,21658984
25,86,280,5982098
23,80,248,34044100
22,79,230,41993300
24,84,261,26468710
25,86,274,6479150
24,85,262,15086494
22,79,229,43776212
23,83,247,32929234
20,72,195,15489568
22,82,234,27038991
21,78,214,43577377
22,82,229,43421858
23,86,246,4673289
22,81,231,42423452
21,76,213,32800880
22,80,229,47950963
23,84,245,26701271
24,86,258,6590634
23,84,244,27834196
23,84,247,23743735
21,76,211,34755676
24,84,260,27184203
25,86,273,6393859
20,73,198,18689040
22,82,233,30892156
21,77,216,31740044
22,83,235,16678699
22,83,232,25574962
21,78,216,35973781
20,74,200,19027577
19,68,180,5318560
20,70,196,6797630
22,77,231,27106809
22,77,228,29844084
24,84,259,27658383
25,86,275,6482320
23,81,244,42872308
24,82,258,34227473
25,85,274,15355722
26,86,284,4574775
25,84,271,21856146
24,83,259,33342279
23,80,242,39230467
22,78,223,37336459
23,82,242,44593770
25,86,272,6318788
24,85,259,16749766
23,81,242,44011585
22,78,229,37063745
21,74,209,18667218
22,76,228,22182355
24,82,260,33838604
25,84,274,22190273
23,79,243,32423442
24,80,260,25353921
26,85,290,11676015
25,82,275,22473245
24,81,260,30786788
25,84,276,21920598
23,78,245,24501935
23,80,250,30082588
23,79,247,29953813
25,85,280,13043609
26,86,292,5374894
25,84,280,20018525
24,83,266,25852185
25,86,281,5805024
22,77,232,25584329
23,81,249,34580893
23,83,255,13273889
22,79,236,23736713
21,73,214,12142246
22,74,231,9775442
23,80,254,20240299
24,83,271,16644766
24,82,266,27761424
25,85,283,11168421
23,79,249,27307111
24,81,265,26982240
26,86,293,5331428
24,82,268,24419282
23,78,247,23458942
24,80,261,25092580
25,83,280,22068550
26,84,291,15029848
27,86,302,3339803
26,85,293,11198353
25,82,278,21989536
26,86,294,5310948
24,82,267,26210813
23,77,246,17460743
24,78,262,13602770
25,83,283,19629908
26,85,296,10426594
26,84,292,15002116
27,86,305,3590994
26,84,293,14885990
25,81,276,18800158
26,82,287,12052270
27,85,303,7540317
28,86,309,1313454
27,84,298,7303495
26,83,286,14264266
27,86,301,3260855
25,80,274,13918678
24,79,259,19341629
25,82,273,22226477
26,84,286,14249181
27,86,300,3120468
26,85,292,11474473
25,82,274,22409018
24,80,262,24722014
25,83,278,23304009
24,81,263,29016985
25,84,284,16651924
24,82,269,22638222
23,76,246,12087888
22,75,228,15587589
23,79,246,30922872
24,81,257,30824358
23,78,241,24478012
24,80,258,25284779
26,86,287,4989980
25,83,271,23837813
26,84,283,13297743
27,86,296,2663953
26,85,289,11676902
25,82,272,22037906
24,81,261,30357244
23,78,246,24068449
22,76,231,20439569
25,85,279,13672409
26,86,289,5176845
22,77,233,23918971
23,81,254,20860805
22,78,236,21117605
21,72,214,8084822
20,71,198,9242273
22,81,238,15476104
23,84,255,8910550
22,81,239,12064132
23,84,254,10666545
21,75,214,23887063
24,86,263,5905989
21,74,215,16364118
23,82,253,22848546
25,85,278,14068630
24,83,258,33736110
23,80,244,38549882
22,77,227,30193530
23,82,254,19867237
24,86,269,3797973
22,78,233,29791281
22,76,232,19361722
24,84,270,14528910
25,86,285,4706140
24,84,271,12941642
23,80,251,27830267
25,83,273,24192208
25,84,283,17622079
26,86,296,5196898
25,84,282,18499734
24,83,269,20478094
23,80,252,25345707
24,85,271,7050014
23,83,256,11020516
22,79,237,20113204
21,75,218,15985171
24,86,266,4942717
20,71,196,10360278
22,81,230,45420526
23,85,247,12214979
22,81,228,50263336
21,77,210,43614877
20,72,197,14571003
21,79,217,32691871
21,76,217,23616846
20,73,200,14554826
20,75,200,23444214
19,67,180,3372544
18,65,161,2724706
19,72,180,22716881
20,77,199,35392746
20,75,196,36226103
21,80,215,40912439
20,76,199,32385651
19,70,180,11952875
20,74,197,26998725
21,81,216,31186101
22,84,231,17766515
21,79,213,50048764
20,76,197,40522933
21,82,215,27968716
20,77,197,45188168
19,70,178,12493774
20,74,195,29246722
21,80,214,45421061
22,85,229,9723980
21,81,212,47665010
22,83,226,38695106
23,86,242,5492035
22,83,230,31050205
21,78,212,48871847
20,75,195,37376235
22,84,227,24170366
21,81,210,52751653
20,77,196,48870262
21,81,214,40264657
21,79,214,46380136
22,82,230,40720873
21,79,212,52907482
23,85,242,15898998
22,83,229,33529982
21,80,211,55542098
22,82,225,49615341
24,86,252,6088078
23,84,238,30318273
23,85,241,16359346
22,83,227,37289739
21,78,209,51893872
20,75,191,36705627
21,81,209,54333719
21,78,210,51472301
23,86,241,5593723
22,85,228,10503508
21,80,210,57155191
20,76,196,43438139
21,81,215,35879542
22,84,230,19585190
19,70,177,12450065
20,73,195,21767352
21,79,215,42171904
21,78,213,46673283
22,81,229,48079571
22,84,232,15793714
24,86,257,6651775
23,83,242,39688972
22,81,227,51879791
23,86,244,5181328
22,80,226,51782597
24,86,256,6610450
23,83,241,40163534
24,84,255,27994611
25,86,267,5525730
24,85,258,17135642
23,84,243,28885498
22,82,228,45613158
23,85,245,13993562
21,77,211,43286927
20,74,193,29635221
21,80,212,52710679
22,84,229,21372545
21,78,211,50749041
23,85,244,14704172
20,74,196,28526834
23,86,247,4413794
21,78,215,40011060
20,75,197,34045435
22,85,231,7932182
21,80,213,49492476
20,76,198,36596460
20,73,194,21871188
21,77,215,35052177
22,82,231,37714022
22,80,223,51500776
23,83,243,38978000
24,86,255,6506159
23,83,239,40264522
25,86,268,5716430
22,80,227,51104383
23,83,244,37779054
22,80,228,49829758
21,77,208,43192269
22,78,226,38659057
24,85,260,16375007
23,82,243,44059834
24,82,253,32170454
25,85,270,15451415
26,86,277,3276479
25,84,265,18830658
24,83,251,30954014
25,86,266,5361734
23,80,238,37367087
22,79,224,46306049
23,82,239,44438140
24,84,254,27832741
25,86,269,5899656
23,82,241,44914680
21,75,211,26367238
20,72,194,15463640
21,77,213,40307818
22,81,225,53788558
22,78,224,38158035
22,82,226,48707827
21,75,207,24865618
22,79,223,45583057
23,84,242,29533873
24,86,253,6287830
