set_cardinality,add_ds_card,mult_ds_card,count
22,82,198,7704355
21,79,186,9730406
20,76,173,8508812
21,80,186,10151181
20,76,178,16618075
19,71,160,3650727
20,74,180,13581916
21,78,199,35201328
22,81,208,25297956
21,78,194,22667447
22,80,208,23611426
23,82,221,19759787
22,81,213,38181414
21,78,197,30197319
20,75,184,25209587
21,79,202,46879218
22,82,214,39121487
21,78,198,32624225
20,74,184,19980869
21,79,200,42071028
20,76,186,34755429
19,70,166,5938286
20,73,179,9310969
21,78,200,37603742
22,81,210,30451226
21,77,194,19556177
22,80,207,21656944
22,80,211,30672592
21,77,193,18027024
22,78,205,12852320
23,81,221,18929500
24,82,228,7371875
23,80,216,9874668
22,79,203,12396875
23,82,217,13126251
22,80,210,28438769
21,76,191,11685912
20,73,170,2841011
21,78,188,11614876
22,81,194,4297524
21,76,181,3120442
22,80,193,3593159
23,82,204,2280605
22,81,198,7902638
21,77,183,5096403
20,74,172,5164173
21,78,189,13069484
21,79,185,8621725
20,75,173,7120781
21,79,188,12935476
20,75,179,15531297
19,70,159,2270254
20,72,170,2011372
21,76,190,10433909
22,79,198,6736806
21,76,183,4231931
22,79,196,5062660
23,82,208,4268360
22,80,200,9735861
22,78,194,3199365
23,81,208,4102047
24,82,214,1063654
23,80,204,2003287
22,78,191,2021470
21,75,181,2445781
22,76,203,6300435
23,80,221,16417837
23,79,214,6449674
24,80,228,5406248
25,82,239,3560824
24,81,232,10170848
23,78,217,6982543
22,77,205,10443309
23,80,223,19559575
24,82,232,11312715
23,80,219,13409188
22,79,212,29336591
21,74,191,6617034
21,77,200,32376170
22,80,212,33050470
21,76,196,19234027
23,82,225,27576479
22,79,214,33668832
22,78,209,18957520
23,81,224,24502407
23,80,220,14846512
22,79,206,17149090
23,82,220,17866396
22,79,211,27188410
21,76,192,12821716
20,73,171,3211452
21,77,189,11384142
22,81,197,6763610
21,78,184,6605220
22,80,197,6455952
22,81,201,11767023
21,76,187,7238158
20,73,175,5695986
21,79,192,20624609
22,81,202,13275505
21,77,188,10111697
21,77,190,12852904
20,74,179,12328547
19,69,159,1550137
18,67,146,1252304
19,72,165,10031190
