set_cardinality,add_ds_card,mult_ds_card,count
22,79,231,53362845
21,75,215,56940239
20,73,197,53786927
21,77,214,65548243
22,81,229,25700806
22,79,228,56638213
23,81,242,31219343
22,80,230,41704933
21,76,213,65307802
20,72,197,44219582
21,78,215,55068784
21,76,214,64890408
20,73,199,49444449
21,77,216,58057215
19,68,181,20083572
18,64,165,7657640
19,69,183,25587072
20,74,200,49982502
19,70,183,32328617
20,75,198,62426368
21,79,215,43091918
20,75,200,51748678
19,70,182,34742584
20,74,198,58748290
22,80,228,44138247
21,78,213,61327182
20,73,198,51768937
19,69,181,27104322
20,72,200,38121164
21,76,217,54735663
22,79,232,50659006
22,79,230,54770891
23,81,244,30929221
21,76,216,58726933
20,74,199,55553187
21,78,216,51421915
22,81,230,24177140
21,78,214,59561701
20,73,200,45046885
21,77,217,53324420
20,73,201,40154121
19,68,183,19288941
21,77,218,47585675
22,80,232,37413259
20,74,201,44042736
21,78,217,46291866
20,73,202,34453765
19,68,184,15815029
18,65,166,10461697
19,70,184,26108674
20,75,199,58280306
19,71,183,38938595
20,75,202,37038872
18,66,166,14634211
19,71,184,31123177
19,71,182,42481935
17,59,148,1595171
18,61,163,2043694
19,68,182,20221397
20,72,199,41361941
21,75,216,55141315
20,72,198,42973503
21,77,215,61345153
22,78,229,61627478
21,75,214,59691791
21,77,213,66699488
19,68,180,19961523
20,71,197,34631872
22,77,230,59865614
23,80,244,44137237
21,74,214,50851717
21,76,215,61356101
19,67,180,14176717
20,70,196,24602678
22,79,229,56253912
21,75,213,59451135
22,79,227,56644497
21,75,211,58208214
22,76,226,49490750
23,80,242,43473864
24,81,254,25478057
23,79,240,45898480
22,78,227,60858455
22,78,230,60542061
21,73,212,39462499
20,71,194,30201800
21,75,212,59201020
22,79,225,54806197
21,75,210,55278161
22,78,224,55205548
23,80,239,39249686
22,79,226,55471167
21,75,209,53699248
21,76,211,65118264
20,72,196,42766677
21,76,212,65662591
19,66,178,8753604
20,69,193,15279303
21,74,212,49701541
22,77,227,58956687
21,73,211,38357117
22,77,226,56721950
23,80,241,42093003
21,73,208,32029793
22,77,224,52390980
24,81,253,24356296
23,79,239,43515433
22,77,225,55314584
23,81,240,29997657
22,77,228,59693730
21,74,210,45833771
22,75,227,42560303
23,79,244,50749194
24,81,255,26622724
23,78,241,45624689
24,79,255,32702978
25,81,267,17265604
24,80,256,33011982
23,77,241,40251774
22,76,225,48063049
23,79,242,49141561
22,76,227,51725151
21,72,210,26828481
20,70,194,22115067
21,74,213,50199031
22,76,229,53679231
21,73,213,40092523
24,81,257,28268740
23,79,245,51243652
22,78,228,61252124
23,81,243,31090678
21,74,211,48513024
20,70,195,23760445
20,70,197,25813513
19,65,178,5797132
20,68,192,8959219
22,77,229,60348518
23,80,245,44295217
21,72,212,29708924
22,75,225,39044533
22,77,222,47256925
23,80,238,38084408
21,71,206,14389394
22,75,222,32360851
23,78,242,47594666
23,78,238,40076578
22,75,228,43878006
23,78,244,49802686
24,81,259,29312524
22,76,228,52826495
21,72,208,23611077
22,73,223,18871948
24,80,255,32008798
23,77,240,38576212
25,81,268,18064782
23,76,238,27488330
24,77,251,18166612
25,80,267,18128642
26,81,276,7247976
25,79,264,13885309
24,78,250,20971478
25,81,264,14390024
23,75,237,18781314
22,74,220,20641732
23,78,239,41590336
24,81,249,19408467
23,77,234,26181841
24,79,248,21164519
25,81,262,12478602
24,80,252,27439054
22,75,221,29894083
22,75,224,36677890
23,78,240,44025931
22,75,226,40511422
20,69,191,12359392
22,78,225,58089063
21,73,209,34610974
21,73,207,30115556
22,76,220,34892648
23,79,234,32543546
22,75,220,27601839
23,80,235,32259767
21,72,205,18405075
22,75,223,34426751
24,81,252,22987365
23,78,237,37350172
24,79,250,24315303
24,80,254,30518623
23,77,237,32334754
22,76,224,45261600
21,72,209,25649161
20,68,194,10620948
22,78,231,59640935
21,72,214,31284986
23,81,246,30028917
23,80,243,43791328
23,79,241,47395876
20,69,192,13310947
22,79,224,52533489
21,75,208,50358413
19,64,177,3415936
20,67,191,5487409
21,72,211,28749891
24,81,251,22213833
22,76,222,40445446
22,74,223,26059339
23,77,243,43284842
24,79,252,27642599
25,81,265,15190188
24,81,256,27247038
22,73,228,25066280
23,79,246,51197017
22,75,229,44898924
21,70,208,11341941
22,73,222,17560409
23,76,239,28621536
23,76,235,21988931
24,77,248,14269683
25,80,264,15066995
26,81,273,5745339
25,79,260,10059546
24,78,249,19635583
23,75,235,16175613
22,73,217,11080664
24,81,248,18154646
23,76,232,17015018
24,79,245,16656710
25,81,259,9788432
24,80,249,22854633
23,77,232,21992617
22,73,219,13614034
24,81,250,20476856
23,78,235,32867752
21,70,204,7816216
22,71,219,6006901
23,76,240,30645354
24,79,254,31076087
23,76,237,25391608
25,81,263,13226625
23,75,232,12357624
24,77,245,11146312
25,80,262,13047857
26,81,271,4861295
25,79,258,8417282
24,77,246,12074618
24,78,252,23979194
23,74,232,8530243
24,75,249,7563900
25,79,268,17988578
26,81,277,7977831
25,78,262,9397287
26,79,273,4467213
27,81,284,2269391
26,80,276,6731793
25,77,261,6240897
24,76,248,10153395
24,77,253,20565331
25,80,269,20079372
24,78,256,29746405
23,73,236,8172463
22,72,222,11977807
23,76,243,34943026
24,80,259,36241505
23,76,242,33780901
24,77,250,16643445
25,79,265,14790568
23,75,236,17509353
22,73,220,14715017
23,77,236,30284147
24,80,251,26147207
22,74,226,31062743
21,69,206,6307609
20,67,192,5876467
21,71,209,18298960
24,81,258,28747078
23,78,243,48672682
24,79,256,33910914
24,80,253,29055605
23,77,239,36187565
23,77,242,42103817
24,79,251,26279309
25,80,265,15945380
26,81,275,6843075
24,78,253,25566273
24,79,257,35504071
23,75,239,21424826
22,74,222,24430820
24,79,249,22752193
23,77,235,28173218
22,74,219,19141435
23,78,236,35213429
22,78,226,59106704
21,74,209,44278122
23,81,237,26649148
22,76,221,37534592
23,79,237,39468408
23,79,235,35018190
21,72,206,20391396
23,79,243,49970741
20,69,194,15615405
22,78,232,57260523
21,73,214,40999894
23,81,245,30745505
20,65,192,2350606
22,76,232,52386416
21,72,213,30336702
23,78,245,50561170
21,71,210,19189104
22,74,225,29816075
24,80,257,34388205
22,73,224,20200733
22,74,224,27865547
23,78,246,50879600
22,72,221,10869320
23,76,234,20277986
22,73,218,12191137
23,77,238,34831177
22,73,221,16067363
21,69,205,5634275
22,71,221,7182461
24,78,251,22753214
25,81,266,16049887
23,74,235,11242520
24,77,249,15565258
25,80,266,16932503
25,79,262,11990697
24,77,255,23206255
24,75,250,8139413
25,79,269,18937184
26,81,278,8490747
25,78,263,10039332
26,79,274,4970898
27,81,285,2468478
26,80,277,7368781
25,77,262,6863732
24,76,247,9409772
25,79,263,12761627
24,77,252,19187655
25,80,268,19161365
23,73,235,7469181
22,71,222,7920173
24,77,254,21945558
23,74,238,14377012
26,81,279,9118900
24,78,255,28640819
25,81,270,19941475
24,78,258,32491001
23,75,238,20450444
22,72,224,13806824
23,76,245,37146216
22,73,225,21634068
24,80,258,35325259
23,78,247,50792335
22,75,230,45122222
21,68,208,4763910
22,69,222,3077326
24,78,261,35310270
23,75,242,25754502
24,77,256,24231462
25,80,272,23163117
24,78,257,31376112
23,74,239,15089741
24,76,251,13032155
24,77,257,25639340
24,75,248,6860906
25,78,269,15062211
26,79,276,5784589
27,81,287,3022823
26,80,278,7862314
25,77,263,7364686
24,75,252,9554324
25,78,268,14293635
26,81,282,10950010
24,76,256,17780535
25,80,273,23972010
24,77,258,26754132
23,72,236,5127097
24,73,248,2726536
26,80,281,9769950
25,77,265,8623942
27,81,288,3236159
26,79,277,6325892
25,76,260,3683782
26,77,271,1770156
27,80,287,2425668
28,81,293,626451
27,79,282,1159703
26,78,271,2652737
27,81,286,2719790
26,79,279,7326979
25,75,259,2086878
24,74,245,3290407
25,78,266,12509411
25,77,259,5192501
26,79,271,3754420
25,79,267,16979480
25,78,264,10935007
24,76,252,13832557
25,79,270,20126695
23,71,234,2629296
22,70,218,3265571
23,74,234,10258750
25,80,263,13863584
24,76,245,7828522
23,73,229,4055543
24,75,245,5224604
25,79,266,15804805
26,81,274,6354788
25,78,258,6595858
26,79,269,3130434
27,81,282,1874609
26,80,275,6275974
25,77,258,4747576
23,73,234,6808833
23,76,244,36114938
24,79,260,38609150
22,72,220,9935290
24,79,259,37719669
22,73,227,24035303
23,77,246,46035312
22,74,228,33924046
21,67,206,2466774
20,66,191,3493593
23,79,247,50715360
22,76,231,53880109
21,70,205,8652325
22,74,227,32747098
21,70,207,10541261
23,76,236,23698868
24,77,247,13242925
25,79,259,9253173
24,78,246,15366866
25,81,261,11562472
24,79,253,29430697
23,75,233,13626499
22,72,217,7374510
24,79,247,19568293
23,77,233,24225338
24,78,254,27151742
25,79,261,10952957
23,74,233,9383585
24,75,247,6364174
25,78,259,7218876
24,76,250,11927118
26,81,280,9664554
23,75,241,24340989
24,79,258,36677934
25,81,272,21557984
24,78,259,33520936
24,78,248,18125829
24,80,261,37174133
23,77,244,44580518
21,69,207,6907298
20,67,193,6865321
23,80,246,43915976
22,77,232,57648630
21,71,213,21981411
21,71,207,15601719
22,73,226,22761353
23,80,240,41052409
22,76,223,42787677
21,71,208,16714286
20,68,193,10400076
23,81,241,30531410
19,63,177,2144483
18,61,158,993733
19,68,177,16935409
20,74,194,57705136
19,69,177,23430810
20,73,193,48363182
21,76,210,62316655
20,71,195,32190123
19,67,177,11843881
20,72,191,32458917
21,76,208,57619962
22,79,221,45618060
21,76,206,51540144
20,72,190,29676914
21,78,206,54201376
20,73,192,43927502
19,67,173,7418440
20,71,188,17858127
21,76,207,54948689
22,81,218,20693257
21,76,203,40754020
22,78,218,37923254
23,81,231,18323484
22,78,221,47231035
21,74,205,33118075
20,70,191,17717471
21,74,208,41252135
22,80,221,37785156
21,77,206,55428799
20,73,191,41173274
21,78,207,57183777
20,72,192,34782051
19,66,173,4976291
20,71,187,15595217
21,75,206,44549260
22,79,218,37125148
21,75,203,34560033
22,79,216,31227048
23,81,230,16750126
22,78,219,41582678
21,75,201,27887273
22,77,214,23991209
23,80,230,22120653
24,81,239,8267667
23,79,226,15697164
23,81,228,13810417
22,79,219,40559034
21,74,201,22144780
20,70,185,8643990
21,77,203,44503591
22,80,216,26656772
21,73,201,16729355
22,78,214,26351802
23,81,229,15284488
22,80,217,29354542
21,76,200,30191372
20,72,188,24017638
22,80,220,35763319
21,76,204,43733641
20,71,190,22261003
19,66,172,3847796
20,70,187,11046894
22,78,220,44299752
21,73,204,22997118
22,77,218,34998592
23,81,233,21298860
21,74,202,24682511
22,77,215,27108500
23,80,232,25855749
24,81,242,11078115
23,79,228,19326849
22,76,215,22637293
22,77,219,38470206
22,75,215,17548086
23,79,232,27775120
24,81,240,8991432
23,78,227,16633993
24,79,240,10198484
25,81,251,4556674
24,80,243,14242491
23,77,228,15037910
22,76,214,19932036
23,79,231,25810130
23,79,230,23554106
22,77,216,28998657
21,73,200,15089549
20,69,186,6602626
21,76,205,47872515
22,80,219,34073929
21,74,204,30065958
22,77,221,44150511
21,73,205,25342385
23,80,234,30026384
24,81,243,12092525
20,70,188,12749504
22,79,220,43012307
23,81,234,22562055
22,78,223,52891571
20,71,192,26333156
22,80,223,41438481
20,71,191,24484268
21,77,208,61279956
21,74,207,38934892
22,78,222,50403356
23,80,237,35825483
21,73,206,27870196
22,76,217,27144184
23,79,229,21454066
22,76,213,17982852
23,80,229,20214571
22,76,219,32466679
21,72,198,8148746
22,75,210,9674383
23,78,230,21960670
24,81,238,7200538
23,78,224,11817117
24,80,244,15313613
23,77,229,16721392
22,75,219,25641470
24,81,247,16908099
22,75,218,23145788
23,80,233,28162554
21,72,199,9246032
22,73,212,6230644
23,78,231,24117525
24,80,242,12953255
24,79,242,12588252
25,81,254,6105771
24,79,243,13857611
23,76,226,9173528
24,77,236,4236819
25,80,252,5239706
26,81,258,1181710
25,79,247,2570143
24,78,234,4417699
25,81,247,2814876
24,79,241,11271867
23,75,223,4609985
22,74,210,6981379
23,78,229,19935031
23,77,223,8711392
24,79,236,6582954
25,81,250,3951101
23,77,224,9774011
22,75,214,15363169
23,79,233,30352869
24,81,245,14459299
22,75,216,18791395
21,71,199,6304970
20,67,184,2007249
21,72,202,13346570
22,78,216,31767992
23,81,232,19549177
21,74,200,20082464
22,77,210,15483226
23,80,228,18314441
23,79,223,11348792
22,73,210,4797522
23,81,225,10280164
21,70,195,2344160
24,81,236,5891557
23,78,222,9306353
24,79,234,5200632
24,80,240,10589730
21,73,199,13114635
20,70,186,9728482
21,74,206,36157878
23,81,235,24271260
23,79,227,17905330
22,77,212,19457139
23,81,227,12929668
21,74,198,15531991
20,69,184,4853889
21,75,207,47787003
19,64,171,1388415
20,67,185,2439069
22,77,223,49847636
23,78,228,17963868
21,71,198,5501676
22,74,212,9008948
23,78,232,25897935
24,81,241,9889456
23,78,226,14547984
24,79,238,8138447
24,80,241,11635269
23,77,226,12096593
23,79,236,37282905
21,71,200,7364880
22,73,211,5420361
23,76,227,10591310
24,79,237,7466680
23,76,223,6578984
24,77,233,2911331
25,80,249,3775598
26,81,255,804120
25,79,243,1593390
24,78,233,3882842
25,81,248,3261295
23,75,221,3574176
22,73,206,2705573
24,81,237,6592784
23,76,221,5171601
24,79,233,4547380
24,80,238,8493993
23,77,221,6887926
22,74,211,7873478
22,74,214,11248391
21,70,196,2637378
22,71,211,2216258
23,76,228,11495895
24,78,239,7951028
25,81,253,5553275
23,75,224,5182040
24,77,234,3318920
25,80,251,4769942
25,79,245,2047465
24,78,241,9598759
23,74,221,2357268
24,75,234,1455563
25,79,253,5155785
26,81,259,1351453
25,78,245,1591102
26,79,255,585601
27,81,265,260062
26,80,260,1431793
25,77,245,1093227
24,76,235,2583429
25,79,251,4215250
26,81,261,1716095
25,79,250,3665996
24,77,240,6666522
25,80,255,7230504
24,78,244,12774752
23,73,224,2220113
22,72,213,4575267
24,80,248,21327975
24,79,244,14991929
25,81,256,7405720
24,78,243,11816691
23,75,228,8203323
24,77,238,5270868
26,81,260,1545671
24,78,238,6905324
25,81,252,4975076
23,77,227,13909335
22,74,216,13885869
23,78,233,28470312
24,80,247,19846635
21,69,200,3077335
20,68,187,4998625
22,77,220,41191885
21,73,203,20963212
21,71,202,9175466
23,78,234,30581450
22,74,215,12947935
23,77,230,18521229
23,77,231,20375721
25,81,249,3593645
24,79,239,9343208
24,77,237,4827730
25,79,248,3005814
23,75,226,6474239
23,77,225,10959943
20,68,184,3166222
21,73,202,18696344
22,77,217,32391237
22,76,211,14219282
23,80,227,17014164
23,79,224,12790645
22,76,212,16101929
21,72,196,6134843
22,75,212,12351198
23,78,225,13199036
24,79,235,5797877
24,80,239,9750768
23,79,225,14234061
20,69,187,7546706
22,76,216,24193722
23,80,231,24188821
21,74,203,27682892
20,70,189,14075405
19,65,172,2502143
18,62,158,1582365
20,74,190,45684702
19,68,174,11495438
20,72,189,26242927
21,77,204,47593988
22,80,218,31231049
19,67,174,7889072
22,80,222,39942508
22,79,217,34565622
21,77,205,51844431
